scaffold_number	gene_id	intron_start	intron_end	strand	motif	Annotation	unique_reads	multi_reads	overhang	annotated	novel
DS571437	NA	15400	15451	2	2	0	39	0	66	No	Yes
DS571438	NA	2573	2621	1	1	0	1	0	13	No	Yes
DS571438	NA	2573	2627	1	1	0	2	0	12	No	Yes
DS571438	EHI_146510	4638	4704	1	1	0	32	0	15	Yes	No
DS571438	NA	4755	4907	1	1	0	2	0	50	No	Yes
DS571438	NA	4778	4888	1	1	0	1	0	68	No	Yes
DS571438	EHI_146510	4778	4907	1	1	0	279	0	73	Yes	No
DS571438	EHI_146510	5004	5064	1	1	0	14	0	74	Yes	No
DS571438	EHI_146510	5187	5240	1	1	0	295	0	74	Yes	No
DS571438	EHI_146520	5751	5805	2	2	0	37	0	60	Yes	No
DS571438	EHI_146540	10166	10220	2	2	0	115	0	75	Yes	No
DS571439	NA	9346	9407	1	1	0	3	0	72	No	Yes
DS571439	EHI_088450	11487	11544	2	2	0	14	0	52	Yes	No
DS571439	NA	13061	13124	2	2	0	8	0	71	No	Yes
DS571439	EHI_088470	13491	13538	2	2	0	56	0	75	Yes	No
DS571439	NA	13822	13872	1	1	0	125	0	73	No	Yes
DS571440	EHI_039590	7314	7375	2	2	0	42	0	71	Yes	No
DS571441	EHI_090030	12425	12481	1	1	0	48	0	74	Yes	No
DS571442	EHI_175940	6359	6411	1	1	0	2	0	72	Yes	No
DS571443	NA	5236	5303	2	2	0	1	0	55	No	Yes
DS571443	NA	9585	9653	1	1	0	1	0	40	No	Yes
DS571444	EHI_166020	2809	2860	1	1	0	26	0	73	Yes	No
DS571446	EHI_019650	9848	9902	1	1	0	29	0	71	Yes	No
DS571447	EHI_172500	2831	2902	1	1	0	27	0	70	Yes	No
DS571448	EHI_061870	8287	8338	1	1	0	13	0	72	Yes	No
DS571448	EHI_061870	8432	8485	1	1	0	14	0	75	Yes	No
DS571448	EHI_061870	8909	9008	1	1	0	7	0	74	Yes	No
DS571448	NA	13899	14144	2	2	0	1	0	35	No	Yes
DS571450	EHI_069980	10119	10163	2	2	0	4	0	70	Yes	No
DS571451	EHI_018640	14833	14886	2	2	0	4	0	72	Yes	No
DS571452	EHI_075160	6486	6540	2	2	0	5	0	75	Yes	No
DS571452	NA	6486	6543	2	2	0	1	0	69	No	Yes
DS571452	EHI_075200	11683	11745	2	2	0	98	0	75	Yes	No
DS571453	NA	3196	3302	2	2	0	1	0	54	No	Yes
DS571453	NA	3199	3302	2	2	0	1	0	40	No	Yes
DS571453	NA	3211	3302	2	2	0	1	0	40	No	Yes
DS571453	NA	6829	6887	1	1	0	3	0	73	No	Yes
DS571453	NA	12009	12032	1	1	0	1	0	46	No	Yes
DS571453	NA	12009	12056	1	1	0	2	0	69	No	Yes
DS571453	NA	12009	12080	1	1	0	1	0	61	No	Yes
DS571453	NA	12033	12080	1	1	0	2	0	20	No	Yes
DS571453	NA	13557	13623	2	2	0	1	0	17	No	Yes
DS571458	NA	3903	4013	1	1	0	2	0	39	No	Yes
DS571459	NA	9893	9948	2	2	0	1	0	47	No	Yes
DS571459	EHI_129500	9895	9948	2	2	0	427	0	73	Yes	No
DS571459	NA	11689	11755	1	1	0	1	0	73	No	Yes
DS571462	NA	4570	4628	1	1	0	1	0	16	No	Yes
DS571463	EHI_066750	12693	12738	1	1	0	8	0	73	Yes	No
DS571463	EHI_066760	14950	15036	1	1	0	276	0	63	Yes	No
DS571464	NA	3799	4199	0	0	0	3	0	48	No	Yes
DS571466	EHI_080900	12526	12576	2	2	0	22	0	74	Yes	No
DS571466	EHI_080900	13007	13069	2	2	0	10	0	62	Yes	No
DS571471	NA	1963	2056	2	2	0	2	0	18	No	Yes
DS571471	EHI_172130	1999	2056	2	2	0	210	0	35	Yes	No
DS571471	NA	9263	9311	2	2	0	2	0	72	No	Yes
DS571471	NA	12715	12923	1	1	0	1	0	28	No	Yes
DS571473	NA	2302	2350	2	2	0	1	0	67	No	Yes
DS571474	NA	13056	13121	2	2	0	1	0	42	No	Yes
DS571475	NA	389	432	1	1	0	1	0	74	No	Yes
DS571480	NA	14459	14484	0	0	0	7	0	75	No	Yes
DS571480	NA	14761	15000	1	1	0	1	0	39	No	Yes
DS571480	NA	14884	14989	0	0	0	30	0	51	No	Yes
DS571481	NA	717	777	2	2	0	1	0	68	No	Yes
DS571481	EHI_191750	9668	9773	2	2	0	2502	0	52	Yes	No
DS571481	NA	11111	11182	0	0	0	6	0	44	No	Yes
DS571481	NA	11343	11414	1	1	0	1	0	40	No	Yes
DS571481	EHI_191780	11988	12034	1	1	0	21	0	73	Yes	No
DS571481	EHI_191780	12233	12281	1	1	0	17	0	66	Yes	No
DS571481	NA	12828	13288	2	2	0	2	0	65	No	Yes
DS571481	NA	13227	13288	2	2	0	2	0	69	No	Yes
DS571482	EHI_196520	1178	1231	2	2	0	25	0	74	Yes	No
DS571482	NA	2033	2109	2	2	0	1	0	24	No	Yes
DS571482	NA	3621	3664	2	2	0	1	0	47	No	Yes
DS571482	EHI_196570	9065	9117	2	2	0	21	0	62	Yes	No
DS571482	NA	11056	11109	1	1	0	3	0	46	No	Yes
DS571484	NA	2222	2301	1	1	0	1	0	72	No	Yes
DS571485	NA	5981	6034	2	2	0	1	0	13	No	Yes
DS571485	NA	9808	9879	1	1	0	5	0	46	No	Yes
DS571486	NA	5272	5315	2	2	0	1	0	27	No	Yes
DS571486	NA	11633	11704	1	1	0	1	0	17	No	Yes
DS571486	EHI_017050	11973	12056	1	1	0	43	0	70	Yes	No
DS571487	NA	3630	3689	2	2	0	4	0	55	No	Yes
DS571487	NA	3639	3689	2	2	0	61	0	75	No	Yes
DS571487	EHI_046260	3645	3689	2	2	0	3	0	26	Yes	No
DS571487	EHI_046270	5286	5353	2	2	0	32	0	69	Yes	No
DS571487	EHI_046390	9717	9769	1	1	0	102	0	72	Yes	No
DS571488	EHI_123240	5963	6020	1	1	0	71	0	75	Yes	No
DS571488	NA	9974	10024	2	2	0	39	0	75	No	Yes
DS571488	NA	11222	11266	2	2	0	2	0	47	No	Yes
DS571489	NA	6779	6912	2	2	0	1	0	62	No	Yes
DS571489	NA	6779	7003	2	2	0	1	0	62	No	Yes
DS571489	EHI_199820	7657	7714	2	2	0	548	0	74	Yes	No
DS571490	NA	5411	5468	2	2	0	1	0	74	No	Yes
DS571490	NA	6792	7004	2	2	0	1	0	39	No	Yes
DS571490	NA	6799	7004	2	2	0	11	0	73	No	Yes
DS571490	NA	6947	7004	2	2	0	2	0	39	No	Yes
DS571490	NA	7228	7326	2	2	0	1	0	66	No	Yes
DS571490	NA	7252	7326	2	2	0	1	0	65	No	Yes
DS571490	EHI_123720	10415	10484	2	2	0	3	0	58	Yes	No
DS571493	EHI_020070	3649	3697	1	1	0	87	0	67	Yes	No
DS571493	NA	3649	3705	1	1	0	10	0	60	No	Yes
DS571493	NA	10239	10296	2	2	0	1	0	28	No	Yes
DS571494	NA	10925	11066	2	2	0	9	0	55	No	Yes
DS571495	EHI_075540	3604	3655	1	1	0	28	0	68	Yes	No
DS571497	NA	7341	7370	1	1	0	1	0	19	No	Yes
DS571497	NA	10614	10896	2	2	0	1	0	26	No	Yes
DS571497	NA	11372	11423	1	1	0	8	0	72	No	Yes
DS571498	EHI_115710	2541	2596	2	2	0	95	0	75	Yes	No
DS571500	NA	9759	10038	2	2	0	1	0	32	No	Yes
DS571500	EHI_157140	9994	10038	2	2	0	26	0	70	Yes	No
DS571503	NA	3023	3092	1	1	0	1	0	57	No	Yes
DS571506	EHI_001280	128	199	1	1	0	1	0	46	Yes	No
DS571506	NA	1446	1513	1	1	0	2	0	56	No	Yes
DS571506	NA	4519	4938	2	2	0	1	0	54	No	Yes
DS571506	EHI_001400	4835	4926	2	2	0	874	0	75	Yes	No
DS571507	EHI_048970	1285	1346	1	1	0	11	0	73	Yes	No
DS571507	EHI_048980	2487	2550	1	1	0	10	0	32	Yes	No
DS571507	EHI_049020	6148	6199	1	1	0	1	0	21	Yes	No
DS571507	EHI_049050	9145	9234	1	1	0	2	0	54	Yes	No
DS571508	NA	4126	4193	1	1	0	1	0	47	No	Yes
DS571508	NA	4824	4868	1	1	0	1	0	50	No	Yes
DS571508	EHI_144600	4927	5073	1	1	0	145	0	66	Yes	No
DS571508	EHI_144600	5218	5275	1	1	0	84	0	69	Yes	No
DS571508	NA	10668	10749	1	1	0	1	0	72	No	Yes
DS571508	NA	10702	10787	0	0	0	5	0	50	No	Yes
DS571515	NA	9948	9993	2	2	0	1	0	41	No	Yes
DS571516	NA	7342	7394	1	1	0	42	0	75	No	Yes
DS571522	NA	3369	3419	2	2	0	11	0	63	No	Yes
DS571522	NA	3507	3549	2	2	0	8	0	61	No	Yes
DS571522	NA	4862	5011	2	2	0	18	0	74	No	Yes
DS571522	EHI_085700	4865	5011	2	2	0	117	0	74	Yes	No
DS571522	NA	4960	5011	2	2	0	4	0	52	No	Yes
DS571525	NA	4707	4762	2	2	0	59	0	75	No	Yes
DS571525	NA	7777	7825	1	1	0	11	0	73	No	Yes
DS571525	NA	7777	7828	1	1	0	1	0	61	No	Yes
DS571526	NA	6492	6546	1	3	0	1	0	52	No	Yes
DS571528	EHI_029220	2545	2610	1	1	0	1	0	42	Yes	No
DS571528	EHI_029220	2786	2830	1	1	0	3	0	51	Yes	No
DS571528	NA	7280	7403	2	2	0	2	0	50	No	Yes
DS571528	EHI_029360	7343	7403	2	2	0	119	0	75	Yes	No
DS571528	NA	7347	7403	2	2	0	3	0	44	No	Yes
DS571528	EHI_029370	7955	8017	2	2	0	398	0	75	Yes	No
DS571529	NA	11387	11439	2	2	0	1	0	35	No	Yes
DS571534	EHI_167490	6060	6119	2	2	0	18	0	27	Yes	No
DS571534	EHI_167500	7492	7568	2	2	0	12	0	63	Yes	No
DS571534	EHI_167500	7915	7969	2	2	0	41	0	75	Yes	No
DS571534	EHI_167510	9201	9261	1	1	0	47	0	55	Yes	No
DS571537	NA	4985	5107	0	0	0	3	0	41	No	Yes
DS571537	NA	5808	5840	0	0	0	4	0	58	No	Yes
DS571539	EHI_063680	738	788	2	2	0	7	0	63	Yes	No
DS571539	EHI_063680	918	971	2	2	0	10	0	69	Yes	No
DS571539	EHI_063680	1332	1384	2	2	0	1	0	22	Yes	No
DS571539	EHI_063900	7105	7156	2	2	0	27	0	74	Yes	No
DS571541	NA	2176	2242	2	2	0	1	0	64	No	Yes
DS571542	EHI_200960	6521	6581	2	2	0	1	0	67	Yes	No
DS571542	EHI_200960	6715	6776	2	2	0	3	0	25	Yes	No
DS571546	EHI_025100	4647	4794	1	1	0	357	0	75	Yes	No
DS571546	EHI_025110	6663	6719	2	2	0	88	0	73	Yes	No
DS571547	NA	1534	1583	1	1	0	148	0	75	No	Yes
DS571547	EHI_176160	4235	4289	2	2	0	14	0	72	Yes	No
DS571547	NA	7115	7169	1	1	0	1	0	36	No	Yes
DS571547	EHI_176170	7115	7183	1	1	0	47	0	71	Yes	No
DS571560	EHI_193830	6623	6689	2	2	0	6	0	74	Yes	No
DS571560	EHI_193840	7549	7597	2	2	0	5	0	71	Yes	No
DS571561	EHI_042690	1764	2048	1	1	0	15	0	23	Yes	No
DS571561	EHI_042700	2652	2733	1	1	0	3	0	74	Yes	No
DS571561	EHI_042710	4329	4397	1	1	0	1	0	45	Yes	No
DS571561	EHI_042710	4565	4616	1	1	0	2	0	55	Yes	No
DS571561	NA	5212	5295	1	1	0	241	0	26	No	Yes
DS571561	NA	5455	5510	2	2	0	1	0	39	No	Yes
DS571561	NA	9605	9681	2	2	0	1	0	29	No	Yes
DS571561	NA	9735	9839	2	2	0	2	0	46	No	Yes
DS571562	NA	3750	3786	0	0	0	116	0	75	No	Yes
DS571569	EHI_064100	3168	3211	2	2	0	41	0	72	Yes	No
DS571571	NA	1083	1147	2	2	0	1	0	24	No	Yes
DS571571	NA	9973	10032	1	1	0	1	0	46	No	Yes
DS571574	NA	7439	8207	2	6	0	1	0	44	No	Yes
DS571578	NA	2244	2335	1	1	0	1	0	51	No	Yes
DS571578	NA	2244	2349	1	1	0	282	0	69	No	Yes
DS571579	EHI_197980	1794	1850	2	2	0	15	0	71	Yes	No
DS571579	NA	2505	2714	1	1	0	1	0	20	No	Yes
DS571579	EHI_198000	4788	4846	2	2	0	5	0	66	Yes	No
DS571580	NA	8132	8186	1	3	0	2	0	69	No	Yes
DS571587	EHI_033860	4230	4296	1	1	0	2	0	48	Yes	No
DS571587	EHI_033860	4615	4661	1	1	0	1	0	27	Yes	No
DS571587	NA	7158	7252	2	2	0	2	0	59	No	Yes
DS571588	NA	305	352	1	1	0	8	0	49	No	Yes
DS571588	EHI_028540	1573	1631	1	1	0	9	0	66	Yes	No
DS571588	EHI_028540	1736	1797	1	1	0	8	0	73	Yes	No
DS571588	EHI_028560	6591	6642	2	2	0	36	0	74	Yes	No
DS571588	EHI_028670	8347	8406	2	2	0	15	0	65	Yes	No
DS571591	NA	5412	5475	2	2	0	1	0	70	No	Yes
DS571591	NA	7583	7636	1	1	0	5	0	37	No	Yes
DS571594	EHI_093350	4187	4241	1	1	0	83	0	73	Yes	No
DS571594	NA	4948	4999	1	1	0	11	0	69	No	Yes
DS571594	NA	4948	5004	1	1	0	3	0	40	No	Yes
DS571597	NA	6407	6459	2	2	0	1	0	63	No	Yes
DS571597	NA	6411	6459	2	2	0	1	0	29	No	Yes
DS571600	NA	7518	7588	2	2	0	2	0	73	No	Yes
DS571600	EHI_000130	8119	8182	2	2	0	598	0	75	Yes	No
DS571602	EHI_031520	3175	3235	2	2	0	7	0	63	Yes	No
DS571602	NA	8173	8336	1	1	0	1	0	18	No	Yes
DS571602	NA	8221	8282	1	1	0	1	0	66	No	Yes
DS571605	NA	3970	4034	2	2	0	1	0	53	No	Yes
DS571605	NA	3970	4055	2	2	0	2	0	38	No	Yes
DS571605	NA	3986	4034	2	2	0	1	0	41	No	Yes
DS571605	NA	3986	4055	2	2	0	2	0	68	No	Yes
DS571605	EHI_167940	5224	5294	2	2	0	79	0	74	Yes	No
DS571607	NA	1295	1449	1	1	0	3	0	38	No	Yes
DS571607	NA	1378	1937	2	2	0	1	0	71	No	Yes
DS571607	NA	2083	2159	2	2	0	1	0	59	No	Yes
DS571607	EHI_048430	4487	4587	2	2	0	5	0	48	Yes	No
DS571607	EHI_048440	5979	6033	1	1	0	95	0	74	Yes	No
DS571607	EHI_048440	6258	6303	1	1	0	19	0	73	Yes	No
DS571609	NA	5556	5644	1	1	0	44	0	54	No	Yes
DS571611	NA	3683	3746	2	2	0	1	0	32	No	Yes
DS571614	EHI_101390	2025	2091	1	1	0	1	0	33	Yes	No
DS571614	EHI_101390	2410	2456	1	1	0	1	0	67	Yes	No
DS571622	NA	4234	4432	1	1	0	1	0	25	No	Yes
DS571622	EHI_037540	4234	4449	1	1	0	74	0	74	Yes	No
DS571623	NA	4164	4214	2	2	0	3	0	46	No	Yes
DS571623	EHI_011070	7445	7497	1	1	0	41	0	70	Yes	No
DS571623	NA	7445	7517	1	1	0	1	0	53	No	Yes
DS571638	NA	3569	3822	1	1	0	1	0	65	No	Yes
DS571641	EHI_053820	129	177	1	1	0	2	0	64	Yes	No
DS571643	EHI_060760	3647	3708	2	2	0	1	0	69	Yes	No
DS571643	EHI_060760	4024	4090	2	2	0	2	0	40	Yes	No
DS571646	EHI_082700	4860	4916	2	2	0	2	0	61	Yes	No
DS571653	EHI_165770	979	1032	1	1	0	76	0	74	Yes	No
DS571653	EHI_165770	1129	1179	1	1	0	67	0	71	Yes	No
DS571653	NA	3721	3810	1	1	0	1	0	40	No	Yes
DS571653	NA	3757	3873	1	1	0	1	0	51	No	Yes
DS571655	NA	6281	6331	2	2	0	1	0	30	No	Yes
DS571661	NA	1188	1331	2	2	0	1	0	55	No	Yes
DS571661	NA	1308	1331	2	2	0	42	0	72	No	Yes
DS571661	NA	1308	1451	2	2	0	1	0	22	No	Yes
DS571661	NA	1319	1366	0	0	0	5	0	66	No	Yes
DS571661	NA	1428	1451	2	2	0	5	0	55	No	Yes
DS571675	EHI_168600	963	1029	2	2	0	41	0	75	Yes	No
DS571675	EHI_168600	1403	1454	2	2	0	72	0	74	Yes	No
DS571676	EHI_182030	2446	2493	2	2	0	45	0	74	Yes	No
DS571676	EHI_182030	2771	2825	2	2	0	73	0	66	Yes	No
DS571676	NA	2927	3009	2	2	0	1	0	38	No	Yes
DS571676	EHI_182030	2966	3009	2	2	0	53	0	63	Yes	No
DS571676	EHI_182050	4975	5054	1	1	0	11	0	69	Yes	No
DS571676	EHI_182050	5525	5580	1	1	0	15	0	61	Yes	No
DS571676	EHI_182050	5642	5694	1	1	0	11	0	61	Yes	No
DS571678	EHI_073160	307	357	2	2	0	2	0	68	Yes	No
DS571678	NA	567	652	1	1	0	1	0	30	No	Yes
DS571684	EHI_093130	2890	2933	1	1	0	118	0	74	Yes	No
DS571685	NA	1784	1889	2	2	0	2	0	49	No	Yes
DS571685	EHI_116720	1800	1889	2	2	0	361	0	75	Yes	No
DS571685	NA	1846	1889	2	2	0	13	0	54	No	Yes
DS571685	EHI_116730	2486	2539	2	2	0	7	0	45	Yes	No
DS571691	EHI_154440	4420	4470	1	1	0	51	0	73	Yes	No
DS571700	NA	3644	3748	1	1	0	1	0	64	No	Yes
DS571702	NA	3423	3502	2	2	0	7	0	46	No	Yes
DS571705	NA	245	298	2	2	0	1	0	17	No	Yes
DS571705	NA	1710	1754	2	2	0	32	0	74	No	Yes
DS571711	EHI_163250	1898	1963	2	2	0	3	0	62	Yes	No
DS571711	EHI_163250	2585	2654	2	2	0	15	0	66	Yes	No
DS571718	EHI_005460	3892	3946	2	2	0	925	0	35	Yes	No
DS571731	EHI_160210	2108	2152	1	1	0	130	0	74	Yes	No
DS571734	NA	1970	2723	2	2	0	2	0	66	No	Yes
DS571736	EHI_066200	1537	1595	1	1	0	34	0	74	Yes	No
DS571740	NA	1477	1769	2	2	0	1	0	14	No	Yes
DS571743	NA	251	494	2	2	0	1	0	28	No	Yes
DS571748	EHI_116460	496	551	2	2	0	2	0	73	Yes	No
DS571748	NA	671	750	2	2	0	1	0	66	No	Yes
DS571748	EHI_116460	693	750	2	2	0	3	0	63	Yes	No
DS571748	EHI_116470	2754	2798	2	2	0	79	0	75	Yes	No
DS571779	NA	499	625	1	1	0	3	0	67	No	Yes
DS571785	NA	1455	1505	0	0	0	23	0	70	No	Yes
DS571790	EHI_182150	1697	1748	2	2	0	119	0	75	Yes	No
DS571795	NA	1177	1297	2	2	0	1	0	34	No	Yes
DS571795	NA	1181	1302	1	1	0	2	0	33	No	Yes
DS571795	NA	1975	2024	2	2	0	8	0	69	No	Yes
DS571795	NA	1981	2024	2	2	0	11	0	67	No	Yes
DS571828	NA	3436	3496	2	2	0	1	0	66	No	Yes
DS571833	NA	573	597	2	2	0	1	0	23	No	Yes
DS571845	NA	1887	1946	1	1	0	1	0	44	No	Yes
DS571845	NA	1887	1968	1	1	0	104	0	75	No	Yes
DS571845	NA	1891	1973	1	1	0	1	0	36	No	Yes
DS571855	EHI_088330	2958	3011	2	2	0	16	0	72	Yes	No
DS571865	EHI_043140	1739	1911	2	2	0	5	0	57	Yes	No
DS571866	NA	1482	1558	1	1	0	2	0	27	No	Yes
DS571906	EHI_193940	205	276	1	1	0	2	0	57	Yes	No
DS571919	NA	1069	1118	2	2	0	1	0	13	No	Yes
DS571919	NA	1076	1123	2	2	0	2	0	15	No	Yes
DS571921	NA	646	765	0	0	0	4	0	46	No	Yes
DS571925	NA	765	814	2	2	0	1	0	15	No	Yes
DS571929	NA	2519	2581	2	2	0	7	0	57	No	Yes
DS571962	NA	252	656	2	2	0	1	0	54	No	Yes
DS571976	NA	1354	1377	2	2	0	1	0	15	No	Yes
DS571976	NA	1366	1413	2	2	0	816	0	72	No	Yes
DS571976	NA	1366	1449	2	2	0	8	0	65	No	Yes
DS571976	NA	1366	1485	2	2	0	11	0	64	No	Yes
DS571976	NA	1366	1521	2	2	0	8	0	51	No	Yes
DS571976	NA	1366	1545	2	2	0	75	0	71	No	Yes
DS571976	NA	1366	1581	2	2	0	10	0	60	No	Yes
DS571976	NA	1366	1605	2	2	0	4	0	70	No	Yes
DS571976	NA	1390	1413	2	2	0	2	0	23	No	Yes
DS571976	NA	1402	1449	2	2	0	10	0	69	No	Yes
DS571976	NA	1402	1521	2	2	0	3	0	72	No	Yes
DS571976	NA	1402	1545	2	2	0	11	0	72	No	Yes
DS571976	NA	1402	1605	2	2	0	1	0	16	No	Yes
DS571976	NA	1413	1449	2	2	0	2	0	64	No	Yes
DS571976	NA	1419	1455	2	2	0	2	0	56	No	Yes
DS571976	NA	1426	1449	2	2	0	1	0	62	No	Yes
DS571976	NA	1438	1485	2	2	0	12	0	57	No	Yes
DS571976	NA	1438	1521	2	2	0	7	0	71	No	Yes
DS571976	NA	1438	1545	2	2	0	8	0	72	No	Yes
DS571976	NA	1438	1605	2	2	0	82	0	67	No	Yes
DS571976	NA	1455	1491	2	2	0	2	0	53	No	Yes
DS571976	NA	1462	1485	2	2	0	2	0	24	No	Yes
DS571976	NA	1462	1491	2	2	0	2	0	42	No	Yes
DS571976	NA	1474	1521	2	2	0	41	0	51	No	Yes
DS571976	NA	1474	1605	2	2	0	14	0	49	No	Yes
DS571976	NA	1485	1521	2	2	0	2	0	56	No	Yes
DS571976	NA	1498	1521	2	2	0	1	0	63	No	Yes
DS571976	NA	1510	1545	2	2	0	14	0	72	No	Yes
DS571976	NA	1510	1605	2	2	0	40	0	73	No	Yes
DS571976	NA	1513	1673	1	1	0	1	0	63	No	Yes
DS571976	NA	1531	1611	2	2	0	1	0	46	No	Yes
DS571976	NA	1544	1567	0	0	0	5	0	55	No	Yes
DS571976	NA	1570	1605	2	2	0	4	0	65	No	Yes
DS571976	NA	1624	1677	2	2	0	2	0	54	No	Yes
DS571986	EHI_117470	368	421	1	1	0	5	0	23	Yes	No
DS571986	EHI_117470	479	563	1	1	0	37	0	74	Yes	No
DS572002	NA	1933	1952	0	0	0	4	0	71	No	Yes
DS572010	NA	318	402	1	1	0	2	0	20	No	Yes
DS572012	NA	902	961	2	2	0	4	0	67	No	Yes
DS572080	NA	1676	1704	1	5	0	1	0	34	No	Yes
DS572098	NA	507	644	0	0	0	19	0	75	No	Yes
DS572134	EHI_168450	431	491	1	1	0	1	0	21	Yes	No
DS572165	NA	1502	1544	2	2	0	1	0	21	No	Yes
DS572169	NA	1506	1553	0	0	0	142	0	75	No	Yes
DS572199	NA	1042	1162	0	0	0	8	0	69	No	Yes
DS572199	NA	1095	1172	2	2	0	2	0	57	No	Yes
DS572199	NA	1331	1360	0	0	0	22	0	71	No	Yes
DS572260	NA	940	1004	2	2	0	1	0	72	No	Yes
DS572335	NA	563	598	0	0	0	12	0	73	No	Yes
DS572397	NA	96	185	2	2	0	1	0	33	No	Yes
DS572413	NA	222	370	1	5	0	1	0	45	No	Yes
DS572461	NA	706	794	1	1	0	105	0	73	No	Yes
DS572467	EHI_021680	721	778	1	1	0	4	0	54	Yes	No
DS572517	NA	260	352	2	2	0	2	0	74	No	Yes
DS572518	NA	160	223	2	2	0	3	0	49	No	Yes
DS572543	NA	521	562	2	2	0	1	0	29	No	Yes
DS572543	NA	542	604	2	2	0	2	0	67	No	Yes
DS572543	NA	584	604	2	2	0	1	0	50	No	Yes
DS572543	EHI_182360	710	760	2	2	0	99	0	74	Yes	No
DS572543	EHI_182360	928	971	2	2	0	50	0	74	Yes	No
DS572585	NA	299	415	0	0	0	119	0	43	No	Yes
DS572585	NA	459	485	0	0	0	6	0	67	No	Yes
DS572585	NA	585	644	0	0	0	9	0	30	No	Yes
DS572585	NA	660	713	0	0	0	4	0	64	No	Yes
DS572590	NA	305	357	2	2	0	2	0	72	No	Yes
DS572599	NA	499	567	2	2	0	2	0	73	No	Yes
DS572599	NA	502	567	2	2	0	2	0	66	No	Yes
DS572620	NA	148	432	0	0	0	34	0	75	No	Yes
DS572620	NA	238	342	0	0	0	102	0	55	No	Yes
DS572620	NA	250	273	0	0	0	71	0	75	No	Yes
DS572620	NA	274	306	0	0	0	7	0	57	No	Yes
DS572620	NA	298	390	0	0	0	3	0	51	No	Yes
DS572620	NA	406	669	0	0	0	5	0	45	No	Yes
EH4254	NA	611	675	2	2	0	12	0	74	No	Yes
EH4254	NA	1583	1660	1	1	0	1	0	29	No	Yes
EH4254	EHI_201830	2179	2235	1	1	0	502	0	74	Yes	No
EH4256	NA	1812	1887	1	1	0	5	0	73	No	Yes
EH4259	EHI_202350	89	151	1	1	0	18	0	70	Yes	No
EH4260	NA	94	141	2	2	0	1	0	52	No	Yes
EH4263	NA	234	278	2	2	0	1	0	54	No	Yes
EH4264	NA	184	242	2	2	0	33	0	70	No	Yes
DS571145	NA	93362	93407	2	2	0	3	0	64	No	Yes
DS571145	NA	97366	98311	2	2	0	3	0	17	No	Yes
DS571145	NA	98902	98965	1	1	0	1	0	20	No	Yes
DS571145	NA	111378	111428	1	1	0	3	0	60	No	Yes
DS571145	NA	130847	130906	1	1	0	1	0	23	No	Yes
DS571145	NA	131307	131353	1	1	0	2	0	48	No	Yes
DS571145	NA	134440	134520	1	1	0	3	0	70	No	Yes
DS571145	NA	161132	161210	1	1	0	1	0	53	No	Yes
DS571145	EHI_151840	161734	161815	2	2	0	1	0	73	Yes	No
DS571145	EHI_151910	172479	172528	2	2	0	3	0	59	Yes	No
DS571145	NA	185928	185978	1	1	0	2	0	31	No	Yes
DS571145	NA	193011	193098	1	1	0	2	0	53	No	Yes
DS571145	NA	247276	247433	1	1	0	1	0	62	No	Yes
DS571145	NA	248229	248293	1	1	0	1	0	48	No	Yes
DS571145	NA	279258	279400	1	1	0	1	0	57	No	Yes
DS571145	NA	280571	280612	2	2	0	1	0	50	No	Yes
DS571145	NA	294120	294175	1	1	0	5	0	52	No	Yes
DS571145	NA	302995	303042	2	2	0	1	0	72	No	Yes
DS571145	NA	321292	321635	2	6	0	1	0	70	No	Yes
DS571145	NA	326146	326206	2	2	0	1	0	27	No	Yes
DS571145	NA	328037	328084	1	1	0	3	0	33	No	Yes
DS571145	NA	329081	329195	2	2	0	1	0	53	No	Yes
DS571145	NA	348286	348349	2	2	0	1	0	29	No	Yes
DS571145	NA	359205	359254	2	2	0	1	0	57	No	Yes
DS571145	NA	367799	367918	2	2	0	1	0	34	No	Yes
DS571145	NA	424693	424749	2	2	0	1	0	64	No	Yes
DS571145	NA	437979	438032	1	1	0	1	0	34	No	Yes
DS571145	NA	448041	448116	1	1	0	1	0	28	No	Yes
DS571145	NA	495054	495334	2	2	0	2	0	62	No	Yes
DS571145	NA	516525	516628	1	1	0	2	0	18	No	Yes
DS571146	NA	3649	3700	2	2	0	1	0	38	No	Yes
DS571146	NA	7265	7309	1	1	0	1	0	67	No	Yes
DS571146	NA	50199	50235	1	5	0	2	0	68	No	Yes
DS571146	NA	97927	98033	2	2	0	2	0	60	No	Yes
DS571146	NA	111684	111742	2	2	0	1	0	67	No	Yes
DS571146	NA	128098	128152	1	1	0	1	0	33	No	Yes
DS571146	NA	142504	142621	1	1	0	1	0	50	No	Yes
DS571146	NA	167846	167874	1	5	0	1	0	47	No	Yes
DS571146	NA	175290	175398	1	1	0	3	0	43	No	Yes
DS571146	NA	189080	189142	1	1	0	1	0	71	No	Yes
DS571147	NA	4017	4084	2	2	0	2	0	55	No	Yes
DS571147	EHI_044630	24644	24690	1	1	0	1	0	14	Yes	No
DS571147	NA	29346	29389	1	1	0	1	0	61	No	Yes
DS571147	NA	49686	49735	1	1	0	1	0	68	No	Yes
DS571147	NA	57937	57984	2	2	0	1	0	22	No	Yes
DS571147	NA	109953	110005	1	1	0	1	0	69	No	Yes
DS571147	NA	109953	110009	1	1	0	1	0	68	No	Yes
DS571147	NA	119896	119946	2	2	0	3	0	33	No	Yes
