scaffold_number	gene_id	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)	annotated	novel
DS571170	NA	92016	92107	55	79.94186047	35	61.66314306	57	79.88787666	45	51.53458543	No	Yes
DS571170	EHI_131240	98413	98468	11	15.98837209	4	7.04721635	29	40.64470918	23	26.33989922	Yes	No
DS571170	EHI_131260	101765	101823	75	109.0116279	11	19.37984496	50	70.07708479	63	72.14841961	Yes	No
DS571171	EHI_073360	14326	14391	483	702.0348837	409	720.5778717	419	587.2459706	434	497.0224462	Yes	No
DS571171	EHI_073550	51410	51467	31	45.05813953	32	56.3777308	16	22.42466713	10	11.4521301	Yes	No
DS571172	EHI_013880	6067	6124	29	42.15116279	8	14.0944327	17	23.82620883	19	21.75904718	Yes	No
DS571172	EHI_013890	7833	7889	34	49.41860465	9	15.85623679	38	53.25858444	42	48.0989464	Yes	No
DS571172	EHI_013960	19979	20025	30	43.60465116	28	49.33051445	9	12.61387526	10	11.4521301	Yes	No
DS571172	EHI_013980	31961	32015	28	40.69767442	33	58.13953488	12	16.81850035	25	28.63032524	Yes	No
DS571172	EHI_014060	46442	46498	103	149.7093023	40	70.4721635	69	96.70637701	93	106.5048099	Yes	No
DS571172	EHI_014060	46659	46783	49	71.22093023	33	58.13953488	56	78.48633497	52	59.5510765	Yes	No
DS571172	EHI_014090	52190	52233	28	40.69767442	10	17.61804087	25	35.0385424	20	22.90426019	Yes	No
DS571172	EHI_014100	53398	53460	22	31.97674419	5	8.809020437	23	32.235459	7	8.016491067	Yes	No
DS571172	EHI_014100	53579	53634	22	31.97674419	6	10.57082452	17	23.82620883	12	13.74255612	Yes	No
DS571172	EHI_014210	78194	78242	20	29.06976744	23	40.52149401	23	32.235459	21	24.0494732	Yes	No
DS571172	NA	78352	78404	6	8.720930233	18	31.71247357	22	30.83391731	22	25.19468621	No	Yes
DS571172	EHI_014220	78782	78837	28	40.69767442	5	8.809020437	40	56.06166783	44	50.38937242	Yes	No
DS571172	EHI_014230	79373	79455	36	52.3255814	63	110.9936575	58	81.28941836	68	77.87448465	Yes	No
DS571172	EHI_014230	79798	79964	70	101.744186	29	51.09231853	62	86.89558514	101	115.666514	Yes	No
DS571173	NA	7899	7947	18	26.1627907	6	10.57082452	19	26.62929222	21	24.0494732	No	Yes
DS571173	EHI_087320	9917	9979	54	78.48837209	43	75.75757576	63	88.29712684	66	75.58405863	Yes	No
DS571173	NA	10024	10121	45	65.40697674	39	68.71035941	60	84.09250175	60	68.71278058	No	Yes
DS571173	EHI_087350	13923	13997	133	193.3139535	188	331.2191684	76	106.5171689	95	108.7952359	Yes	No
DS571173	NA	17354	17409	27	39.24418605	19	33.47427766	52	72.88016819	65	74.43884563	No	Yes
DS571173	EHI_087410	20361	20657	46	66.86046512	51	89.85200846	29	40.64470918	43	49.24415941	Yes	No
DS571173	EHI_087600	40552	40607	12	17.44186047	4	7.04721635	19	26.62929222	24	27.48511223	Yes	No
DS571173	EHI_087610	41885	41934	14	20.34883721	6	10.57082452	6	8.409250175	7	8.016491067	Yes	No
DS571173	EHI_087610	42167	42241	20	29.06976744	21	36.99788584	16	22.42466713	24	27.48511223	Yes	No
DS571173	EHI_087630	44591	44643	47	68.31395349	47	82.80479211	38	53.25858444	38	43.51809437	Yes	No
DS571173	EHI_087720	61166	61339	1155	1678.77907	1080	1902.748414	848	1188.507358	1058	1211.635364	Yes	No
DS571173	EHI_087760	71163	71210	52	75.58139535	22	38.75968992	95	133.1464611	98	112.2308749	Yes	No
DS571173	EHI_087820	83268	83317	16	23.25581395	5	8.809020437	23	32.235459	9	10.30691709	Yes	No
DS571173	EHI_087820	84087	84145	14	20.34883721	6	10.57082452	33	46.25087596	27	30.92075126	Yes	No
DS571173	EHI_087830	85720	85769	56	81.39534884	36	63.42494715	31	43.44779257	40	45.80852038	Yes	No
DS571173	EHI_087860	92539	92594	14	20.34883721	9	15.85623679	12	16.81850035	13	14.88776913	Yes	No
DS571173	EHI_087890	98833	98888	20	29.06976744	6	10.57082452	8	11.21233357	12	13.74255612	Yes	No
DS571174	NA	7995	8047	19	27.61627907	15	26.42706131	19	26.62929222	15	17.17819514	No	Yes
DS571174	EHI_035400	9196	9239	25	36.3372093	31	54.61592671	18	25.22775053	22	25.19468621	Yes	No
DS571174	EHI_035460	21249	21314	5	7.26744186	6	10.57082452	9	12.61387526	21	24.0494732	Yes	No
DS571174	EHI_035470	23711	23766	29	42.15116279	35	61.66314306	28	39.24316748	23	26.33989922	Yes	No
DS571174	NA	26296	26448	34	49.41860465	23	40.52149401	22	30.83391731	21	24.0494732	No	Yes
DS571174	EHI_035510	31941	31998	322	468.0232558	169	297.7448908	349	489.1380519	386	442.0522217	Yes	No
DS571174	EHI_035510	32096	32149	284	412.7906977	183	322.410148	333	466.7133847	341	390.5176363	Yes	No
DS571174	NA	41064	41110	25	36.3372093	27	47.56871036	46	64.47091801	39	44.66330738	No	Yes
DS571174	NA	41426	41486	13	18.89534884	13	22.90345314	16	22.42466713	25	28.63032524	No	Yes
DS571174	EHI_035580	48334	48385	54	78.48837209	59	103.9464412	64	89.69866854	78	89.32661475	Yes	No
DS571174	NA	50947	50999	5	7.26744186	9	15.85623679	7	9.810791871	8	9.161704077	No	Yes
DS571174	EHI_035610	56648	56696	30	43.60465116	48	84.56659619	48	67.2740014	50	57.26065048	Yes	No
DS571174	NA	57045	57143	19	27.61627907	23	40.52149401	39	54.66012614	28	32.06596427	No	Yes
DS571174	EHI_035810	93951	94061	27	39.24418605	10	17.61804087	23	32.235459	22	25.19468621	Yes	No
DS571175	NA	7081	7158	21	30.52325581	7	12.33262861	20	28.03083392	32	36.64681631	No	Yes
DS571175	EHI_176990	7354	7397	21	30.52325581	4	7.04721635	19	26.62929222	26	29.77553825	Yes	No
DS571175	EHI_177010	13295	13343	423	614.8255814	284	500.3523608	225	315.3468816	309	353.87082	Yes	No
DS571175	EHI_177190	27913	27990	335	486.9186047	281	495.0669486	174	243.8682551	181	207.2835547	Yes	No
DS571175	EHI_177330	41874	41929	59	85.75581395	27	47.56871036	29	40.64470918	40	45.80852038	Yes	No
DS571175	EHI_177330	42062	42143	45	65.40697674	17	29.95066949	12	16.81850035	32	36.64681631	Yes	No
DS571175	EHI_177330	42209	42259	40	58.13953488	11	19.37984496	17	23.82620883	33	37.79202932	Yes	No
DS571175	NA	43697	43753	56	81.39534884	40	70.4721635	49	68.6755431	58	66.42235456	No	Yes
DS571175	EHI_177380	48352	48404	143	207.8488372	73	128.6116984	142	199.0189208	188	215.3000458	Yes	No
DS571175	EHI_177390	49646	49697	34	49.41860465	23	40.52149401	41	57.46320953	69	79.01969766	Yes	No
DS571175	EHI_177400	50455	50504	256	372.0930233	201	354.1226216	447	626.4891381	666	762.7118644	Yes	No
DS571175	NA	58606	58651	69	100.2906977	67	118.0408739	44	61.66783462	54	61.84150252	No	Yes
DS571175	EHI_177450	62155	62220	40	58.13953488	43	75.75757576	78	109.3202523	75	85.89097572	Yes	No
DS571175	EHI_177450	62492	62554	8	11.62790698	11	19.37984496	19	26.62929222	28	32.06596427	Yes	No
DS571175	EHI_177490	67405	67564	109	158.4302326	90	158.5623679	52	72.88016819	62	71.0032066	Yes	No
DS571175	EHI_177520	70771	70823	869	1263.081395	641	1129.31642	985	1380.51857	1232	1410.902428	Yes	No
DS571175	EHI_177530	72333	72376	68	98.8372093	33	58.13953488	63	88.29712684	71	81.31012368	Yes	No
DS571175	EHI_177550	75211	75257	36	52.3255814	34	59.90133897	38	53.25858444	47	53.82501145	Yes	No
DS571175	EHI_177550	75528	75574	23	33.43023256	37	65.18675123	47	65.87245971	71	81.31012368	Yes	No
DS571175	EHI_177610	84154	84197	47	68.31395349	38	66.94855532	121	169.5865452	119	136.2803481	Yes	No
DS571175	EHI_177650	91386	91440	106	154.0697674	69	121.564482	93	130.3433777	127	145.4420522	Yes	No
DS571175	EHI_177650	91761	91811	117	170.0581395	82	144.4679352	149	208.8297127	181	207.2835547	Yes	No
DS571176	EHI_051420	15895	15951	25	36.3372093	4	7.04721635	23	32.235459	17	19.46862116	Yes	No
DS571176	EHI_051750	40434	40490	202	293.6046512	217	382.311487	182	255.0805886	211	241.639945	Yes	No
DS571176	EHI_051750	40587	40637	167	242.7325581	193	340.0281889	138	193.412754	172	196.9766377	Yes	No
DS571176	EHI_051820	53338	53391	67	97.38372093	68	119.8026779	16	22.42466713	18	20.61383417	Yes	No
DS571176	EHI_051820	53493	53543	126	183.1395349	152	267.7942213	47	65.87245971	68	77.87448465	Yes	No
DS571176	EHI_051830	57262	57315	25	36.3372093	10	17.61804087	15	21.02312544	20	22.90426019	Yes	No
DS571176	EHI_051830	57902	57958	102	148.255814	29	51.09231853	106	148.5634198	131	150.0229043	Yes	No
DS571177	EHI_167030	64865	64938	209	303.7790698	45	79.28118393	54	75.68325158	54	61.84150252	Yes	No
DS571177	EHI_167030	65063	65112	175	254.3604651	68	119.8026779	39	54.66012614	54	61.84150252	Yes	No
DS571177	EHI_167040	67004	67056	30	43.60465116	35	61.66314306	39	54.66012614	21	24.0494732	Yes	No
DS571177	EHI_167160	85100	85157	29	42.15116279	51	89.85200846	20	28.03083392	21	24.0494732	Yes	No
DS571177	EHI_167160	86533	86580	35	50.87209302	4	7.04721635	32	44.84933427	52	59.5510765	Yes	No
DS571178	EHI_007500	8736	8787	51	74.12790698	60	105.7082452	59	82.69096006	59	67.56756757	Yes	No
DS571178	EHI_007500	9431	9484	60	87.20930233	32	56.3777308	84	117.7295025	116	132.8447091	Yes	No
DS571178	NA	11507	11530	84	122.0930233	132	232.5581395	7	9.810791871	15	17.17819514	No	Yes
DS571178	EHI_007640	15692	15736	75	109.0116279	121	213.1782946	39	54.66012614	69	79.01969766	Yes	No
DS571178	EHI_007900	27574	27630	66	95.93023256	99	174.4186047	44	61.66783462	71	81.31012368	Yes	No
DS571178	EHI_007940	35854	35906	623	905.5232558	675	1189.217759	472	661.5276804	748	856.6193312	Yes	No
DS571178	EHI_007960	39023	39071	41	59.59302326	33	58.13953488	40	56.06166783	52	59.5510765	Yes	No
DS571178	EHI_007960	39194	39237	37	53.77906977	35	61.66314306	62	86.89558514	72	82.45533669	Yes	No
DS571178	EHI_007980	41729	41815	77	111.9186047	90	158.5623679	82	114.9264191	82	93.90746679	Yes	No
DS571178	EHI_007990	43963	44019	12	17.44186047	16	28.1888654	22	30.83391731	17	19.46862116	Yes	No
DS571178	EHI_008040	56020	56064	43	62.5	61	107.4700493	32	44.84933427	67	76.72927164	Yes	No
DS571178	EHI_008050	58853	58897	31	45.05813953	7	12.33262861	33	46.25087596	29	33.21117728	Yes	No
DS571178	EHI_008060	59632	59710	38	55.23255814	35	61.66314306	19	26.62929222	25	28.63032524	Yes	No
DS571178	EHI_008090	66988	67037	109	158.4302326	115	202.60747	130	182.2004205	138	158.0393953	Yes	No
DS571178	EHI_008100	67961	68086	40	58.13953488	21	36.99788584	48	67.2740014	64	73.29363262	Yes	No
DS571178	EHI_008130	74264	74317	288	418.6046512	367	646.5821001	70	98.10791871	68	77.87448465	Yes	No
DS571178	EHI_008210	88354	88555	720	1046.511628	327	576.1099366	524	734.4078486	563	644.7549244	Yes	No
DS571178	EHI_008210	88913	88982	15	21.80232558	5	8.809020437	14	19.62158374	7	8.016491067	Yes	No
DS571178	NA	91326	91405	138	200.5813953	48	84.56659619	224	313.9453399	282	322.9500687	No	Yes
DS571179	EHI_093710	8638	8692	53	77.03488372	35	61.66314306	107	149.9649615	122	139.7159872	Yes	No
DS571179	EHI_093710	8933	8997	66	95.93023256	32	56.3777308	110	154.1695865	127	145.4420522	Yes	No
DS571179	EHI_093710	9286	9350	47	68.31395349	69	121.564482	113	158.3742116	118	135.1351351	Yes	No
DS571179	EHI_093820	26271	26362	144	209.3023256	46	81.04298802	188	263.4898388	267	305.7718736	Yes	No
DS571179	EHI_093930	59204	59253	10	14.53488372	4	7.04721635	21	29.43237561	14	16.03298213	Yes	No
DS571179	EHI_094000	71144	71249	78	113.372093	69	121.564482	146	204.6250876	256	293.1745305	Yes	No
DS571179	EHI_094000	71343	71425	85	123.5465116	65	114.5172657	152	213.0343378	263	301.1910215	Yes	No
DS571180	EHI_118450	14097	14150	23	33.43023256	25	44.04510218	31	43.44779257	33	37.79202932	Yes	No
DS571180	EHI_118460	15062	15116	36	52.3255814	31	54.61592671	69	96.70637701	68	77.87448465	Yes	No
DS571180	EHI_118490	20443	20497	19	27.61627907	20	35.23608175	23	32.235459	15	17.17819514	Yes	No
DS571180	EHI_118700	50434	50482	23	33.43023256	20	35.23608175	20	28.03083392	11	12.59734311	Yes	No
DS571180	EHI_118710	50946	51002	65	94.47674419	118	207.8928823	83	116.3279608	150	171.7819514	Yes	No
DS571180	EHI_118920	91656	91760	244	354.6511628	203	357.6462297	314	440.0840925	376	430.6000916	Yes	No
DS571181	EHI_004200	10658	10712	89	129.3604651	87	153.2769556	70	98.10791871	130	148.8776913	Yes	No
DS571181	EHI_004370	32605	32662	2465	3582.848837	1484	2614.517266	2132	2988.086896	1984	2272.102611	Yes	No
DS571181	EHI_004400	37789	37884	32	46.51162791	33	58.13953488	79	110.721794	95	108.7952359	Yes	No
DS571181	NA	75619	75663	192	279.0697674	179	315.3629316	455	637.7014716	480	549.7022446	No	Yes
DS571181	EHI_004580	75804	75867	130	188.9534884	163	287.1740662	265	371.4085494	248	284.0128264	Yes	No
DS571182	EHI_010390	24295	24340	5	7.26744186	4	7.04721635	11	15.41695865	13	14.88776913	Yes	No
DS571182	EHI_010550	37821	37866	12	17.44186047	4	7.04721635	33	46.25087596	12	13.74255612	Yes	No
DS571182	EHI_010580	45067	45124	15	21.80232558	7	12.33262861	10	14.01541696	16	18.32340815	Yes	No
DS571182	EHI_010580	45242	45315	10	14.53488372	8	14.0944327	19	26.62929222	26	29.77553825	Yes	No
DS571182	EHI_010580	45452	45522	16	23.25581395	15	26.42706131	31	43.44779257	29	33.21117728	Yes	No
DS571182	EHI_010600	47665	47713	51	74.12790698	48	84.56659619	32	44.84933427	42	48.0989464	Yes	No
DS571182	EHI_010690	68370	68448	21	30.52325581	42	73.99577167	33	46.25087596	42	48.0989464	Yes	No
DS571182	EHI_010700	70741	70792	64	93.02325581	86	151.5151515	85	119.1310441	88	100.7787448	Yes	No
DS571182	NA	71774	71827	29	42.15116279	50	88.09020437	53	74.28170988	37	42.37288136	No	Yes
DS571182	EHI_010720	73431	73474	63	91.56976744	14	24.66525722	70	98.10791871	79	90.47182776	Yes	No
DS571182	EHI_010720	73635	73690	65	94.47674419	24	42.2832981	102	142.957253	123	140.8612002	Yes	No
DS571182	EHI_010730	75290	75348	121	175.872093	57	100.422833	170	238.2620883	215	246.2207971	Yes	No
DS571183	EHI_117840	9163	9210	25	36.3372093	17	29.95066949	28	39.24316748	32	36.64681631	Yes	No
DS571183	NA	9429	9480	21	30.52325581	15	26.42706131	28	39.24316748	30	34.35639029	No	Yes
DS571183	EHI_117890	19543	19602	19	27.61627907	18	31.71247357	32	44.84933427	49	56.11543747	Yes	No
DS571183	EHI_117910	22329	22390	24	34.88372093	9	15.85623679	37	51.85704275	45	51.53458543	Yes	No
DS571183	EHI_117920	23012	23065	189	274.7093023	233	410.5003524	244	341.9761738	325	372.1942281	Yes	No
DS571183	EHI_117960	27903	27976	202	293.6046512	273	480.9725159	372	521.3735109	435	498.1676592	Yes	No
DS571183	EHI_117980	31860	31909	11	15.98837209	15	26.42706131	46	64.47091801	54	61.84150252	Yes	No
DS571183	EHI_118040	39347	39407	74	107.5581395	112	197.3220578	64	89.69866854	88	100.7787448	Yes	No
DS571184	EHI_009250	5210	5287	39	56.68604651	40	70.4721635	21	29.43237561	27	30.92075126	Yes	No
DS571184	EHI_009250	6082	6134	36	52.3255814	19	33.47427766	29	40.64470918	26	29.77553825	Yes	No
DS571184	EHI_009380	11865	11909	75	109.0116279	56	98.66102889	114	159.7757533	166	190.1053596	Yes	No
DS571184	EHI_009390	13906	13976	5	7.26744186	5	8.809020437	15	21.02312544	28	32.06596427	Yes	No
DS571184	EHI_009400	16424	16469	7	10.1744186	12	21.14164905	12	16.81850035	16	18.32340815	Yes	No
DS571184	EHI_009405	16737	16783	27	39.24418605	19	33.47427766	39	54.66012614	47	53.82501145	Yes	No
DS571184	EHI_009410	17271	17375	150	218.0232558	23	40.52149401	198	277.5052558	268	306.9170866	Yes	No
DS571184	EHI_009430	20825	20890	20	29.06976744	29	51.09231853	11	15.41695865	12	13.74255612	Yes	No
DS571184	NA	22253	22301	56	81.39534884	15	26.42706131	22	30.83391731	31	35.5016033	No	Yes
DS571184	EHI_009560	48894	48999	40	58.13953488	39	68.71035941	54	75.68325158	53	60.69628951	Yes	No
DS571184	EHI_009630	75660	75715	90	130.8139535	4	7.04721635	98	137.3510862	88	100.7787448	Yes	No
DS571184	EHI_009650	78573	78629	72	104.6511628	68	119.8026779	81	113.5248774	98	112.2308749	Yes	No
DS571184	EHI_009650	78766	78821	114	165.6976744	157	276.6032417	108	151.3665032	142	162.6202474	Yes	No
DS571184	EHI_009650	79398	79450	20	29.06976744	30	52.85412262	28	39.24316748	25	28.63032524	Yes	No
DS571184	EHI_009680	86670	86725	1268	1843.023256	1307	2302.677942	1606	2250.875964	1748	2001.832341	Yes	No
DS571185	NA	60504	60548	84	122.0930233	36	63.42494715	32	44.84933427	66	75.58405863	No	Yes
DS571185	EHI_104680	72263	72321	46	66.86046512	64	112.7554616	39	54.66012614	21	24.0494732	Yes	No
DS571186	EHI_000240	1658	1716	363	527.6162791	75	132.1353066	662	927.8206027	835	956.252863	Yes	No
DS571186	EHI_000250	2936	2985	148	215.1162791	145	255.4615927	231	323.7561317	265	303.4814475	Yes	No
DS571186	NA	4458	4513	44	63.95348837	24	42.2832981	28	39.24316748	35	40.08245534	No	Yes
DS571186	EHI_000450	26089	26145	30	43.60465116	10	17.61804087	62	86.89558514	71	81.31012368	Yes	No
DS571186	EHI_000480	32334	32408	17	24.70930233	4	7.04721635	27	37.84162579	42	48.0989464	Yes	No
DS571186	EHI_000500	34253	34306	6	8.720930233	16	28.1888654	20	28.03083392	16	18.32340815	Yes	No
DS571186	EHI_000580	45390	45445	37	53.77906977	68	119.8026779	28	39.24316748	26	29.77553825	Yes	No
DS571186	EHI_000600	48159	48214	8	11.62790698	7	12.33262861	7	9.810791871	13	14.88776913	Yes	No
DS571186	EHI_000630	51066	51109	7	10.1744186	4	7.04721635	11	15.41695865	12	13.74255612	Yes	No
DS571186	EHI_000640	52203	52248	32	46.51162791	17	29.95066949	47	65.87245971	79	90.47182776	Yes	No
DS571186	EHI_000670	55885	55941	20	29.06976744	27	47.56871036	55	77.08479327	54	61.84150252	Yes	No
DS571186	EHI_000670	56034	56090	18	26.1627907	15	26.42706131	64	89.69866854	40	45.80852038	Yes	No
DS571187	EHI_137750	26312	26367	62	90.11627907	60	105.7082452	49	68.6755431	42	48.0989464	Yes	No
DS571187	EHI_137790	39095	39153	41	59.59302326	108	190.2748414	12	16.81850035	19	21.75904718	Yes	No
DS571187	EHI_137830	46993	47042	14	20.34883721	18	31.71247357	20	28.03083392	29	33.21117728	Yes	No
DS571187	EHI_137860	50152	50200	31	45.05813953	18	31.71247357	28	39.24316748	38	43.51809437	Yes	No
DS571187	EHI_137860	50347	50421	37	53.77906977	39	68.71035941	45	63.06937631	38	43.51809437	Yes	No
DS571187	EHI_137920	59691	59798	102	148.255814	34	59.90133897	178	249.4744219	168	192.3957856	Yes	No
DS571187	EHI_137930	61207	61274	57	82.84883721	56	98.66102889	114	159.7757533	115	131.6994961	Yes	No
DS571187	EHI_137970	72257	72306	214	311.0465116	87	153.2769556	216	302.7330063	258	295.4649565	Yes	No
DS571187	EHI_137980	72796	72869	29	42.15116279	66	116.2790698	67	93.90329362	62	71.0032066	Yes	No
DS571187	EHI_138010	77550	77593	17	24.70930233	7	12.33262861	11	15.41695865	28	32.06596427	Yes	No
DS571187	EHI_138020	78913	78962	65	94.47674419	30	52.85412262	156	218.6405046	179	204.9931287	Yes	No
DS571187	EHI_138020	79234	79280	39	56.68604651	12	21.14164905	138	193.412754	130	148.8776913	Yes	No
DS571187	EHI_138080	87045	87095	149	216.5697674	267	470.4016913	238	333.5669236	240	274.8511223	Yes	No
DS571188	EHI_124310	15264	15310	30	43.60465116	29	51.09231853	40	56.06166783	39	44.66330738	Yes	No
DS571188	EHI_124310	15689	15751	21	30.52325581	27	47.56871036	32	44.84933427	27	30.92075126	Yes	No
DS571188	EHI_124360	21916	21972	54	78.48837209	77	135.6589147	39	54.66012614	52	59.5510765	Yes	No
DS571188	EHI_124440	38136	38181	18	26.1627907	9	15.85623679	30	42.04625088	28	32.06596427	Yes	No
DS571188	EHI_124470	43582	43629	17	24.70930233	9	15.85623679	18	25.22775053	12	13.74255612	Yes	No
DS571188	EHI_124520	58036	58138	966	1404.069767	927	1633.192389	1236	1732.305536	1494	1710.948236	Yes	No
DS571189	EHI_174660	25414	25460	104	151.1627907	75	132.1353066	196	274.7021724	268	306.9170866	Yes	No
DS571189	EHI_174660	25546	25610	110	159.8837209	71	125.0880902	206	288.7175893	249	285.1580394	Yes	No
DS571189	EHI_174670	25904	25948	390	566.8604651	183	322.410148	420	588.6475123	467	534.8144755	Yes	No
DS571189	EHI_174670	26057	26110	496	720.9302326	271	477.4489077	523	733.0063069	667	763.8570774	Yes	No
DS571189	EHI_174890	34055	34116	726	1055.232558	561	988.372093	584	818.5003504	711	814.2464498	Yes	No
DS571189	EHI_174900	34809	34864	22	31.97674419	19	33.47427766	41	57.46320953	55	62.98671553	Yes	No
DS571189	EHI_174910	35666	35717	287	417.1511628	254	447.4982382	807	1131.044149	941	1077.645442	Yes	No
DS571189	EHI_175070	63568	63618	73	106.1046512	73	128.6116984	88	123.3356692	114	130.5542831	Yes	No
DS571189	NA	73329	73378	11	15.98837209	27	47.56871036	11	15.41695865	10	11.4521301	No	Yes
DS571190	NA	1731	1801	13	18.89534884	9	15.85623679	27	37.84162579	31	35.5016033	No	Yes
DS571190	EHI_038540	2421	2470	60	87.20930233	61	107.4700493	80	112.1233357	105	120.247366	Yes	No
DS571190	EHI_038570	7716	7774	471	684.5930233	478	842.1423538	455	637.7014716	527	603.5272561	Yes	No
DS571190	EHI_038590	9025	9080	357	518.8953488	466	821.0007047	456	639.1030133	478	547.4118186	Yes	No
DS571190	EHI_038680	19859	19911	39	56.68604651	29	51.09231853	65	91.10021023	80	91.61704077	Yes	No
DS571190	EHI_038880	39546	39600	206	299.4186047	67	118.0408739	364	510.1611773	427	489.0059551	Yes	No
DS571190	EHI_038950	61521	61576	24	34.88372093	18	31.71247357	33	46.25087596	21	24.0494732	Yes	No
DS571190	NA	66498	66543	39	56.68604651	25	44.04510218	28	39.24316748	32	36.64681631	No	Yes
DS571190	NA	66726	66809	147	213.6627907	98	172.6568006	113	158.3742116	98	112.2308749	No	Yes
DS571190	EHI_038980	69441	69489	10	14.53488372	6	10.57082452	9	12.61387526	11	12.59734311	Yes	No
DS571190	EHI_038980	69569	69619	14	20.34883721	16	28.1888654	14	19.62158374	35	40.08245534	Yes	No
DS571190	EHI_038980	69766	69825	19	27.61627907	19	33.47427766	14	19.62158374	23	26.33989922	Yes	No
DS571190	EHI_039080	81318	81371	15	21.80232558	12	21.14164905	9	12.61387526	14	16.03298213	Yes	No
DS571191	EHI_194075	8007	8082	99	143.8953488	110	193.7984496	135	189.2081289	250	286.3032524	Yes	No
DS571191	EHI_194220	16234	16286	448	651.1627907	462	813.9534884	427	598.4583041	547	626.4315163	Yes	No
DS571191	EHI_194220	16898	16987	477	693.3139535	235	414.0239605	540	756.8325158	685	784.4709116	Yes	No
DS571191	NA	17535	17596	13	18.89534884	7	12.33262861	7	9.810791871	13	14.88776913	No	Yes
DS571191	EHI_194260	19737	19781	35	50.87209302	21	36.99788584	55	77.08479327	31	35.5016033	Yes	No
DS571191	EHI_194280	22635	22692	75	109.0116279	55	96.89922481	82	114.9264191	125	143.1516262	Yes	No
DS571191	EHI_194280	22794	22842	50	72.6744186	52	91.61381254	65	91.10021023	68	77.87448465	Yes	No
DS571191	EHI_194370	37596	37649	74	107.5581395	86	151.5151515	68	95.30483532	55	62.98671553	Yes	No
DS571191	EHI_194380	39132	39179	176	255.8139535	178	313.6011276	73	102.3125438	110	125.9734311	Yes	No
DS571191	EHI_194390	39942	39988	501	728.1976744	414	729.3868922	129	180.7988788	151	172.9271645	Yes	No
DS571191	EHI_194400	40850	40941	240	348.8372093	240	422.832981	191	267.6944639	230	263.3989922	Yes	No
DS571191	EHI_194420	43631	43679	24	34.88372093	30	52.85412262	22	30.83391731	11	12.59734311	Yes	No
DS571191	EHI_194420	43776	43828	27	39.24418605	21	36.99788584	19	26.62929222	9	10.30691709	Yes	No
DS571191	EHI_194440	45310	45361	38	55.23255814	48	84.56659619	53	74.28170988	46	52.67979844	Yes	No
DS571191	EHI_194470	49147	49232	128	186.0465116	42	73.99577167	70	98.10791871	104	119.102153	Yes	No
DS571191	NA	54340	54395	14	20.34883721	21	36.99788584	21	29.43237561	27	30.92075126	No	Yes
DS571192	NA	6623	6678	15	21.80232558	5	8.809020437	12	16.81850035	9	10.30691709	No	Yes
DS571192	EHI_065490	8294	8376	235	341.5697674	85	149.7533474	260	364.4008409	304	348.1447549	Yes	No
DS571192	EHI_065780	59455	59506	532	773.255814	454	799.8590557	476	667.1338472	628	719.19377	Yes	No
DS571192	EHI_065790	59926	60061	134	194.7674419	121	213.1782946	262	367.2039243	290	332.1117728	Yes	No
DS571192	EHI_065840	64855	64907	230	334.3023256	239	421.0711769	287	402.2424667	339	388.2272103	Yes	No
DS571192	EHI_065870	72027	72095	97	140.9883721	83	146.2297393	64	89.69866854	88	100.7787448	Yes	No
DS571193	EHI_134480	23313	23359	91	132.2674419	131	230.7963354	82	114.9264191	118	135.1351351	Yes	No
DS571193	EHI_134480	23741	23788	67	97.38372093	54	95.13742072	87	121.9341275	97	111.0856619	Yes	No
DS571193	EHI_134630	36266	36319	30	43.60465116	8	14.0944327	25	35.0385424	42	48.0989464	Yes	No
DS571193	EHI_134650	39592	39646	39	56.68604651	57	100.422833	27	37.84162579	39	44.66330738	Yes	No
DS571193	EHI_134820	67586	67640	18	26.1627907	22	38.75968992	10	14.01541696	25	28.63032524	Yes	No
DS571194	EHI_021210	3919	4003	26	37.79069767	27	47.56871036	25	35.0385424	26	29.77553825	Yes	No
DS571194	EHI_021230	7812	7890	54	78.48837209	25	44.04510218	89	124.7372109	74	84.74576271	Yes	No
DS571194	NA	35750	35803	93	135.1744186	57	100.422833	63	88.29712684	68	77.87448465	No	Yes
DS571194	EHI_021340	36741	36784	418	607.5581395	164	288.9358703	482	675.5430974	532	609.2533211	Yes	No
DS571194	NA	63919	64048	12	17.44186047	4	7.04721635	7	9.810791871	16	18.32340815	No	Yes
DS571195	EHI_004770	14005	14091	87	126.4534884	61	107.4700493	118	165.3819201	110	125.9734311	Yes	No
DS571195	EHI_004780	14688	14743	62	90.11627907	10	17.61804087	35	49.05395936	43	49.24415941	Yes	No
DS571195	EHI_004790	16571	16625	87	126.4534884	58	102.1846371	165	231.2543798	186	213.0096198	Yes	No
DS571195	EHI_004850	26386	26430	28	40.69767442	24	42.2832981	64	89.69866854	66	75.58405863	Yes	No
DS571195	EHI_004855	28282	28345	18	26.1627907	28	49.33051445	17	23.82620883	10	11.4521301	Yes	No
DS571195	EHI_004860	29045	29133	260	377.9069767	227	399.9295278	305	427.4702172	404	462.6660559	Yes	No
DS571195	EHI_004980	46756	46841	77	111.9186047	97	170.8949965	61	85.49404345	67	76.72927164	Yes	No
