scaffold_number	intron_start	intron_end	orf_rep1_reads(u)	orf_rep1_reads(m)	orf_rep2_reads(u)	orf_rep2_reads(m)
DS571219	25951	25994	34	0	17	0
DS571219	34487	34554	37	0	32	0
DS571219	36095	36141	75	0	73	0
DS571219	42107	42172	398	0	361	0
DS571219	42127	42172	1	0	2	0
DS571219	44001	44323	7	0	8	0
DS571219	44247	44323	3	0	4	0
DS571219	60451	60512	8	0	11	0
DS571220	9692	9741	1	0	1	0
DS571220	19055	19101	34	0	4	0
DS571220	19866	19935	57	0	91	0
DS571220	25280	25558	27	0	37	0
DS571220	28976	29040	62	0	57	0
DS571220	33698	33758	5	0	7	0
DS571220	43919	43971	349	0	548	0
DS571220	46087	46130	3	0	1	0
DS571221	8406	8459	30	0	48	0
DS571221	17576	17634	26	0	9	0
DS571221	20622	20687	4	0	10	0
DS571221	54806	54865	67	0	59	0
DS571221	55010	55066	52	0	44	0
DS571222	12964	13019	140	0	34	0
DS571222	14823	14886	7	0	5	0
DS571222	19960	20012	39	0	48	0
DS571222	21133	21186	25	0	3	0
DS571222	24042	24158	451	0	485	0
DS571222	36442	36501	9	0	16	0
DS571222	36452	36501	712	0	753	0
DS571222	36748	36794	567	0	442	0
DS571222	38325	38378	16	0	27	0
DS571222	40731	40808	1	0	4	0
DS571222	45270	45351	11	0	4	0
DS571222	47330	47387	71	0	14	0
DS571222	53317	53416	2	0	1	0
DS571223	6216	6273	225	0	128	0
DS571223	6434	6495	2	0	6	0
DS571223	6434	6559	161	0	94	0
DS571223	6434	6563	1	0	2	0
DS571223	14535	14600	254	0	297	0
DS571223	16587	16636	22	0	31	0
DS571223	16816	16871	1	0	3	0
DS571223	16816	16874	1	0	1	0
DS571223	17266	17329	13	0	15	0
DS571223	17855	17900	187	0	37	0
DS571223	30432	30477	2	0	1	0
DS571223	30432	30491	25	0	16	0
DS571223	37149	37196	15	0	34	0
DS571223	50433	50484	5	0	2	0
DS571223	50592	50643	13	0	2	0
DS571224	16026	16073	18	0	15	0
DS571224	17087	17135	1	0	4	0
DS571224	17087	17155	310	0	361	0
DS571224	17493	17544	238	0	89	0
DS571224	17497	17544	2	0	1	0
DS571224	19864	19909	5	0	1	0
DS571224	19864	19913	60	0	30	0
DS571224	19864	19936	3227	0	2072	0
DS571224	33583	33643	3	0	1	0
DS571224	49046	49093	6	0	2	0
DS571224	51315	51404	103	0	5	0
DS571224	53921	53970	127	0	144	0
DS571225	7734	7801	21	0	18	0
DS571225	13743	13802	3	0	2	0
DS571225	16570	16642	2	0	1	0
DS571225	16598	16642	75	0	68	0
DS571225	36129	36175	150	0	23	0
DS571225	36482	36550	95	0	41	0
DS571225	50468	50516	169	0	62	0
DS571226	14084	14133	1	0	1	0
DS571226	14226	14290	16	0	8	0
DS571226	15124	15176	205	0	107	0
DS571226	27278	27365	420	0	245	0
DS571226	27440	27559	1	0	1	0
DS571226	27467	27559	260	0	182	0
DS571226	27467	27563	5	0	1	0
DS571226	28961	29010	131	0	55	0
DS571226	29838	29891	45	0	47	0
DS571226	31308	31363	28	0	1	0
DS571227	7273	7341	162	0	111	0
DS571227	7814	7895	351	0	159	0
DS571227	12380	12448	21	0	36	0
DS571227	13001	13078	3	0	1	0
DS571227	13005	13078	576	0	296	0
DS571227	16516	16571	155	0	156	0
DS571227	22831	22889	99	0	105	0
DS571227	22986	23046	107	0	119	0
DS571227	23488	23550	206	0	224	0
DS571227	26191	26232	22	0	7	0
DS571227	27431	27482	23	0	8	0
DS571227	34575	34665	2	0	1	0
DS571227	40412	40475	3	0	6	0
DS571227	40635	40714	21	0	5	0
DS571227	42008	42053	63	0	92	0
DS571227	44772	44822	6	0	7	0
DS571227	52588	52731	18	0	8	0
DS571227	53187	54006	10	0	4	0
DS571227	53344	53400	127	0	156	0
DS571227	53495	53595	209	0	236	0
DS571227	53495	53613	1	0	1	0
DS571227	54108	54249	9	0	4	0
DS571227	55638	55689	11	0	13	0
DS571228	15494	15564	7	0	10	0
DS571228	16800	16944	88	0	14	0
DS571228	19507	19582	18	0	6	0
DS571228	34573	34620	3	0	4	0
DS571228	35118	35138	4	0	1	0
DS571228	38377	38449	1	0	1	0
DS571228	46132	46181	3	0	1	0
DS571228	46136	46181	622	0	644	0
DS571228	46803	46858	14	0	2	0
DS571228	49986	50051	9	0	3	0
DS571229	11600	11659	21	0	17	0
DS571229	12458	12527	23	0	6	0
DS571229	16938	16981	1	0	2	0
DS571229	16938	16987	263	0	325	0
DS571229	21627	21653	5	0	5	0
DS571229	24895	24955	2	0	1	0
DS571229	33037	33095	91	0	104	0
DS571229	33847	33894	68	0	18	0
DS571230	9667	9708	2	0	19	0
DS571230	11963	12011	2	0	4	0
DS571230	13079	13137	74	0	5	0
DS571230	24475	24535	54	0	77	0
DS571230	29520	29565	191	0	230	0
DS571230	29762	29833	4	0	2	0
DS571230	29780	29833	409	0	256	0
DS571230	31366	31416	52	0	61	0
DS571230	43145	43193	38	0	45	0
DS571230	47531	47595	1	0	2	0
DS571230	50325	50383	41	0	67	0
DS571230	54391	54461	4	0	3	0
DS571231	17398	17481	26	0	1	0
DS571231	18402	18517	1	0	2	0
DS571231	33376	33423	3	0	3	0
DS571231	33794	33985	4	0	5	0
DS571231	33869	33970	2	0	2	0
DS571231	33971	34024	2	0	1	0
DS571231	36485	36534	12	0	11	0
DS571231	42360	42496	74	0	77	0
DS571231	51003	51058	70	0	63	0
DS571231	51479	51535	123	0	69	0
DS571231	51672	51731	4	0	2	0
DS571232	10038	10085	3	0	2	0
DS571232	16956	17002	76	0	24	0
DS571232	33501	33555	87	0	29	0
DS571232	39164	39215	54	0	22	0
DS571232	40262	40379	51	0	26	0
DS571232	41687	41789	23	0	19	0
DS571232	49232	49294	63	0	27	0
DS571232	54091	54129	2	0	1	0
DS571232	54280	54339	1	0	1	0
DS571233	3857	3909	1	0	1	0
DS571233	9715	9763	46	0	38	0
DS571233	12200	12255	6	0	7	0
DS571233	22806	22857	2	0	2	0
DS571233	23001	23062	3	0	1	0
DS571233	23867	23913	42	0	44	0
DS571233	29439	29493	54	0	15	0
DS571233	31196	31368	26	0	22	0
DS571233	33471	33528	2	0	3	0
DS571233	33475	33528	120	0	99	0
DS571233	36325	36381	1	0	1	0
DS571233	37721	37831	90	0	85	0
DS571233	38043	38088	135	0	81	0
DS571233	38717	38785	115	0	105	0
DS571233	41043	41117	8	0	9	0
DS571233	41043	41156	2	0	2	0
DS571234	30734	30777	8	0	11	0
DS571234	33322	33366	1	0	3	0
DS571234	33322	33411	3	0	2	0
DS571234	33367	33411	12	0	19	0
DS571234	33412	33456	20	0	13	0
DS571234	33478	33522	8	0	9	0
DS571234	33502	33522	4	0	2	0
DS571234	35649	36188	1	0	1	0
DS571234	36666	36689	45	0	2	0
DS571234	48440	48501	2	0	3	0
DS571235	6350	6447	1	0	2	0
DS571235	12990	13048	14	0	2	0
DS571235	25194	25248	22	0	14	0
DS571235	28935	28984	35	0	6	0
DS571235	31777	31909	17	0	26	0
DS571235	32896	32948	22	0	29	0
DS571235	35358	35405	2	0	1	0
DS571235	43902	43960	152	0	166	0
DS571235	44434	44493	12	0	34	0
DS571235	45538	45589	17	0	7	0
DS571235	45942	46005	46	0	6	0
DS571235	48691	48746	63	0	50	0
DS571235	51160	51220	17	0	3	0
DS571235	51295	51347	26	0	4	0
DS571236	21369	21420	54	0	89	0
DS571236	22688	22739	18	0	12	0
DS571237	12047	12100	2	0	3	0
DS571237	12955	13006	18	0	3	0
DS571237	14526	14592	69	0	58	0
DS571237	21658	21725	78	0	9	0
DS571237	53195	53244	11	0	17	0
DS571238	4462	4521	8	0	1	0
DS571238	10021	10067	8	0	1	0
DS571238	15874	15934	4	0	2	0
DS571238	16769	16824	4	0	4	0
DS571238	16957	17007	173	0	125	0
DS571238	21451	21515	122	0	125	0
DS571238	34333	34382	44	0	34	0
DS571238	35550	35598	19	0	11	0
DS571238	43562	43618	3	0	3	0
DS571239	2570	2637	2	0	2	0
DS571239	2570	2671	535	0	254	0
DS571239	2570	2686	1	0	1	0
DS571239	2921	3044	295	0	218	0
DS571239	3551	3608	173	0	241	0
DS571239	13796	13842	125	0	176	0
DS571239	49006	49067	1	0	1	0
DS571239	49018	49067	186	0	55	0
DS571240	19018	19078	17	0	6	0
DS571240	19809	19862	5	0	3	0
DS571240	19809	19867	32	0	26	0
DS571240	21423	21470	97	0	32	0
DS571240	26297	26348	3	0	3	0
DS571240	34861	34898	1	0	1	0
DS571240	36752	36991	2	0	4	0
DS571240	36872	36991	2	0	1	0
DS571240	41599	41648	21	0	21	0
DS571240	41809	41859	19	0	20	0
DS571240	41986	42043	5	0	11	0
DS571241	6783	6834	26	0	23	0
DS571241	7696	7935	1	0	1	0
DS571241	7747	7828	15	0	12	0
DS571241	9862	9919	3	0	1	0
DS571241	11044	11103	45	0	57	0
DS571241	32365	32420	22	0	9	0
DS571241	34956	35010	6	0	23	0
DS571241	36207	36254	114	0	25	0
DS571241	41879	41941	7	0	5	0
DS571242	13021	13083	29	0	40	0
DS571242	13799	13849	26	0	8	0
DS571242	13799	13883	3	0	1	0
DS571242	13939	13986	43	0	19	0
DS571242	17031	17084	39	0	34	0
DS571242	18374	18453	4	0	5	0
DS571242	21460	21516	3	0	6	0
DS571242	36657	36725	28	0	51	0
DS571242	37998	38041	2	0	2	0
DS571242	38862	38912	15	0	2	0
DS571242	43607	43668	8	0	9	0
DS571242	45665	45802	49	0	12	0
DS571242	46030	46077	192	0	56	0
DS571242	47762	47820	94	0	99	0
DS571242	47943	47993	59	0	79	0
DS571243	4356	4420	22	0	26	0
DS571243	6295	6345	27	0	12	0
DS571243	7384	7468	79	0	19	0
DS571243	8658	8748	4	0	2	0
DS571243	9222	9277	38	0	76	0
DS571243	9889	9966	1	0	1	0
DS571243	9916	9966	103	0	94	0
DS571243	10029	10075	90	0	72	0
DS571243	14031	14081	4	0	8	0
DS571243	14168	14229	14	0	19	0
DS571243	36310	36368	43	0	53	0
DS571243	50098	50151	40	0	23	0
DS571243	50293	50340	28	0	35	0
DS571243	50611	50661	31	0	40	0
DS571244	38443	38496	3	0	2	0
DS571244	38443	38501	107	0	100	0
DS571244	41968	42100	1584	0	1778	0
DS571244	45365	45480	60	0	69	0
DS571245	10911	10959	35	0	29	0
DS571245	11164	11211	10	0	16	0
DS571245	31781	31833	2	0	1	0
DS571245	32074	32120	3	0	1	0
DS571245	32635	32692	28	0	5	0
DS571245	36245	36410	4	0	3	0
DS571246	8999	9051	4	0	6	0
DS571246	9910	9971	541	0	654	0
DS571246	16787	16841	82	0	106	0
DS571246	17251	17310	100	0	81	0
DS571246	18026	18073	2	0	1	0
DS571246	32010	32036	1	0	3	0
DS571246	33935	33983	78	0	109	0
DS571246	41921	41985	22	0	20	0
DS571247	12546	12657	2	0	1	0
DS571247	19969	20027	113	0	91	0
DS571247	20728	20836	41	0	6	0
DS571247	23643	23718	203	0	67	0
DS571247	24239	24285	6	0	7	0
DS571247	24239	24312	2	0	1	0
DS571247	32871	32965	14	0	10	0
DS571247	32871	32970	256	0	240	0
DS571248	14743	14819	13	0	7	0
DS571248	16094	16150	4	0	9	0
DS571248	16400	16441	10	0	8	0
DS571248	26726	26780	22	0	23	0
DS571248	31147	31242	999	0	1285	0
DS571248	31160	31242	4	0	6	0
DS571248	31191	31242	11	0	7	0
DS571249	9002	9065	3	0	2	0
DS571249	9093	9140	5	0	1	0
DS571249	9652	9707	9	0	4	0
DS571249	35031	35087	14	0	5	0
DS571249	40025	40065	73	0	73	0
DS571249	48318	48387	8	0	8	0
DS571250	22021	22047	1	0	2	0
DS571250	29841	29909	6	0	1	0
DS571250	30078	30135	21	0	1	0
DS571250	37547	37606	152	0	225	0
DS571250	41228	41286	30	0	15	0
DS571250	41999	42025	2	0	2	0
DS571250	48077	48138	1010	0	1128	0
DS571251	6515	6561	3	0	2	0
DS571251	9573	9727	1	0	1	0
DS571251	34034	34091	11	0	7	0
DS571251	34314	34389	2	0	1	0
DS571252	27647	27743	1	0	2	0
DS571252	27653	27743	1	0	1	0
DS571252	32095	32141	19	0	18	0
DS571252	35700	35810	3	0	1	0
DS571252	35700	36077	7	0	6	0
DS571252	35712	36072	2	0	2	0
DS571252	36155	36197	4	0	6	0
DS571253	1290	1341	12	0	1	0
DS571253	5325	5399	33	0	30	0
DS571253	5958	6016	18	0	21	0
DS571253	6135	6178	14	0	24	0
DS571253	20694	20750	57	0	49	0
DS571253	39350	39398	4	0	1	0
DS571253	40554	40614	99	0	125	0
DS571253	48747	48797	2	0	1	0
DS571254	2266	2323	242	0	311	0
DS571254	5773	5830	147	0	4	0
DS571254	13319	13372	869	0	1260	0
DS571254	22218	22295	17	0	2	0
DS571254	22823	22878	372	0	404	0
DS571254	27877	27928	10	0	9	0
DS571254	32410	32458	5	0	2	0
DS571254	37666	37712	56	0	11	0
DS571255	18762	18823	50	0	43	0
DS571255	19387	19445	76	0	80	0
DS571255	27809	27865	15	0	9	0
DS571255	28638	28687	6	0	9	0
DS571256	16973	17031	639	0	906	0
DS571256	22242	22311	132	0	68	0
DS571256	30372	30425	6	0	3	0
DS571256	31075	31126	14	0	12	0
DS571256	32964	32990	1	0	4	0
DS571256	33681	33742	7	0	5	0
DS571256	33734	33791	3	0	1	0
DS571256	34937	35002	30	0	14	0
DS571256	35311	35358	18	0	21	0
DS571256	35732	35797	188	0	200	0
DS571256	35951	36009	39	0	40	0
DS571256	38003	38055	7	0	1	0
DS571257	5168	5221	41	0	8	0
DS571257	5395	5485	53	0	14	0
DS571257	5607	5673	73	0	14	0
DS571257	14864	14927	79	0	74	0
DS571257	22678	22725	1	0	2	0
DS571257	23759	23788	4	0	1	0
DS571257	24381	24428	1	0	1	0
DS571257	24428	24455	1	0	1	0
DS571257	27007	27058	14	0	5	0
DS571257	27141	27192	9	0	6	0
DS571257	29878	29938	3	0	6	0
DS571257	37648	37712	2	0	2	0
DS571257	37661	37712	3	0	1	0
DS571257	42461	42532	45	0	42	0
DS571258	33865	33920	7	0	9	0
DS571259	2155	2211	57	0	34	0
DS571259	18488	18540	42	0	45	0
DS571259	33098	33147	104	0	106	0
DS571259	33289	33345	53	0	72	0
DS571259	39707	39757	61	0	55	0
DS571259	40777	40796	5	0	3	0
DS571260	16034	16089	5	0	5	0
DS571260	16218	16278	6	0	8	0
DS571260	16524	16572	1	0	1	0
DS571260	17866	18089	8	0	6	0
DS571260	17978	18089	5	0	1	0
DS571260	18217	18282	15	0	4	0
DS571260	27476	27518	6	0	4	0
DS571260	27702	27746	5	0	3	0
DS571260	28448	28576	19	0	23	0
DS571260	29162	29237	53	0	47	0
DS571260	33765	33877	57	0	4	0
DS571260	37291	37349	10	0	14	0
DS571260	37901	38086	283	0	117	0
DS571260	38727	38787	163	0	37	0
DS571260	41166	41223	40	0	26	0
DS571260	42286	42338	10	0	10	0
DS571261	19772	19823	16	0	2	0
DS571261	22417	22488	4	0	1	0
DS571261	28005	28051	34	0	15	0
DS571261	31611	31666	10	0	9	0
DS571261	33249	33310	59	0	79	0
DS571261	44319	44393	363	0	343	0
DS571261	46021	46064	13	0	32	0
DS571262	13672	13741	89	0	121	0
DS571262	19106	19244	4	0	3	0
DS571263	1088	1136	13	0	14	0
DS571263	2893	2973	4	0	3	0
DS571263	9171	9230	12	0	5	0
DS571263	9739	9792	20	0	67	0
DS571263	9929	9974	67	0	74	0
DS571263	17099	17167	20	0	1	0
DS571263	21420	21464	15	0	10	0
DS571263	21836	21899	58	0	53	0
DS571263	22505	22550	142	0	111	0
DS571263	33365	33433	68	0	71	0
DS571263	33499	33549	56	0	69	0
DS571264	4824	4883	121	0	77	0
DS571264	4977	5052	16	0	8	0
DS571264	17252	17305	136	0	141	0
DS571264	17566	17619	51	0	85	0
DS571264	37248	37318	11	0	18	0
DS571264	39953	40055	64	0	33	0
DS571264	40107	40194	17	0	15	0
DS571265	17423	17489	1	0	1	0
DS571265	17569	17642	4	0	2	0
DS571265	19459	19556	25	0	9	0
DS571265	20140	20203	12	0	11	0
DS571265	20483	20531	6	0	10	0
DS571265	20702	20766	10	0	16	0
DS571265	25571	25617	9	0	8	0
DS571265	31080	31229	1	0	1	0
DS571265	31701	31775	1	0	1	0
DS571265	36796	36844	52	0	32	0
DS571266	8292	8399	8	0	1	0
DS571266	15685	15744	52	0	114	0
DS571266	21408	21464	13	0	7	0
DS571266	25845	25899	445	0	474	0
DS571266	30659	30725	77	0	115	0
DS571266	31106	31157	96	0	110	0
DS571267	14228	14315	3	0	4	0
DS571267	29237	29294	46	0	42	0
DS571267	29681	29728	60	0	25	0
DS571267	35792	36271	1	0	2	0
DS571267	37517	37561	43	0	11	0
DS571268	14027	14081	4	0	9	0
DS571268	18920	19050	3	0	3	0
DS571268	25081	25225	2	0	4	0
DS571268	25081	25228	1	0	1	0
DS571268	38222	38274	3	0	6	0
DS571268	38225	38274	148	0	114	0
DS571268	44878	44934	76	0	61	0
DS571269	18210	18263	16	0	16	0
DS571269	18210	18276	1	0	1	0
DS571270	1923	1968	64	0	81	0
DS571270	12708	12762	13	0	16	0
DS571270	21751	21801	118	0	61	0
DS571270	31042	31094	200	0	201	0
DS571270	31567	31617	3	0	1	0
DS571270	32551	32615	180	0	146	0
DS571270	39086	39157	13	0	3	0
DS571270	41387	41433	32	0	20	0
DS571271	15233	15288	13	0	12	0
DS571271	22998	23069	24	0	16	0
DS571271	34620	34689	3	0	1	0
DS571271	41430	41495	1	0	3	0
DS571272	14631	14688	1	0	2	0
DS571272	15575	15621	136	0	90	0
DS571272	16582	16628	42	0	4	0
DS571272	16944	17012	37	0	3	0
DS571272	19131	19186	1	0	1	0
DS571272	19137	19186	17	0	26	0
DS571272	21321	21376	6	0	9	0
DS571272	31813	31860	265	0	221	0
DS571272	32259	32314	19	0	14	0
DS571272	42496	42550	8	0	3	0
DS571272	43730	43803	1	0	1	0
DS571273	14299	14353	8	0	2	0
DS571273	20163	20215	29	0	22	0
DS571273	20337	20386	10	0	9	0
DS571273	30177	30222	94	0	19	0
DS571273	33731	34002	41	0	30	0
DS571273	33950	34002	7	0	10	0
DS571273	38166	38212	30	0	18	0
DS571275	9430	9478	33	0	56	0
DS571275	12722	12771	240	0	179	0
DS571275	13051	13108	265	0	319	0
DS571275	13051	13142	2	0	2	0
DS571275	18301	18352	59	0	65	0
DS571275	20276	20337	356	0	168	0
DS571275	22384	22427	6	0	5	0
DS571275	26188	26247	99	0	116	0
DS571275	29103	29150	33	0	51	0
DS571275	30809	30866	30	0	14	0
DS571276	4026	4074	35	0	26	0
DS571276	5616	5663	2	0	7	0
DS571276	14392	14694	11	0	8	0
DS571276	32395	32469	63	0	22	0
DS571276	33386	33436	208	0	195	0
DS571276	33386	33439	2	0	5	0
DS571276	33567	33627	203	0	152	0
DS571276	34920	35159	165	0	59	0
DS571276	35244	35324	7	0	1	0
DS571276	35244	35357	173	0	62	0
DS571277	25521	25579	1	0	1	0
DS571277	25758	25814	38	0	29	0
DS571277	26181	26231	36	0	33	0
DS571277	26366	26418	30	0	33	0
DS571277	38786	38891	1	0	1	0
DS571277	41346	41484	52	0	63	0
DS571278	18787	18860	8	0	7	0
DS571278	28816	28868	5	0	9	0
DS571278	29140	29192	13	0	19	0
DS571278	29470	29544	16	0	5	0
DS571278	29640	29692	11	0	3	0
DS571278	30017	30095	1	0	3	0
DS571278	31774	31819	3	0	9	0
DS571278	33129	33181	31	0	38	0
DS571278	33947	33991	97	0	75	0
DS571278	34147	34229	84	0	65	0
DS571279	803	851	78	0	46	0
DS571279	803	878	1	0	1	0
DS571279	3649	3694	182	0	238	0
DS571279	10143	10190	23	0	12	0
DS571279	24492	24547	4	0	2	0
DS571279	24492	24552	3	0	8	0
DS571279	33622	33675	179	0	52	0
DS571279	35653	35708	4	0	5	0
DS571279	42370	42427	12	0	6	0
DS571280	15419	15553	1	0	1	0
DS571280	20399	20452	27	0	11	0
DS571280	21566	21628	26	0	43	0
DS571280	24507	24578	10	0	8	0
DS571280	28506	28552	13	0	7	0
DS571281	6112	6161	122	0	112	0
DS571281	6112	6170	6	0	3	0
DS571281	25453	25500	14	0	4	0
DS571281	25456	25500	2	0	1	0
DS571281	26061	26132	46	0	73	0
DS571281	26063	26112	2	0	1	0
DS571282	12682	12729	115	0	55	0
DS571282	26325	26406	22	0	4	0
DS571282	26459	26516	9	0	6	0
DS571283	1513	1575	123	0	138	0
DS571283	3138	3189	9	0	6	0
DS571283	3146	3189	521	0	283	0
DS571283	3357	3407	212	0	118	0
DS571283	14955	15036	2	0	1	0
DS571284	14889	14935	29	0	42	0
DS571284	15614	15658	19	0	8	0
DS571284	15787	15839	18	0	7	0
DS571284	16110	16161	12	0	2	0
DS571284	16207	16261	18	0	2	0
DS571284	31687	31763	2	0	2	0
DS571284	31687	31793	7	0	2	0
DS571284	31765	31821	14	0	21	0
DS571284	31765	31823	12	0	4	0
DS571285	9849	9932	1	0	7	0
DS571285	18194	18272	4	0	3	0
DS571286	12380	12529	1	0	2	0
DS571286	26182	26237	32	0	46	0
DS571286	30268	30319	3217	0	4474	0
DS571286	30838	30889	6	0	14	0
DS571286	30838	30897	218	0	212	0
DS571286	31529	31576	4	0	5	0
DS571286	31851	31901	1	0	4	0
DS571286	32063	32139	1	0	1	0
DS571286	32626	32859	756	0	648	0
DS571287	10231	10353	6	0	7	0
DS571287	12390	12438	57	0	54	0
DS571287	12925	13099	99	0	35	0
DS571287	13244	13396	127	0	36	0
DS571287	27966	28023	1	0	1	0
DS571287	29482	29526	2	0	2	0
DS571287	30216	30274	3	0	2	0
DS571287	31127	31198	7	0	6	0
DS571287	31152	31198	341	0	517	0
DS571287	32445	32494	3	0	2	0
DS571287	37291	37380	17	0	3	0
DS571288	16820	16884	5	0	5	0
DS571288	18057	18261	5	0	1	0
DS571289	24534	24580	21	0	23	0
DS571289	25281	25347	20	0	4	0
DS571290	26463	26510	13	0	11	0
DS571291	3787	3838	2	0	4	0
DS571291	9911	9969	4	0	1	0
DS571291	10327	10385	48	0	67	0
DS571291	10844	10898	26	0	17	0
DS571291	12614	12685	1	0	2	0
DS571291	15559	15610	6	0	1	0
DS571291	15559	15613	43	0	8	0
DS571291	25194	25252	79	0	59	0
DS571291	26088	26142	3	0	4	0
DS571292	15607	15668	54	0	72	0
DS571292	17223	17280	3	0	1	0
DS571292	17836	17886	2	0	5	0
DS571292	20247	20299	21	0	25	0
DS571292	21086	21130	11	0	4	0
DS571292	21320	21382	8	0	2	0
DS571292	21473	21524	15	0	2	0
DS571292	21624	21673	28	0	7	0
DS571292	24075	24124	52	0	72	0
DS571292	25001	25051	28	0	29	0
DS571292	36252	36380	1	0	2	0
DS571293	9183	9227	8	0	8	0
DS571293	17366	17432	22	0	7	0
DS571293	17875	17924	12	0	8	0
DS571293	18452	18535	17	0	27	0
DS571293	18841	18900	1	0	1	0
DS571293	18845	18900	32	0	29	0
DS571293	20434	20497	16	0	1	0
DS571293	32550	32628	223	0	261	0
DS571294	4507	4594	1	0	2	0
DS571294	4507	4646	2420	0	1611	0
DS571294	7797	7844	91	0	85	0
DS571294	7992	8040	4	0	2	0
DS571294	7998	8040	400	0	367	0
DS571294	12714	12765	24	0	37	0
DS571294	13533	13584	148	0	193	0
DS571294	13808	13859	134	0	111	0
DS571294	16520	16605	1	0	1	0
DS571295	23462	23511	201	0	95	0
DS571295	23462	23514	1	0	1	0
DS571295	23566	23608	261	0	134	0
DS571295	23979	24027	240	0	275	0
DS571295	28579	28632	21	0	25	0
DS571295	36259	36308	91	0	31	0
DS571296	3232	3278	7	0	2	0
DS571296	4782	4836	2	0	1	0
DS571296	6615	6773	2	0	3	0
DS571296	10177	10502	227	0	66	0
DS571296	15659	15846	166	0	40	0
DS571296	15927	15983	138	0	36	0
DS571296	16839	16921	198	0	251	0
DS571296	25257	25331	29	0	10	0
DS571296	27060	27105	52	0	69	0
DS571297	8107	8155	1	0	2	0
DS571297	14490	14539	34	0	48	0
DS571297	18051	18112	45	0	83	0
DS571297	22678	22739	3	0	2	0
DS571297	22678	22761	57	0	40	0
DS571297	24782	24977	59	0	19	0
DS571297	35472	35530	81	0	74	0
DS571298	34905	34948	53	0	84	0
DS571299	14602	14669	224	0	235	0
DS571299	25390	25461	54	0	47	0
DS571299	26269	26330	38	0	12	0
DS571299	26712	26782	1	0	1	0
DS571299	33822	33873	31	0	64	0
DS571299	36227	36301	110	0	96	0
DS571299	36254	36301	13	0	15	0
DS571299	36400	36457	120	0	120	0
DS571300	7503	7554	182	0	163	0
DS571301	3166	3224	14	0	9	0
DS571301	23162	23205	23	0	10	0
DS571301	24986	25037	72	0	58	0
DS571301	25114	25177	33	0	44	0
DS571301	32022	32098	1	0	10	0
DS571302	424	475	9	0	15	0
DS571302	20993	21071	19	0	14	0
DS571302	22597	22655	12	0	7	0
DS571302	22918	22963	17	0	9	0
DS571302	33842	33892	63	0	28	0
DS571303	14262	14337	72	0	50	0
DS571303	17760	17828	28	0	28	0
DS571303	17777	17828	1	0	1	0
DS571303	17882	17943	31	0	28	0
DS571303	19638	19692	75	0	83	0
DS571303	19856	19912	52	0	71	0
DS571303	20033	20092	11	0	21	0
DS571303	30966	31050	5	0	1	0
DS571303	32338	32396	37	0	53	0
DS571304	16883	16926	1	0	2	0
DS571304	21859	21918	546	0	247	0
DS571304	23601	23651	9	0	11	0
DS571304	25409	25489	3	0	2	0
DS571304	25591	25708	5	0	3	0
DS571304	31362	31413	81	0	70	0
DS571305	6681	6734	17	0	26	0
DS571305	7085	7134	19	0	19	0
DS571305	9101	9144	50	0	14	0
DS571305	9396	9463	2	0	1	0
DS571305	9396	9480	32	0	6	0
DS571305	11243	11326	22	0	34	0
DS571305	12274	12326	13	0	1	0
DS571306	7300	7355	2	0	2	0
DS571306	15136	15196	4	0	1	0
DS571306	27946	28006	29	0	31	0
DS571307	4619	4692	3	0	9	0
DS571307	8368	8416	7	0	5	0
DS571307	9442	9488	63	0	47	0
DS571307	9605	9650	50	0	59	0
DS571307	11310	11366	231	0	161	0
DS571307	28669	28722	64	0	65	0
DS571307	29004	29055	56	0	29	0
DS571307	35078	35121	108	0	17	0
DS571309	5703	5753	10	0	11	0
DS571309	8789	8838	1	0	1	0
DS571309	11145	11190	1	0	2	0
DS571309	11366	11468	136	0	92	0
DS571309	11377	11468	8	0	4	0
DS571309	21153	21214	19	0	4	0
DS571309	27275	27328	1	0	2	0
DS571309	28065	28116	11	0	3	0
DS571310	1530	1582	108	0	172	0
DS571310	8961	9020	126	0	136	0
DS571311	13810	13876	87	0	128	0
DS571311	14365	14426	76	0	39	0
DS571312	7669	7725	89	0	104	0
DS571312	9529	9580	3	0	1	0
DS571312	14999	15032	11	0	6	0
DS571312	17325	17351	3	0	2	0
DS571313	7623	7684	346	0	197	0
DS571313	8313	8369	221	0	71	0
DS571313	9128	9185	92	0	54	0
DS571313	9544	9604	2	0	2	0
DS571313	13398	13548	13	0	9	0
DS571313	13398	13551	760	0	305	0
DS571313	26929	27042	3	0	3	0
DS571313	26929	27156	12	0	5	0
DS571313	26983	27096	8	0	7	0
DS571313	26983	27210	1	0	1	0
DS571313	27043	27156	1	0	4	0
DS571313	27680	27725	12	0	4	0
DS571313	27872	27938	2	0	4	0
DS571314	6965	7017	9	0	20	0
DS571314	7261	7325	10	0	10	0
DS571314	11344	11454	33	0	49	0
DS571314	11344	11565	8	0	8	0
DS571314	11439	11549	6	0	19	0
DS571314	30271	30335	90	0	64	0
DS571315	5571	5705	37	0	1	0
DS571315	10350	10427	26	0	20	0
DS571315	11215	11261	15	0	2	0
DS571315	12833	12916	13	0	4	0
DS571315	13111	13158	19	0	4	0
DS571315	21104	21147	1	0	2	0
DS571315	21104	21164	7	0	5	0
DS571315	22168	22228	1	0	4	0
