Scaffold,Intron_S,Intron_E,strand,motif,Annotation,unique_reads,multi_reads,overhang
DS571303,30966,31041,1,1,0,1,0,18
DS571303,30966,31050,1,1,0,5,0,62
DS571303,32338,32396,1,1,0,37,0,73
DS571304,16883,16926,2,2,0,1,0,30
DS571304,18935,18989,2,2,0,2,0,42
DS571304,21859,21918,1,1,0,546,0,75
DS571304,22931,23011,2,2,0,1,0,74
DS571304,23601,23651,2,2,0,9,0,74
DS571304,24180,24241,2,2,0,9,0,49
DS571304,25409,25489,1,1,0,3,0,46
DS571304,25591,25708,1,1,0,5,0,74
DS571304,25775,25844,1,1,0,1,0,24
DS571304,31362,31413,2,2,0,81,0,75
DS571305,6681,6734,2,2,0,17,0,66
DS571305,7085,7134,2,2,0,19,0,65
DS571305,9101,9144,1,1,0,50,0,75
DS571305,9396,9463,1,1,0,2,0,63
DS571305,9396,9480,1,1,0,32,0,74
DS571305,11243,11326,1,1,0,22,0,74
DS571305,12274,12326,1,1,0,13,0,70
DS571306,5805,5862,2,2,0,27,0,74
DS571306,6031,6099,2,2,0,22,0,70
DS571306,6295,6354,2,2,0,26,0,75
DS571306,7300,7355,1,1,0,2,0,18
DS571306,8866,8962,1,1,0,1,0,50
DS571306,15136,15196,1,1,0,4,0,36
DS571306,17263,17324,1,1,0,1,0,34
DS571306,27946,28006,2,2,0,29,0,75
DS571307,4619,4692,2,2,0,3,0,64
DS571307,6055,6485,1,1,0,1,0,49
DS571307,8368,8416,2,2,0,7,0,73
DS571307,9442,9488,1,1,0,63,0,73
DS571307,9605,9650,1,1,0,50,0,75
DS571307,11310,11366,1,1,0,231,0,23
DS571307,14170,14216,1,1,0,1,0,46
DS571307,19681,19828,1,1,0,1,0,74
DS571307,28669,28722,2,2,0,64,0,75
DS571307,29004,29055,2,2,0,56,0,74
DS571307,29384,29463,2,2,0,1,0,58
DS571307,31406,31485,2,2,0,1,0,62
DS571307,35078,35121,2,2,0,108,0,75
DS571308,3544,3623,1,1,0,1,0,21
DS571308,6637,6722,1,1,0,1,0,26
DS571309,5703,5753,2,2,0,10,0,75
DS571309,6347,6400,2,2,0,1,0,39
DS571309,8789,8838,2,2,0,1,0,40
DS571309,11145,11190,1,1,0,1,0,26
DS571309,11366,11468,2,2,0,136,0,74
DS571309,11377,11468,2,2,0,8,0,59
DS571309,11420,11468,2,2,0,1,0,15
DS571309,15654,15748,0,0,0,3,0,71
DS571309,21153,21214,1,1,0,19,0,68
DS571309,24153,24197,2,2,0,2,0,25
DS571309,25650,25713,2,2,0,1,0,71
DS571309,27275,27328,2,2,0,1,0,63
DS571309,28065,28116,1,1,0,11,0,70
DS571310,1530,1582,1,1,0,108,0,74
DS571310,8961,9020,2,2,0,126,0,25
DS571311,13098,13148,2,2,0,1,0,49
DS571311,13810,13876,1,1,0,87,0,69
DS571311,14365,14426,1,1,0,76,0,49
DS571311,33278,33322,2,2,0,7,0,70
DS571311,33566,33629,2,2,0,12,0,63
DS571312,7669,7725,2,2,0,89,0,75
DS571312,9529,9580,1,1,0,3,0,34
DS571312,14999,15032,0,0,0,11,0,56
DS571312,17298,17351,1,1,0,1,0,46
DS571312,17325,17351,1,1,0,3,0,72
DS571313,7623,7684,2,2,0,346,0,73
DS571313,8313,8369,1,1,0,221,0,74
DS571313,9128,9185,1,1,0,92,0,73
DS571313,9544,9604,1,1,0,2,0,60
DS571313,13348,13551,2,2,0,1,0,68
DS571313,13360,13551,2,2,0,4,0,70
DS571313,13398,13548,2,2,0,13,0,69
DS571313,13398,13551,2,2,0,760,0,74
DS571313,20980,21032,2,2,0,1,0,56
DS571313,26821,27156,2,2,0,1,0,16
DS571313,26836,27057,1,1,0,1,0,43
DS571313,26929,27042,2,2,0,3,0,70
DS571313,26929,27156,2,2,0,12,0,55
DS571313,26983,27096,2,2,0,8,0,39
DS571313,26983,27210,2,2,0,1,0,30
DS571313,27010,27123,1,1,0,4,0,48
DS571313,27043,27156,2,2,0,1,0,72
DS571313,27618,27737,1,1,0,1,0,14
DS571313,27680,27725,2,2,0,12,0,71
DS571313,27872,27938,2,2,0,2,0,69
DS571314,6965,7017,2,2,0,9,0,74
DS571314,6972,7017,2,2,0,1,0,25
DS571314,7261,7325,2,2,0,10,0,72
DS571314,11288,11620,0,0,0,4,0,67
DS571314,11344,11454,2,2,0,33,0,70
DS571314,11344,11565,2,2,0,8,0,55
DS571314,11439,11549,1,1,0,6,0,42
DS571314,30271,30335,2,2,0,90,0,75
DS571314,34931,34989,1,1,0,5,0,19
DS571315,5571,5705,2,2,0,37,0,61
DS571315,10350,10427,2,2,0,26,0,74
DS571315,11215,11261,2,2,0,15,0,70
DS571315,11220,11261,2,2,0,3,0,71
DS571315,12833,12916,1,1,0,13,0,73
DS571315,13111,13158,1,1,0,19,0,74
DS571315,21104,21147,1,1,0,1,0,61
DS571315,21104,21164,1,1,0,7,0,74
DS571315,21104,21169,1,1,0,4,0,70
DS571315,22168,22228,2,2,0,1,0,75
DS571315,24657,24740,1,1,0,1,0,50
DS571315,24657,24761,1,1,0,1,0,35
DS571315,24657,24797,1,1,0,103,0,52
DS571315,25340,25458,1,1,0,1,0,61
DS571315,28658,28707,2,2,0,180,0,74
DS571315,30189,30235,2,2,0,3,0,53
DS571315,33187,33246,2,2,0,5,0,53
DS571316,4734,4781,1,1,0,14,0,74
DS571316,5289,5337,2,2,0,27,0,75
DS571316,5569,5639,2,2,0,1,0,29
DS571316,5593,5639,2,2,0,50,0,72
DS571316,12022,12075,1,1,0,648,0,75
DS571316,12584,12759,2,2,0,2,0,57
DS571316,24464,24535,1,1,0,3,0,64
DS571316,25487,25544,2,2,0,2,0,35
DS571316,26041,26111,2,2,0,20,0,74
DS571316,29610,29661,2,2,0,103,0,74
DS571316,32808,32870,0,0,0,3,0,54
DS571317,3656,3723,2,2,0,1,0,59
DS571317,3965,4018,2,2,0,131,0,72
DS571317,4323,4382,2,2,0,212,0,75
DS571317,5508,5565,1,1,0,1,0,67
DS571317,5633,5680,1,1,0,14,0,66
DS571317,5746,5793,1,1,0,19,0,72
DS571317,5746,5800,1,1,0,1,0,72
DS571317,7936,7985,1,1,0,1,0,12
DS571317,8469,8519,2,2,0,2,0,42
DS571317,19513,19581,2,2,0,2,0,57
DS571317,20853,20907,1,1,0,14,0,22
DS571317,21008,21032,2,2,0,1,0,35
DS571317,22732,22784,2,2,0,4,0,57
DS571317,23801,23866,1,1,0,17,0,74
DS571317,27860,27947,2,2,0,1,0,48
DS571318,2016,2086,1,1,0,22,0,74
DS571318,8194,8484,1,1,0,1,0,17
DS571318,8200,8454,2,2,0,1,0,19
DS571318,8224,8507,1,1,0,1,0,20
DS571318,8260,8433,1,1,0,2,0,30
DS571318,8340,8611,0,0,0,3,0,57
DS571318,16457,16517,2,2,0,1,0,66
DS571318,20599,20717,2,2,0,1,0,74
DS571318,21011,21089,1,1,0,1,0,12
DS571318,24054,24112,1,1,0,2,0,22
DS571318,25398,25417,0,0,0,3,0,69
DS571318,31528,31591,2,2,0,1,0,14
DS571319,1630,1687,2,2,0,2,0,70
DS571319,4497,4590,1,1,0,3,0,49
DS571319,14853,14931,2,2,0,88,0,75
DS571319,15854,15981,2,2,0,50,0,74
DS571319,16235,16302,2,2,0,68,0,75
DS571319,31128,31183,1,1,0,1,0,73
DS571320,1988,2041,1,1,0,26,0,72
DS571320,2448,2502,1,1,0,11,0,75
DS571320,12853,12906,2,2,0,1,0,47
DS571320,26568,26611,1,1,0,16,0,74
DS571320,27955,28011,1,1,0,18,0,58
DS571321,6613,6690,1,1,0,9,0,50
DS571321,6853,6919,1,1,0,4,0,68
DS571322,11444,11491,2,2,0,1,0,54
DS571322,11444,11652,2,2,0,267,0,75
DS571322,11590,11652,2,2,0,3,0,71
DS571322,16798,16853,1,1,0,29,0,74
DS571322,19253,19304,2,2,0,1,0,42
DS571322,19258,19304,2,2,0,25,0,73
DS571322,28244,28289,2,2,0,3,0,63
DS571323,8461,8512,2,2,0,6,0,72
DS571323,8583,8627,2,2,0,20,0,64
DS571323,10555,10608,2,2,0,1,0,31
DS571323,14316,14451,2,2,0,22,0,74
DS571323,17264,17320,1,1,0,649,0,75
DS571323,18055,18110,1,1,0,2,0,16
DS571323,23861,23930,1,1,0,1,0,53
DS571323,27749,27827,1,1,0,2,0,73
DS571323,27749,27851,1,1,0,1052,0,75
DS571323,27749,27856,1,1,0,7,0,74
DS571324,13562,14509,2,2,0,2,0,75
DS571324,13804,14640,2,2,0,1,0,15
DS571324,14235,14289,1,1,0,1,0,73
DS571324,15939,15987,1,1,0,26,0,73
DS571324,16847,16913,1,1,0,2,0,74
DS571324,17232,17278,1,1,0,1,0,68
DS571325,25016,25040,2,2,0,1,0,58
DS571325,25016,25094,2,2,0,2,0,67
DS571326,8698,8766,2,2,0,2,0,24
DS571326,11494,11546,2,2,0,3,0,69
DS571326,15225,15362,1,1,0,4,0,73
DS571326,17570,17682,2,2,0,1,0,21
DS571326,18249,18312,2,2,0,12,0,73
DS571326,18917,18966,2,2,0,11,0,72
DS571326,19091,19146,2,2,0,1,0,23
DS571326,19975,20039,1,1,0,7,0,67
DS571326,24343,24415,1,1,0,66,0,74
DS571327,3367,3472,1,1,0,4,0,62
DS571327,11102,11150,2,2,0,22,0,75
DS571327,12087,12155,2,2,0,1,0,48
DS571327,12093,12155,2,2,0,2,0,60
DS571327,12107,12155,2,2,0,26,0,73
DS571327,13057,13099,2,2,0,36,0,74
DS571327,13294,13383,2,2,0,1,0,69
DS571327,13307,13383,2,2,0,64,0,74
DS571327,13770,13825,1,1,0,6,0,65
DS571327,15651,15693,1,1,0,11,0,70
DS571327,19547,19591,2,2,0,81,0,75
DS571327,24880,24954,1,1,0,1,0,65
DS571327,25214,25276,1,1,0,6,0,47
DS571327,25629,25670,2,2,0,1,0,32
DS571328,19037,19093,2,2,0,169,0,74
DS571328,31949,32004,2,2,0,8,0,50
DS571329,7589,7834,1,1,0,1,0,35
DS571329,7857,7946,2,2,0,1,0,56
DS571329,8701,8756,1,1,0,25,0,74
DS571329,8918,8976,1,1,0,23,0,73
DS571329,11429,11482,2,2,0,1,0,47
DS571329,13186,13242,1,1,0,26,0,45
DS571329,13288,13341,1,1,0,27,0,45
DS571330,10924,10976,2,2,0,15,0,73
DS571330,13618,13664,2,2,0,10,0,46
DS571330,14209,14264,1,1,0,40,0,75
DS571330,14429,14481,1,1,0,29,0,68
DS571330,16409,16513,1,1,0,1,0,23
DS571330,20057,20116,2,2,0,2,0,54
DS571330,24931,25007,2,2,0,2,0,15
DS571330,29860,29913,2,2,0,65,0,74
DS571330,30003,30071,2,2,0,89,0,71
DS571330,30250,30307,2,2,0,66,0,66
DS571331,2358,2414,2,2,0,98,0,74
DS571331,2761,2804,2,2,0,73,0,74
DS571331,6491,6551,1,1,0,2,0,15
DS571331,6943,7003,1,1,0,35,0,74
DS571331,6943,7005,1,1,0,2,0,55
DS571331,7061,7180,1,1,0,50,0,70
DS571331,7405,7478,1,1,0,15,0,68
DS571331,7737,7781,1,1,0,13,0,66
DS571331,10903,10966,1,1,0,22,0,69
DS571331,14056,14115,1,1,0,9,0,60
DS571331,19148,19201,1,1,0,3,0,70
DS571331,20042,20112,1,1,0,16,0,68
DS571331,21973,22036,2,2,0,200,0,72
DS571332,5927,5972,1,1,0,158,0,75
DS571332,8201,8256,1,1,0,227,0,62
DS571332,8465,8545,1,1,0,1,0,75
DS571332,14696,14740,1,1,0,1,0,47
DS571332,14696,14763,1,1,0,52,0,74
DS571332,14700,14763,1,1,0,1,0,24
DS571332,15387,15439,2,2,0,9,0,61
DS571332,16062,16105,1,1,0,27,0,73
DS571332,19232,19289,2,2,0,1,0,60
DS571332,28905,28961,1,1,0,219,0,73
DS571332,30856,30908,2,2,0,175,0,75
DS571332,30856,30983,2,2,0,1,0,56
DS571332,30924,30983,2,2,0,1,0,15
DS571334,23968,24085,2,2,0,3,0,70
DS571334,24914,24956,1,1,0,1,0,62
DS571334,24914,24961,1,1,0,3,0,60
DS571334,31902,32096,2,2,0,1,0,18
DS571335,18735,18781,1,1,0,5,0,56
DS571335,26041,26092,2,2,0,4,0,27
DS571336,4402,4457,1,1,0,16,0,72
DS571336,8422,8501,2,2,0,21,0,71
DS571336,18351,18395,2,2,0,33,0,73
DS571336,29642,29704,1,3,0,1,0,24
DS571337,7038,7267,1,1,0,1,0,65
DS571337,15036,15080,1,1,0,8,0,62
DS571337,15216,15413,1,1,0,1,0,71
DS571337,15362,15413,1,1,0,5,0,74
DS571337,15978,16025,1,1,0,28,0,75
DS571337,16564,16616,1,1,0,48,0,42
DS571337,16659,16714,1,1,0,34,0,42
DS571337,16659,16744,1,1,0,1,0,42
DS571337,16988,17038,1,1,0,38,0,75
DS571337,17417,17475,1,1,0,31,0,74
DS571337,17886,17934,1,1,0,59,0,75
DS571337,19465,19517,2,2,0,21,0,75
DS571337,20352,20463,1,1,0,2,0,67
DS571337,20364,20426,1,1,0,121,0,73
DS571337,20364,20443,1,1,0,1,0,46
DS571337,20736,20802,1,1,0,47,0,71
DS571337,20907,20997,1,1,0,34,0,74
DS571337,26576,26623,2,2,0,1,0,74
DS571337,26576,26632,2,2,0,10,0,71
DS571337,26919,26995,2,2,0,7,0,63
DS571337,27100,27152,2,2,0,15,0,69
DS571337,27465,27512,2,2,0,9,0,72
DS571338,3512,3570,2,2,0,9,0,67
DS571338,3581,3740,2,2,0,3,0,38
DS571338,3660,3740,2,2,0,3,0,55
DS571338,8943,9038,1,1,0,1,0,16
DS571338,9003,9134,1,1,0,1,0,37
DS571338,11940,11992,1,1,0,64,0,71
DS571338,12140,12207,2,2,0,4,0,30
DS571339,8841,8899,1,1,0,24,0,68
DS571339,22867,22926,1,1,0,2,0,19
DS571339,26510,26568,2,2,0,47,0,75
DS571339,27315,27384,1,1,0,13,0,73
DS571339,27315,27390,1,1,0,1,0,22
DS571339,27315,27393,1,1,0,1,0,20
DS571339,28953,29053,1,1,0,1,0,56
DS571339,29122,29191,1,1,0,16,0,63
DS571340,11776,11822,1,1,0,2,0,66
DS571340,20035,20055,1,1,0,1,0,42
DS571340,20035,20097,1,1,0,1,0,30
DS571341,16873,16941,1,1,0,1,0,58
DS571341,18868,18917,1,1,0,3,0,69
DS571341,19073,19258,1,1,0,1,0,46
DS571342,13113,13240,2,2,0,1,0,49
DS571342,13171,13240,2,2,0,8,0,64
DS571342,15014,15074,1,1,0,57,0,73
DS571343,1542,1598,1,1,0,2,0,24
DS571343,2185,2248,2,2,0,1,0,74
DS571344,8403,8602,1,1,0,1,0,65
DS571344,12529,12582,1,1,0,40,0,72
DS571344,12529,12594,1,1,0,1,0,53
DS571344,12714,12792,1,1,0,7,0,70
DS571344,21242,21312,1,1,0,3,0,46
DS571344,24817,24880,1,1,0,4,0,44
DS571344,24944,24999,1,1,0,8,0,63
DS571345,3617,3660,1,1,0,29,0,75
DS571345,7630,7683,2,2,0,158,0,74
DS571345,7878,7940,2,2,0,71,0,56
DS571345,10249,10313,1,1,0,12,0,12
DS571345,19202,19252,2,2,0,1,0,31
DS571345,22395,22455,2,2,0,1,0,31
DS571345,22698,22759,1,1,0,11,0,75
DS571346,1114,1273,2,2,0,2444,0,75
DS571346,5992,6050,2,2,0,90,0,74
DS571346,8070,8128,1,1,0,1,0,22
DS571346,10622,10658,2,2,0,1,0,60
DS571346,11287,11341,1,1,0,1,0,26
DS571346,11409,11457,1,1,0,1,0,57
DS571346,11554,11640,1,1,0,1,0,47
DS571346,13488,13547,1,1,0,117,0,75
DS571346,13975,14100,1,1,0,1,0,67
DS571346,26103,26200,1,1,0,1,0,25
DS571346,27507,27556,1,1,0,38,0,74
DS571346,29525,29600,2,2,0,1,0,13
DS571347,5754,5809,2,2,0,37,0,72
DS571347,9573,9628,2,2,0,39,0,71
DS571347,9710,9789,2,2,0,1,0,41
DS571347,9739,9789,2,2,0,1,0,47
DS571347,9746,9789,2,2,0,30,0,71
DS571347,10069,10124,1,1,0,1,0,50
DS571347,16260,16464,2,2,0,1,0,60
DS571347,16368,16464,2,2,0,151,0,75
DS571347,16753,16809,2,2,0,6,0,15
DS571347,17832,17934,1,1,0,1,0,74
DS571347,20084,20145,2,2,0,22,0,70
DS571349,3865,3910,1,1,0,26,0,72
DS571349,8204,8270,2,2,0,2,0,44
DS571349,8864,8921,2,2,0,3,0,64
DS571349,24351,24411,2,2,0,143,0,73
DS571349,26454,26527,2,2,0,26,0,73
DS571349,26472,26527,2,2,0,1,0,17
DS571349,26619,26698,2,2,0,1,0,59
DS571349,26652,26698,2,2,0,38,0,73
DS571349,27885,27945,1,1,0,1,0,13
DS571350,1647,1725,0,0,0,4,0,71
DS571350,8034,8094,1,1,0,1,0,19
DS571350,28489,28545,2,2,0,2,0,38
DS571350,29659,29733,1,1,0,1,0,59
DS571351,987,1048,2,2,0,69,0,73
DS571351,9953,10001,1,1,0,4,0,73
DS571351,15858,15928,2,2,0,53,0,71
DS571351,17072,17130,2,2,0,33,0,75
DS571351,18124,18182,2,2,0,99,0,59
DS571351,18647,18753,1,1,0,2,0,73
DS571351,22027,22083,2,2,0,43,0,72
DS571352,13296,13346,1,1,0,8,0,59
DS571352,13385,13437,1,1,0,1,0,25
DS571352,13624,13672,1,1,0,42,0,74
DS571352,17155,17203,1,1,0,1,0,62
DS571352,17169,17221,2,2,0,43,0,74
DS571352,19665,20021,1,1,0,2,0,45
DS571352,19944,20021,1,1,0,4,0,71
DS571353,3357,3538,1,1,0,1,0,38
DS571353,10460,10511,1,1,0,5,0,72
DS571353,10460,10527,1,1,0,42,0,74
DS571353,11863,11956,1,1,0,2,0,60
DS571353,11863,11994,1,1,0,76,0,74
DS571353,12747,12955,1,1,0,3,0,50
DS571353,14069,14148,1,1,0,27,0,68
DS571353,14195,14260,1,1,0,25,0,59
DS571353,14695,14776,1,1,0,3,0,73
DS571353,15908,15962,2,2,0,1,0,17
DS571353,15980,16035,2,2,0,2,0,29
DS571353,17634,17810,2,2,0,1,0,22
DS571353,20846,20939,2,2,0,1,0,53
DS571353,23962,24009,2,2,0,238,0,74
DS571355,7033,7082,2,2,0,109,0,74
DS571355,9477,9530,1,1,0,3,0,59
DS571355,18931,18989,1,1,0,3,0,72
DS571355,23451,23527,2,2,0,2,0,55
DS571356,9076,9164,2,2,0,87,0,75
DS571356,9947,10007,2,2,0,1,0,28
DS571356,15879,15992,1,1,0,21,0,65
DS571356,16972,17018,1,1,0,23,0,68
DS571356,17243,17319,1,1,0,9,0,69
DS571356,21911,21973,2,2,0,2,0,60
DS571356,24389,24454,2,2,0,5,0,72
DS571357,5327,5374,2,2,0,4,0,66
DS571357,5680,5736,2,2,0,1,0,17
DS571357,5684,5736,2,2,0,8,0,55
DS571357,7372,7413,1,1,0,1,0,22
DS571357,13000,13077,1,1,0,1,0,45
DS571357,13000,13129,1,1,0,1,0,15
DS571357,13801,13862,1,1,0,15,0,44
DS571357,14034,14087,1,1,0,12,0,72
DS571357,20319,20584,0,0,0,3,0,49
DS571357,22295,22351,1,1,0,2,0,71
DS571358,9922,10008,2,2,0,1,0,45
DS571358,13852,13900,1,1,0,7,0,61
DS571358,14238,14307,1,1,0,10,0,66
DS571358,18860,18905,1,1,0,2,0,18
DS571358,20209,20263,2,2,0,2,0,58
DS571359,21324,21379,1,1,0,2,0,37
DS571359,21324,21451,1,1,0,10,0,75
DS571360,25198,25242,2,2,0,45,0,75
DS571361,10567,10612,1,1,0,224,0,75
DS571361,10777,10883,1,1,0,2,0,75
DS571361,11849,12295,2,2,0,1,0,12
DS571361,12088,12295,2,2,0,9,0,62
DS571361,12105,12295,2,2,0,1,0,33
DS571361,12105,12408,2,2,0,1,0,45
DS571361,12176,12295,2,2,0,26,0,67
DS571361,12190,12303,1,1,0,13,0,60
DS571361,12662,12989,2,2,0,1,0,35
DS571361,12817,12920,1,1,0,2,0,71
DS571361,13856,13913,2,2,0,219,0,75
DS571361,25382,25439,2,2,0,4,0,50
DS571362,2246,2298,2,2,0,11,0,74
DS571362,16769,16821,1,1,0,33,0,75
DS571364,18400,18419,2,2,0,1,0,26
DS571364,25918,25982,2,2,0,1,0,62
DS571365,6768,6846,1,1,0,1,0,17
DS571365,6820,6870,1,1,0,79,0,75
DS571365,8665,8722,2,2,0,28,0,75
DS571365,10366,10431,2,2,0,25,0,68
DS571365,14166,14318,1,1,0,1,0,60
DS571365,22039,22122,2,2,0,3,0,66
DS571365,22046,22122,2,2,0,1,0,39
DS571367,4554,4776,2,2,0,1,0,38
DS571367,6048,6116,1,1,0,60,0,70
DS571367,11774,11856,2,2,0,1,0,63
DS571367,15643,15707,2,2,0,4,0,42
DS571367,15769,15838,1,1,0,1,0,33
DS571368,8145,8192,2,2,0,90,0,75
DS571368,11244,11346,2,2,0,1,0,17
DS571368,13746,13791,1,1,0,1,0,33
DS571368,14115,14165,1,1,0,2,0,65
DS571368,18970,19021,1,1,0,2,0,63
DS571370,3992,4047,1,1,0,3,0,63
DS571370,4275,4348,1,1,0,95,0,74
DS571370,5639,5707,1,1,0,252,0,23
DS571370,5649,5707,1,1,0,10,0,29
DS571370,6409,6462,1,1,0,41,0,73
DS571370,7525,7603,1,1,0,7,0,71
DS571370,9063,9123,1,1,0,5,0,37
DS571370,15154,15206,2,2,0,3,0,50
DS571370,18326,18664,1,1,0,1,0,60
DS571370,21532,21579,1,1,0,39,0,75
DS571371,4144,4192,1,1,0,20,0,66
DS571371,23779,23830,1,1,0,134,0,75
DS571372,4158,4215,2,2,0,267,0,75
DS571372,4881,4946,1,1,0,1,0,50
DS571372,4903,4929,1,1,0,1,0,21
DS571372,12003,12082,2,2,0,85,0,75
DS571372,19171,19237,2,2,0,1,0,12
DS571373,5457,5522,0,0,0,3,0,52
DS571373,6969,7013,2,2,0,255,0,74
DS571373,6975,7013,2,2,0,1,0,54
DS571373,7789,7836,2,2,0,2,0,64
DS571373,7794,7836,2,2,0,3,0,61
DS571373,12865,12911,1,1,0,117,0,71
DS571373,13519,13576,2,2,0,8,0,60
DS571373,19332,19400,1,1,0,25,0,67
DS571373,20981,21036,2,2,0,20,0,73
DS571373,25751,25798,1,1,0,2,0,54
DS571373,25755,25798,1,1,0,2,0,36
DS571374,3300,3344,2,2,0,28,0,62
DS571374,4357,4401,1,1,0,7,0,69
DS571374,15140,15166,2,2,0,2,0,54
DS571374,18031,18092,1,1,0,58,0,72
DS571376,1955,2007,2,2,0,18,0,74
DS571376,6511,6575,2,2,0,2,0,12
DS571377,6741,6850,2,2,0,1,0,65
DS571377,6804,6850,2,2,0,117,0,75
DS571377,10891,10940,2,2,0,5,0,61
DS571377,13611,13661,1,1,0,26,0,74
DS571378,3174,3197,0,0,0,4,0,58
DS571378,3219,3248,0,0,0,3,0,70
DS571378,4046,4128,1,1,0,288,0,75
DS571378,4046,4147,1,1,0,1,0,53
DS571378,4046,4149,1,1,0,1,0,42
DS571378,7274,7333,2,2,0,4,0,42
DS571378,17119,17232,1,1,0,5,0,69
DS571379,7925,7954,1,1,0,1,0,65
DS571379,8606,8709,2,2,0,2,0,74
DS571379,8613,8709,2,2,0,3,0,70
DS571379,19532,19621,2,2,0,16,0,71
DS571380,752,823,0,0,0,5,0,35
DS571380,840,1008,2,2,0,1,0,44
DS571380,847,942,2,2,0,3,0,60
DS571380,847,966,2,2,0,2,0,64
DS571380,847,990,2,2,0,4,0,74
DS571380,847,1014,2,2,0,25,0,74
DS571380,871,942,2,2,0,3,0,72
DS571380,871,990,2,2,0,9,0,71
DS571380,871,1014,2,2,0,32,0,69
DS571380,888,1031,0,0,0,3,0,61
DS571380,919,942,2,2,0,2,0,69
DS571380,919,966,2,2,0,3,0,43
DS571380,919,990,2,2,0,5,0,66
DS571380,919,1014,2,2,0,61,0,74
DS571380,1032,1056,2,2,0,1,0,30
DS571380,1056,1080,2,2,0,1,0,13
DS571380,3613,3672,1,1,0,1,0,52
DS571380,14501,14551,1,1,0,1,0,57
DS571380,15174,15230,1,1,0,5,0,63
DS571380,20443,20519,2,2,0,2,0,27
DS571380,21456,21538,1,1,0,1,0,16
DS571380,21922,21983,2,2,0,34,0,66
DS571381,1822,1876,1,1,0,1,0,65
DS571381,1889,1934,1,1,0,1,0,42
DS571381,3568,3620,1,1,0,585,0,75
DS571381,3568,3624,1,1,0,1,0,21
DS571381,7723,7781,2,2,0,1,0,17
DS571381,13771,13824,2,2,0,27,0,74
DS571381,19678,19778,0,0,0,11,0,68
DS571382,9276,9503,0,0,0,5,0,73
DS571382,9617,9707,2,2,0,202,0,75
DS571382,9865,9941,2,2,0,6,0,51
DS571382,13397,13485,2,2,0,5,0,66
DS571382,13405,13485,2,2,0,1,0,35
DS571382,13864,14049,2,2,0,1,0,27
DS571382,22069,22113,1,1,0,2,0,65
DS571383,6326,6388,1,1,0,2,0,54
DS571383,6326,6415,1,1,0,1,0,48
DS571383,6326,6552,1,1,0,368,0,74
DS571383,19266,19313,1,1,0,2,0,23
DS571384,2332,2379,2,2,0,1,0,39
DS571384,2617,2666,2,2,0,3,0,31
DS571384,3368,3433,1,1,0,111,0,74
DS571384,6204,6265,2,2,0,4,0,71
DS571384,9618,9796,1,1,0,175,0,75
DS571384,9914,10083,1,1,0,1,0,36
DS571384,10826,10909,1,1,0,1,0,27
DS571385,23219,23264,1,1,0,39,0,73
DS571385,23219,23271,1,1,0,1,0,26
DS571386,8601,8650,1,1,0,26,0,74
DS571386,9236,9299,2,2,0,56,0,73
DS571386,11047,11093,1,1,0,3,0,75
DS571386,11047,11102,1,1,0,1,0,29
DS571386,11047,11115,1,1,0,24,0,75
DS571386,11317,11367,1,1,0,13,0,67
DS571386,16680,16744,1,1,0,19,0,75
DS571387,5252,5342,2,2,0,71,0,75
DS571387,5268,5342,2,2,0,1,0,66
DS571387,10708,10782,0,0,0,6,0,56
DS571387,10798,10821,0,0,0,162,0,62
DS571387,10855,10923,0,0,0,6,0,74
DS571387,10918,10980,0,0,0,3,0,69
DS571387,10996,11355,0,0,0,4,0,39
DS571387,11144,11164,0,0,0,3,0,72
DS571387,19391,19444,1,1,0,4,0,30
DS571388,9967,10053,1,1,0,2,0,63
DS571388,15190,15234,2,2,0,3,0,74
DS571388,15988,16047,2,2,0,1,0,69
DS571388,16863,16939,2,2,0,1,0,65
DS571388,16869,16939,2,2,0,14,0,67
DS571389,5249,5431,1,1,0,1,0,48
DS571389,12174,12218,1,1,0,1,0,20
DS571389,19668,19738,1,1,0,104,0,75
DS571390,5979,6030,2,2,0,57,0,75
DS571390,16247,16299,2,2,0,146,0,75
DS571390,16829,16877,1,1,0,29,0,72
DS571390,16833,16877,1,1,0,1,0,75
DS571390,20577,20633,1,1,0,40,0,73
DS571390,20790,21014,1,1,0,46,0,72
DS571390,21991,22039,1,1,0,39,0,74
DS571390,22148,22192,1,1,0,45,0,74
DS571392,3121,3183,1,1,0,170,0,75
DS571392,3583,3682,2,2,0,1,0,36
DS571392,10332,10373,2,2,0,1,0,74
DS571393,5385,5439,2,2,0,1,0,72
DS571393,5394,5439,2,2,0,79,0,74
DS571393,10511,10583,2,2,0,11,0,75
DS571393,18960,19763,2,2,0,1,0,72
DS571394,10633,10688,2,2,0,3,0,23
DS571394,16565,16627,2,2,0,1,0,67
DS571394,16567,16627,2,2,0,42,0,73
DS571394,16917,16990,2,2,0,55,0,67
DS571396,5210,5279,1,1,0,41,0,70
DS571396,5321,5406,1,1,0,1,0,41
DS571396,8053,8815,1,5,0,1,0,71
DS571396,10966,11120,1,1,0,1,0,21
DS571396,11230,11249,2,2,0,1,0,12
DS571396,11450,11583,2,2,0,79,0,40
DS571397,9766,9867,2,2,0,33,0,73
DS571397,9819,9867,2,2,0,3,0,67
DS571397,9952,10059,2,2,0,50,0,69
DS571397,9975,10059,2,2,0,2,0,42
