scaffold_number	intron_start	intron_end	toc_rep1_reads(u)	toc_rep1_reads(m)	toc_rep2_reads(u)	toc_rep2_reads(m)
DS571217	53321	53371	22	0	24	0
DS571217	54068	54125	16	0	6	0
DS571218	9301	9385	19	0	22	0
DS571218	9524	9583	12	0	22	0
DS571218	11547	11609	9	0	13	0
DS571218	26464	26567	3	0	6	0
DS571218	27387	27439	126	0	116	0
DS571218	56448	56493	73	0	62	0
DS571218	56448	56524	1	0	1	0
DS571219	22890	22946	26	0	18	0
DS571219	25951	25994	29	0	59	0
DS571219	34487	34554	34	0	28	0
DS571219	36095	36141	110	0	123	0
DS571219	42107	42172	666	0	963	0
DS571219	44001	44323	8	0	10	0
DS571219	44247	44323	4	0	2	0
DS571219	54120	54179	9	0	14	0
DS571219	60451	60512	24	0	18	0
DS571220	9553	9601	2	0	2	0
DS571220	9692	9741	1	0	1	0
DS571220	19055	19101	31	0	34	0
DS571220	19866	19935	65	0	113	0
DS571220	25280	25558	11	0	11	0
DS571220	28976	29040	106	0	121	0
DS571220	33698	33758	8	0	6	0
DS571220	35636	35682	2	0	3	0
DS571220	43919	43971	557	0	688	0
DS571220	50952	51029	3	0	4	0
DS571221	8406	8459	73	0	92	0
DS571221	17576	17634	85	0	79	0
DS571221	20622	20687	4	0	7	0
DS571221	54806	54865	116	0	197	0
DS571221	55010	55066	93	0	153	0
DS571222	12964	13019	138	0	122	0
DS571222	14823	14886	1	0	15	0
DS571222	15226	15272	2	0	2	0
DS571222	19960	20012	18	0	20	0
DS571222	21133	21186	13	0	18	0
DS571222	24042	24158	574	0	818	0
DS571222	36442	36501	3	0	3	0
DS571222	36452	36501	557	0	522	0
DS571222	36748	36794	625	0	665	0
DS571222	38325	38378	8	0	14	0
DS571222	45270	45351	1	0	5	0
DS571222	47330	47387	98	0	104	0
DS571223	6216	6273	97	0	153	0
DS571223	6434	6559	83	0	92	0
DS571223	14535	14585	3	0	2	0
DS571223	14535	14600	199	0	210	0
DS571223	16587	16636	29	0	23	0
DS571223	17266	17329	9	0	9	0
DS571223	17855	17900	100	0	123	0
DS571223	30432	30491	19	0	16	0
DS571223	37149	37196	11	0	11	0
DS571223	50433	50484	3	0	10	0
DS571223	50592	50643	12	0	19	0
DS571224	16026	16073	4	0	7	0
DS571224	17087	17139	2	0	1	0
DS571224	17087	17155	391	0	421	0
DS571224	17493	17544	274	0	316	0
DS571224	19864	19913	8	0	15	0
DS571224	19864	19936	2313	0	3100	0
DS571224	22895	22984	3	0	3	0
DS571224	33384	33433	3	0	4	0
DS571224	33583	33643	5	0	5	0
DS571224	40622	40718	4	0	3	0
DS571224	47864	47920	8	0	8	0
DS571224	49046	49093	2	0	4	0
DS571224	51315	51404	129	0	159	0
DS571224	53921	53970	135	0	163	0
DS571225	7734	7801	37	0	28	0
DS571225	13743	13802	3	0	2	0
DS571225	16598	16642	59	0	54	0
DS571225	36129	36175	79	0	111	0
DS571225	36482	36550	86	0	79	0
DS571225	36482	36557	2	0	2	0
DS571225	50468	50516	106	0	112	0
DS571226	14084	14133	1	0	4	0
DS571226	14226	14290	42	0	43	0
DS571226	15124	15176	175	0	222	0
DS571226	27278	27365	423	0	501	0
DS571226	27467	27559	288	0	305	0
DS571226	28961	29010	111	0	89	0
DS571226	29838	29891	14	0	21	0
DS571226	31308	31363	10	0	23	0
DS571227	7273	7341	142	0	180	0
DS571227	7814	7895	308	0	499	0
DS571227	12380	12448	14	0	17	0
DS571227	12798	12860	2	0	1	0
DS571227	13005	13078	195	0	227	0
DS571227	16516	16571	130	0	149	0
DS571227	22831	22889	62	0	115	0
DS571227	22986	23046	68	0	133	0
DS571227	23488	23550	258	0	350	0
DS571227	26191	26232	14	0	15	0
DS571227	27431	27482	12	0	8	0
DS571227	34575	34665	1	0	3	0
DS571227	40412	40475	3	0	1	0
DS571227	40635	40714	12	0	15	0
DS571227	42008	42053	113	0	140	0
DS571227	44772	44822	17	0	28	0
DS571227	44947	44995	1	0	4	0
DS571227	51401	51427	1	0	5	0
DS571227	52588	52731	25	0	36	0
DS571227	53344	53400	145	0	181	0
DS571227	53495	53595	238	0	365	0
DS571227	55638	55689	18	0	10	0
DS571228	15494	15564	2	0	5	0
DS571228	16800	16944	135	0	92	0
DS571228	19507	19582	12	0	18	0
DS571228	34573	34620	2	0	2	0
DS571228	38016	38240	1	0	1	0
DS571228	39829	39885	3	0	2	0
DS571228	46102	46181	1	0	3	0
DS571228	46115	46181	1	0	1	0
DS571228	46132	46181	1	0	4	0
DS571228	46136	46181	1085	0	1585	0
DS571228	46803	46858	34	0	30	0
DS571228	49986	50051	50	0	42	0
DS571229	11600	11659	25	0	32	0
DS571229	12062	12148	4	0	2	0
DS571229	12458	12527	34	0	17	0
DS571229	16938	16981	2	0	1	0
DS571229	16938	16987	340	0	368	0
DS571229	21627	21653	5	0	4	0
DS571229	33037	33095	125	0	101	0
DS571229	33847	33894	81	0	102	0
DS571230	6742	6830	1	0	2	0
DS571230	9667	9708	4	0	6	0
DS571230	11963	12011	1	0	3	0
DS571230	13079	13137	75	0	101	0
DS571230	24475	24535	38	0	42	0
DS571230	29520	29565	183	0	205	0
DS571230	29762	29833	3	0	3	0
DS571230	29780	29833	343	0	476	0
DS571230	31366	31416	61	0	113	0
DS571230	43145	43193	24	0	43	0
DS571230	47531	47595	2	0	2	0
DS571230	50325	50383	5	0	18	0
DS571230	54391	54461	3	0	5	0
DS571231	17398	17481	20	0	27	0
DS571231	33794	33985	4	0	3	0
DS571231	36485	36534	18	0	15	0
DS571231	42360	42496	72	0	44	0
DS571231	51003	51058	57	0	71	0
DS571231	51479	51535	110	0	91	0
DS571231	51672	51731	1	0	3	0
DS571231	54493	54549	2	0	8	0
DS571232	10038	10085	9	0	15	0
DS571232	16956	17002	83	0	93	0
DS571232	31006	31068	1	0	7	0
DS571232	31102	31125	1	0	1	0
DS571232	32317	32389	1	0	2	0
DS571232	33501	33555	107	0	114	0
DS571232	39164	39215	51	0	86	0
DS571232	40262	40379	88	0	60	0
DS571232	41687	41789	16	0	18	0
DS571232	49232	49294	57	0	64	0
DS571232	54091	54129	1	0	4	0
DS571233	3857	3909	5	0	5	0
DS571233	4353	4416	1	0	2	0
DS571233	4555	4612	1	0	2	0
DS571233	9715	9763	65	0	85	0
DS571233	12200	12255	12	0	7	0
DS571233	22806	22857	2	0	1	0
DS571233	23867	23913	68	0	55	0
DS571233	29439	29493	44	0	55	0
DS571233	31196	31368	45	0	33	0
DS571233	33475	33528	146	0	201	0
DS571233	37721	37831	54	0	68	0
DS571233	38043	38088	83	0	82	0
DS571233	38043	38092	2	0	1	0
DS571233	38717	38785	92	0	79	0
DS571233	41043	41156	2	0	1	0
DS571234	30734	30777	13	0	13	0
DS571234	33322	33411	5	0	1	0
DS571234	33367	33411	9	0	23	0
DS571234	33412	33456	10	0	29	0
DS571234	33478	33522	8	0	23	0
DS571234	33502	33522	7	0	5	0
DS571234	35649	36188	4	0	4	0
DS571234	35898	36470	1	0	3	0
DS571234	36471	36704	1	0	1	0
DS571234	36666	36689	11	0	31	0
DS571234	36666	37349	1	0	3	0
DS571234	37203	37364	2	0	6	0
DS571234	37248	37364	1	0	1	0
DS571234	37290	37439	3	0	8	0
DS571234	49730	49842	2	0	4	0
DS571234	49742	49842	1	0	3	0
DS571235	12990	13048	5	0	5	0
DS571235	25194	25248	41	0	25	0
DS571235	28935	28984	27	0	20	0
DS571235	31777	31909	9	0	26	0
DS571235	32896	32948	11	0	16	0
DS571235	35358	35405	7	0	12	0
DS571235	39305	39364	3	0	3	0
DS571235	43902	43960	232	0	302	0
DS571235	44434	44493	36	0	30	0
DS571235	45538	45589	30	0	38	0
DS571235	45942	46005	43	0	54	0
DS571235	48691	48746	83	0	72	0
DS571235	51160	51220	20	0	30	0
DS571235	51295	51347	24	0	37	0
DS571236	9072	9140	8	0	10	0
DS571236	9267	9327	11	0	12	0
DS571236	21369	21420	83	0	107	0
DS571236	22688	22739	23	0	19	0
DS571236	39000	39101	3	0	2	0
DS571237	12955	13006	5	0	6	0
DS571237	14526	14592	50	0	55	0
DS571237	21658	21725	61	0	54	0
DS571237	53195	53244	10	0	7	0
DS571238	4462	4521	33	0	28	0
DS571238	15874	15934	4	0	5	0
DS571238	16769	16824	3	0	7	0
DS571238	16957	17007	182	0	229	0
DS571238	16957	17028	1	0	1	0
DS571238	21451	21515	45	0	90	0
DS571238	34333	34382	39	0	39	0
DS571238	35550	35598	7	0	19	0
DS571239	2570	2671	619	0	862	0
DS571239	2570	2686	1	0	4	0
DS571239	2921	2978	1	0	1	0
DS571239	2921	3044	349	0	442	0
DS571239	3551	3608	184	0	228	0
DS571239	13791	13842	1	0	1	0
DS571239	13796	13842	171	0	255	0
DS571239	49018	49067	213	0	202	0
DS571240	19018	19078	10	0	7	0
DS571240	19809	19862	6	0	1	0
DS571240	19809	19867	65	0	73	0
DS571240	21423	21470	167	0	179	0
DS571240	23879	23966	3	0	4	0
DS571240	34861	34898	1	0	2	0
DS571240	36752	36991	7	0	1	0
DS571240	36872	36991	1	0	2	0
DS571240	41599	41648	24	0	35	0
DS571240	41809	41859	11	0	26	0
DS571240	41986	42043	6	0	8	0
DS571241	6783	6834	25	0	46	0
DS571241	9862	9919	3	0	3	0
DS571241	11044	11103	29	0	36	0
DS571241	13680	13733	19	0	8	0
DS571241	32365	32420	15	0	13	0
DS571241	34956	35010	10	0	8	0
DS571241	36207	36254	177	0	240	0
DS571241	41879	41941	7	0	10	0
DS571242	13021	13083	28	0	29	0
DS571242	13799	13849	17	0	22	0
DS571242	13939	13986	37	0	23	0
DS571242	17031	17084	69	0	110	0
DS571242	17846	17890	1	0	1	0
DS571242	18374	18453	1	0	9	0
DS571242	21460	21511	2	0	1	0
DS571242	21460	21516	5	0	2	0
DS571242	36657	36725	13	0	14	0
DS571242	38862	38912	21	0	17	0
DS571242	43607	43668	6	0	8	0
DS571242	45665	45802	60	0	51	0
DS571242	45665	45806	2	0	1	0
DS571242	46030	46077	178	0	169	0
DS571242	47762	47820	153	0	185	0
DS571242	47943	47993	65	0	99	0
DS571243	4356	4420	25	0	34	0
DS571243	6295	6345	47	0	61	0
DS571243	7384	7468	82	0	77	0
DS571243	9222	9277	36	0	45	0
DS571243	9916	9966	87	0	95	0
DS571243	10029	10075	76	0	76	0
DS571243	14031	14081	1	0	3	0
DS571243	14168	14229	13	0	11	0
DS571243	36310	36368	50	0	54	0
DS571243	50098	50151	64	0	71	0
DS571243	50293	50340	44	0	69	0
DS571243	50611	50661	68	0	50	0
DS571244	23919	24149	1	0	1	0
DS571244	38443	38496	1	0	4	0
DS571244	38443	38501	124	0	111	0
DS571244	41968	42100	912	0	1228	0
DS571244	45365	45480	121	0	122	0
DS571245	5566	5627	5	0	7	0
DS571245	5852	5959	1	0	1	0
DS571245	5852	5986	11	0	8	0
DS571245	10911	10959	10	0	29	0
DS571245	11164	11211	7	0	5	0
DS571245	31781	31833	4	0	1	0
DS571245	31932	31981	3	0	2	0
DS571245	32074	32120	6	0	10	0
DS571245	32635	32692	26	0	29	0
DS571246	8999	9051	2	0	1	0
DS571246	9910	9971	798	0	962	0
DS571246	16787	16841	87	0	106	0
DS571246	17251	17310	162	0	187	0
DS571246	18026	18073	2	0	4	0
DS571246	33935	33983	86	0	108	0
DS571246	41921	41985	41	0	53	0
DS571247	19969	20027	85	0	95	0
DS571247	20728	20836	33	0	21	0
DS571247	23643	23718	121	0	99	0
DS571247	25810	25858	7	0	1	0
DS571247	32871	32965	7	0	9	0
DS571247	32871	32970	310	0	373	0
DS571248	13812	13867	3	0	3	0
DS571248	14743	14819	12	0	17	0
DS571248	16094	16150	15	0	12	0
DS571248	16400	16441	17	0	19	0
DS571248	26726	26780	23	0	26	0
DS571248	31147	31242	789	0	1112	0
DS571249	9002	9065	8	0	13	0
DS571249	9093	9140	10	0	17	0
DS571249	9652	9707	5	0	6	0
DS571249	35031	35087	20	0	15	0
DS571249	40025	40065	72	0	108	0
DS571250	15989	16048	1	0	1	0
DS571250	22021	22047	2	0	2	0
DS571250	28861	28917	1	0	2	0
DS571250	29586	29645	8	0	12	0
DS571250	29841	29909	8	0	19	0
DS571250	30078	30135	4	0	8	0
DS571250	37547	37606	151	0	198	0
DS571250	41228	41286	28	0	33	0
DS571250	41999	42025	2	0	4	0
DS571250	48077	48138	1059	0	1108	0
DS571251	6515	6561	3	0	2	0
DS571251	34034	34091	3	0	5	0
DS571252	32095	32141	9	0	14	0
DS571252	35700	35810	3	0	1	0
DS571252	35700	36077	21	0	19	0
DS571253	1290	1341	5	0	7	0
DS571253	5325	5399	44	0	42	0
DS571253	5958	6016	26	0	29	0
DS571253	6135	6178	11	0	21	0
DS571253	10572	10640	6	0	4	0
DS571253	11112	11183	9	0	5	0
DS571253	20694	20750	78	0	95	0
DS571253	40554	40614	111	0	125	0
DS571254	2266	2323	58	0	46	0
DS571254	5773	5830	47	0	50	0
DS571254	13319	13372	1152	0	1186	0
DS571254	22218	22295	14	0	18	0
DS571254	22232	22295	1	0	1	0
DS571254	22823	22878	315	0	384	0
DS571254	27877	27928	13	0	10	0
DS571254	37666	37712	32	0	52	0
DS571255	18750	18823	1	0	2	0
DS571255	18762	18823	97	0	109	0
DS571255	19387	19445	105	0	91	0
DS571255	27809	27865	22	0	30	0
DS571255	28638	28687	5	0	6	0
DS571256	16050	16094	4	0	2	0
DS571256	16973	17031	775	0	1156	0
DS571256	17435	17488	2	0	1	0
DS571256	22242	22311	192	0	247	0
DS571256	30372	30425	11	0	4	0
DS571256	31075	31126	20	0	15	0
DS571256	33681	33742	1	0	5	0
DS571256	33734	33791	1	0	1	0
DS571256	34937	35002	10	0	18	0
DS571256	35311	35358	24	0	24	0
DS571256	35732	35797	277	0	354	0
DS571256	35951	36009	66	0	56	0
DS571256	38003	38055	14	0	14	0
DS571257	5168	5221	74	0	61	0
DS571257	5395	5485	61	0	74	0
DS571257	5607	5673	71	0	109	0
DS571257	7782	7820	2	0	1	0
DS571257	14864	14927	47	0	80	0
DS571257	24387	24413	1	0	1	0
DS571257	24579	24616	2	0	1	0
DS571257	27007	27058	6	0	10	0
DS571257	27141	27192	6	0	7	0
DS571257	29878	29938	3	0	9	0
DS571257	37486	37546	9	0	5	0
DS571257	37648	37712	2	0	7	0
DS571257	37661	37712	2	0	9	0
DS571257	42461	42532	87	0	73	0
DS571258	19732	19799	1	0	3	0
DS571258	33865	33920	2	0	3	0
DS571259	2151	2211	1	0	2	0
DS571259	2155	2211	67	0	100	0
DS571259	3442	3488	1	0	1	0
DS571259	4743	4802	8	0	4	0
DS571259	4757	4802	2	0	1	0
DS571259	5536	5585	3	0	5	0
DS571259	18488	18540	19	0	5	0
DS571259	33098	33147	160	0	163	0
DS571259	33289	33345	67	0	67	0
DS571259	39707	39757	7	0	7	0
DS571259	40777	40796	2	0	4	0
DS571259	41551	41598	1	0	5	0
DS571260	16034	16089	5	0	7	0
DS571260	16218	16278	2	0	16	0
DS571260	16524	16572	6	0	2	0
DS571260	17866	18089	21	0	19	0
DS571260	17978	18089	5	0	1	0
DS571260	18217	18282	31	0	41	0
DS571260	27476	27518	4	0	7	0
DS571260	27702	27746	5	0	5	0
DS571260	28448	28576	19	0	24	0
DS571260	29162	29237	25	0	28	0
DS571260	33765	33877	47	0	54	0
DS571260	37291	37349	2	0	5	0
DS571260	37901	38086	293	0	382	0
DS571260	38727	38787	225	0	264	0
DS571260	41166	41223	28	0	25	0
DS571260	42286	42338	4	0	2	0
DS571260	42508	42556	2	0	1	0
DS571261	19772	19823	24	0	19	0
DS571261	28005	28051	33	0	52	0
DS571261	30951	31023	9	0	5	0
DS571261	31611	31666	15	0	18	0
DS571261	33249	33310	64	0	90	0
DS571261	44319	44393	638	0	728	0
DS571261	46021	46064	22	0	11	0
DS571262	13672	13741	53	0	56	0
DS571262	19106	19244	13	0	5	0
DS571263	1077	1136	1	0	1	0
DS571263	1088	1136	15	0	20	0
DS571263	2893	2973	4	0	1	0
DS571263	9171	9230	4	0	8	0
DS571263	9739	9792	33	0	69	0
DS571263	9929	9974	65	0	87	0
DS571263	17099	17167	33	0	41	0
DS571263	21420	21464	36	0	28	0
DS571263	21836	21899	119	0	114	0
DS571263	22505	22550	314	0	389	0
DS571263	33365	33433	176	0	223	0
DS571263	33499	33549	157	0	195	0
DS571264	4824	4883	176	0	196	0
DS571264	4977	5052	15	0	27	0
DS571264	17252	17305	129	0	183	0
DS571264	17566	17619	61	0	45	0
DS571264	37248	37318	17	0	17	0
DS571264	39798	39888	2	0	1	0
DS571264	39953	40055	55	0	68	0
DS571264	40107	40194	15	0	18	0
DS571265	17423	17489	2	0	2	0
DS571265	17569	17642	2	0	4	0
DS571265	19459	19556	32	0	24	0
DS571265	20140	20203	23	0	15	0
DS571265	20483	20531	17	0	20	0
DS571265	20702	20766	10	0	13	0
DS571265	25571	25617	1	0	3	0
DS571265	31101	31142	2	0	1	0
DS571265	31673	31705	1	0	1	0
DS571265	36796	36844	84	0	81	0
DS571266	8292	8399	14	0	12	0
DS571266	15685	15744	46	0	69	0
DS571266	18156	18264	2	0	1	0
DS571266	21408	21464	11	0	15	0
DS571266	25845	25899	458	0	651	0
DS571266	30659	30725	67	0	97	0
DS571266	31106	31157	152	0	195	0
DS571266	31106	31160	1	0	5	0
DS571267	14228	14315	1	0	4	0
DS571267	14934	14992	1	0	1	0
DS571267	15057	15141	1	0	2	0
DS571267	29237	29294	28	0	49	0
DS571267	29681	29728	86	0	92	0
DS571267	37517	37561	63	0	58	0
DS571268	18920	19050	2	0	6	0
DS571268	25081	25225	2	0	4	0
DS571268	38222	38274	1	0	6	0
DS571268	38225	38274	98	0	98	0
DS571268	44878	44934	115	0	109	0
DS571269	18210	18263	33	0	43	0
DS571269	18210	18276	1	0	2	0
DS571270	1923	1968	140	0	141	0
DS571270	12708	12762	6	0	6	0
DS571270	21751	21801	223	0	308	0
DS571270	31042	31094	168	0	220	0
DS571270	32551	32615	69	0	80	0
DS571270	39086	39157	7	0	22	0
DS571270	41387	41433	8	0	13	0
DS571271	13151	13205	4	0	6	0
DS571271	15233	15288	17	0	10	0
DS571271	22998	23069	40	0	35	0
DS571271	27050	27092	7	0	7	0
DS571272	14631	14688	2	0	1	0
DS571272	15575	15621	178	0	178	0
DS571272	16582	16628	28	0	23	0
DS571272	16944	17012	22	0	19	0
DS571272	19137	19186	5	0	6	0
DS571272	21321	21376	2	0	3	0
DS571272	31813	31860	245	0	333	0
DS571272	32259	32314	11	0	9	0
DS571272	42496	42550	6	0	4	0
DS571273	14299	14353	12	0	12	0
DS571273	20163	20215	17	0	17	0
DS571273	20337	20386	10	0	3	0
DS571273	30177	30222	61	0	72	0
DS571273	33731	34002	82	0	110	0
DS571273	33945	34002	1	0	2	0
DS571273	33950	34002	8	0	13	0
DS571273	38166	38212	70	0	71	0
DS571275	6247	6295	1	0	1	0
DS571275	9430	9478	19	0	14	0
DS571275	12722	12771	375	0	395	0
DS571275	13051	13108	379	0	457	0
DS571275	18301	18352	61	0	59	0
DS571275	20276	20337	521	0	660	0
DS571275	22384	22427	4	0	2	0
DS571275	26188	26247	103	0	140	0
DS571275	29103	29150	11	0	12	0
DS571275	30809	30866	45	0	46	0
DS571276	4026	4074	42	0	43	0
DS571276	4026	4081	3	0	1	0
DS571276	4920	4977	13	0	7	0
DS571276	5616	5663	6	0	2	0
DS571276	6591	6691	1	0	1	0
DS571276	14392	14694	8	0	3	0
DS571276	28957	29014	1	0	1	0
DS571276	32395	32469	62	0	74	0
DS571276	33386	33436	220	0	235	0
DS571276	33386	33439	2	0	1	0
DS571276	33526	33627	1	0	2	0
DS571276	33567	33627	224	0	258	0
DS571276	34920	35159	325	0	398	0
DS571276	35244	35357	347	0	394	0
DS571277	13849	13934	1	0	1	0
DS571277	13945	14001	1	0	3	0
DS571277	25521	25579	7	0	3	0
DS571277	25758	25814	45	0	52	0
DS571277	25758	25844	3	0	1	0
DS571277	26181	26231	50	0	56	0
DS571277	26366	26418	47	0	37	0
DS571277	28404	28465	1	0	2	0
DS571277	38690	38891	3	0	3	0
DS571277	41346	41484	68	0	110	0
DS571278	18787	18860	23	0	20	0
DS571278	28816	28868	7	0	4	0
DS571278	29140	29192	13	0	9	0
DS571278	29470	29544	6	0	9	0
DS571278	29640	29692	6	0	5	0
DS571278	31774	31819	19	0	8	0
DS571278	33129	33181	27	0	26	0
DS571278	33947	33991	187	0	214	0
DS571278	34147	34229	123	0	156	0
DS571279	803	851	106	0	134	0
DS571279	803	878	5	0	2	0
DS571279	3649	3694	139	0	126	0
DS571279	10143	10190	16	0	18	0
DS571279	21305	21342	2	0	1	0
DS571279	33622	33675	64	0	63	0
DS571279	35653	35708	3	0	6	0
DS571279	42370	42427	26	0	32	0
DS571280	20399	20452	67	0	58	0
DS571280	21566	21628	33	0	28	0
DS571280	24507	24578	14	0	17	0
DS571280	28506	28552	11	0	4	0
DS571281	6112	6161	145	0	225	0
DS571281	6112	6170	5	0	2	0
DS571281	25453	25500	25	0	17	0
DS571281	25456	25500	1	0	2	0
DS571281	26061	26132	55	0	51	0
DS571282	12682	12729	136	0	171	0
DS571282	26325	26406	14	0	18	0
DS571282	26459	26516	10	0	25	0
DS571283	1513	1575	93	0	129	0
DS571283	3138	3189	3	0	6	0
DS571283	3146	3189	413	0	550	0
DS571283	3357	3407	201	0	170	0
DS571283	29588	29652	1	0	1	0
DS571284	13775	13807	1	0	1	0
DS571284	14889	14935	13	0	25	0
DS571284	15614	15658	10	0	8	0
DS571284	15787	15839	10	0	10	0
DS571284	16110	16161	9	0	5	0
DS571284	16207	16261	10	0	6	0
DS571284	31687	31793	6	0	3	0
DS571284	31765	31821	8	0	14	0
DS571284	31765	31823	5	0	9	0
DS571284	32234	32320	2	0	1	0
DS571284	34062	34177	1	0	1	0
DS571286	26182	26237	21	0	13	0
DS571286	30268	30319	3644	0	5112	0
DS571286	30838	30889	6	0	11	0
DS571286	30838	30897	359	0	361	0
DS571286	31529	31576	10	0	6	0
DS571286	31851	31901	9	0	8	0
DS571286	32063	32139	3	0	8	0
DS571286	32626	32859	978	0	1084	0
DS571287	10231	10353	15	0	17	0
DS571287	12390	12438	69	0	76	0
DS571287	12925	13099	81	0	122	0
DS571287	13244	13396	74	0	88	0
DS571287	27966	28023	2	0	4	0
DS571287	31127	31198	1	0	2	0
DS571287	31152	31198	196	0	303	0
DS571287	37291	37380	7	0	1	0
DS571288	14966	15028	3	0	1	0
DS571288	16820	16884	1	0	3	0
DS571289	24534	24580	41	0	64	0
DS571289	25281	25347	17	0	27	0
DS571290	3286	3337	4	0	5	0
DS571290	26463	26510	3	0	4	0
DS571291	9911	9969	5	0	3	0
DS571291	10327	10385	48	0	61	0
DS571291	10844	10898	27	0	27	0
DS571291	12614	12685	5	0	6	0
DS571291	15559	15610	6	0	8	0
DS571291	15559	15613	45	0	53	0
DS571291	25194	25252	56	0	72	0
DS571291	26088	26142	3	0	6	0
DS571292	15607	15668	42	0	68	0
DS571292	17206	17256	2	0	1	0
DS571292	17206	17280	4	0	1	0
DS571292	17836	17886	4	0	4	0
DS571292	20247	20299	10	0	18	0
DS571292	21086	21130	8	0	11	0
DS571292	21320	21382	9	0	18	0
DS571292	21473	21524	16	0	32	0
DS571292	21624	21673	25	0	44	0
DS571292	24075	24124	87	0	143	0
DS571292	25001	25051	44	0	49	0
DS571292	36252	36380	1	0	5	0
DS571293	9183	9227	11	0	3	0
DS571293	17366	17432	48	0	58	0
DS571293	17875	17924	20	0	34	0
DS571293	18452	18535	22	0	30	0
DS571293	18845	18900	31	0	19	0
DS571293	20434	20497	15	0	18	0
DS571293	32550	32628	476	0	596	0
DS571294	4507	4646	2529	0	2507	0
DS571294	7797	7844	95	0	117	0
DS571294	7992	8040	3	0	3	0
DS571294	7998	8040	464	0	703	0
DS571294	12714	12765	43	0	29	0
DS571294	13533	13584	182	0	137	0
DS571294	13808	13859	173	0	144	0
DS571294	14816	14874	2	0	1	0
DS571294	37067	37118	2	0	2	0
DS571295	15009	15078	116	0	133	0
DS571295	23462	23511	359	0	425	0
DS571295	23566	23608	468	0	584	0
DS571295	23566	23612	4	0	3	0
DS571295	23979	24027	302	0	434	0
DS571295	28579	28632	38	0	37	0
DS571295	36259	36308	137	0	176	0
DS571296	3232	3278	1	0	1	0
DS571296	6615	6773	4	0	3	0
DS571296	10177	10502	69	0	63	0
DS571296	15659	15846	124	0	151	0
DS571296	15927	15983	87	0	121	0
DS571296	16839	16921	188	0	192	0
DS571296	17644	17698	1	0	1	0
DS571296	25257	25331	59	0	55	0
DS571296	27060	27105	47	0	67	0
DS571297	6817	6863	3	0	1	0
DS571297	7182	7248	2	0	4	0
DS571297	8107	8155	5	0	5	0
DS571297	14490	14539	21	0	34	0
DS571297	18051	18112	47	0	44	0
DS571297	22678	22739	3	0	4	0
DS571297	22678	22756	2	0	3	0
DS571297	22678	22761	24	0	53	0
DS571297	24782	24977	29	0	38	0
DS571297	35472	35530	76	0	88	0
DS571298	33296	33580	1	0	1	0
DS571298	33581	33634	1	0	1	0
DS571298	34905	34948	19	0	16	0
DS571299	14602	14669	370	0	560	0
DS571299	25390	25461	65	0	119	0
DS571299	26269	26330	34	0	38	0
DS571299	26712	26782	1	0	1	0
DS571299	33822	33873	32	0	26	0
DS571299	36227	36301	40	0	77	0
DS571299	36254	36301	8	0	8	0
DS571299	36400	36457	55	0	71	0
DS571300	7503	7554	482	0	607	0
DS571301	3166	3224	11	0	3	0
DS571301	23162	23205	13	0	15	0
DS571301	24980	25037	1	0	2	0
DS571301	24986	25037	51	0	74	0
DS571301	25114	25177	54	0	72	0
DS571301	32022	32098	2	0	1	0
DS571302	424	475	2	0	4	0
DS571302	20993	21071	28	0	28	0
DS571302	22597	22655	16	0	12	0
DS571302	22918	22963	7	0	13	0
DS571302	33842	33892	121	0	138	0
DS571303	14262	14337	82	0	76	0
DS571303	17760	17828	13	0	13	0
DS571303	17882	17943	15	0	15	0
DS571303	19638	19692	142	0	124	0
DS571303	19856	19912	94	0	85	0
DS571303	20033	20092	39	0	35	0
DS571303	30966	31041	1	0	2	0
DS571303	30966	31050	7	0	6	0
DS571303	32338	32396	49	0	77	0
DS571304	18935	18989	2	0	1	0
DS571304	21859	21918	421	0	471	0
DS571304	22031	22084	1	0	2	0
DS571304	23601	23651	3	0	11	0
DS571304	24180	24241	9	0	15	0
DS571304	25591	25708	10	0	4	0
DS571304	31362	31413	144	0	216	0
DS571305	6681	6734	43	0	39	0
DS571305	7085	7134	49	0	54	0
DS571305	9101	9144	52	0	46	0
DS571305	9396	9480	19	0	25	0
DS571305	11243	11326	26	0	17	0
DS571305	12274	12326	8	0	14	0
DS571306	5805	5862	60	0	39	0
DS571306	6031	6099	43	0	36	0
DS571306	6295	6354	45	0	42	0
DS571306	7300	7355	5	0	5	0
DS571306	27946	28006	18	0	18	0
DS571307	8368	8416	11	0	10	0
DS571307	9442	9488	60	0	79	0
DS571307	9605	9650	48	0	69	0
DS571307	11310	11366	181	0	201	0
DS571307	28669	28722	88	0	75	0
DS571307	29004	29055	51	0	46	0
DS571307	35078	35121	152	0	154	0
DS571308	6381	6435	2	0	1	0
DS571309	5703	5753	15	0	20	0
DS571309	8789	8838	4	0	9	0
DS571309	11145	11190	2	0	1	0
DS571309	11366	11468	45	0	42	0
DS571309	11377	11468	1	0	1	0
DS571309	21153	21214	18	0	14	0
DS571309	28065	28116	14	0	19	0
DS571310	1530	1582	193	0	171	0
DS571310	8961	9020	158	0	233	0
DS571311	13095	13148	1	0	2	0
DS571311	13810	13876	71	0	66	0
DS571311	14365	14426	139	0	149	0
DS571311	33278	33322	8	0	14	0
DS571311	33566	33629	9	0	14	0
DS571312	7669	7725	121	0	140	0
