scaffold_number	intron_start	intron_end	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)
DS571216	38755	38806	45	63.06937631	94	107.6500229
DS571216	39037	39098	82	114.9264191	115	131.6994961
DS571216	43430	43489	96	134.5480028	87	99.63353184
DS571217	1837	1890	14	19.62158374	18	20.61383417
DS571217	2096	2144	38	53.25858444	23	26.33989922
DS571217	19081	19141	18	25.22775053	32	36.64681631
DS571217	19437	19494	46	64.47091801	70	80.16491067
DS571217	25582	25635	15	21.02312544	13	14.88776913
DS571217	53321	53371	22	30.83391731	24	27.48511223
DS571217	54068	54125	16	22.42466713	6	6.871278058
DS571218	9301	9385	19	26.62929222	22	25.19468621
DS571218	9524	9583	12	16.81850035	22	25.19468621
DS571218	11547	11609	9	12.61387526	13	14.88776913
DS571218	27387	27439	126	176.5942537	116	132.8447091
DS571218	56448	56493	73	102.3125438	62	71.0032066
DS571219	22890	22946	26	36.44008409	18	20.61383417
DS571219	25951	25994	29	40.64470918	59	67.56756757
DS571219	34487	34554	34	47.65241766	28	32.06596427
DS571219	36095	36141	110	154.1695865	123	140.8612002
DS571219	42107	42172	666	933.4267694	963	1102.840128
DS571219	44001	44323	8	11.21233357	10	11.4521301
DS571219	54120	54179	9	12.61387526	14	16.03298213
DS571219	60451	60512	24	33.6370007	18	20.61383417
DS571220	19055	19101	31	43.44779257	34	38.93724233
DS571220	19866	19935	65	91.10021023	113	129.4090701
DS571220	25280	25558	11	15.41695865	11	12.59734311
DS571220	28976	29040	106	148.5634198	121	138.5707742
DS571220	33698	33758	8	11.21233357	6	6.871278058
DS571220	43919	43971	557	780.6587246	688	787.9065506
DS571221	8406	8459	73	102.3125438	92	105.3595969
DS571221	17576	17634	85	119.1310441	79	90.47182776
DS571221	54806	54865	116	162.5788367	197	225.6069629
DS571221	55010	55066	93	130.3433777	153	175.2175905
DS571222	12964	13019	138	193.412754	122	139.7159872
DS571222	19960	20012	18	25.22775053	20	22.90426019
DS571222	21133	21186	13	18.22004205	18	20.61383417
DS571222	24042	24158	574	804.4849334	818	936.7842419
DS571222	36452	36501	557	780.6587246	522	597.801191
DS571222	36748	36794	625	875.9635599	665	761.5666514
DS571222	38325	38378	8	11.21233357	14	16.03298213
DS571222	47330	47387	98	137.3510862	104	119.102153
DS571223	6216	6273	97	135.9495445	153	175.2175905
DS571223	6434	6559	83	116.3279608	92	105.3595969
DS571223	14535	14600	199	278.9067975	210	240.494732
DS571223	16587	16636	29	40.64470918	23	26.33989922
DS571223	17266	17329	9	12.61387526	9	10.30691709
DS571223	17855	17900	100	140.1541696	123	140.8612002
DS571223	30432	30491	19	26.62929222	16	18.32340815
DS571223	37149	37196	11	15.41695865	11	12.59734311
DS571223	50592	50643	12	16.81850035	19	21.75904718
DS571224	17087	17155	391	548.0028031	421	482.134677
DS571224	17493	17544	274	384.0224247	316	361.887311
DS571224	19864	19913	8	11.21233357	15	17.17819514
DS571224	19864	19936	2313	3241.765943	3100	3550.16033
DS571224	47864	47920	8	11.21233357	8	9.161704077
DS571224	51315	51404	129	180.7988788	159	182.0888685
DS571224	53921	53970	135	189.2081289	163	186.6697206
DS571225	7734	7801	37	51.85704275	28	32.06596427
DS571225	16598	16642	59	82.69096006	54	61.84150252
DS571225	36129	36175	79	110.721794	111	127.1186441
DS571225	36482	36550	86	120.5325858	79	90.47182776
DS571225	50468	50516	106	148.5634198	112	128.2638571
DS571226	14226	14290	42	58.86475123	43	49.24415941
DS571226	15124	15176	175	245.2697968	222	254.2372881
DS571226	27278	27365	423	592.8521374	501	573.7517178
DS571226	27467	27559	288	403.6440084	305	349.2899679
DS571226	28961	29010	111	155.5711282	89	101.9239579
DS571226	29838	29891	14	19.62158374	21	24.0494732
DS571226	31308	31363	10	14.01541696	23	26.33989922
DS571227	7273	7341	142	199.0189208	180	206.1383417
DS571227	7814	7895	308	431.6748423	499	571.4612918
DS571227	12380	12448	14	19.62158374	17	19.46862116
DS571227	13005	13078	195	273.3006307	227	259.9633532
DS571227	16516	16571	130	182.2004205	149	170.6367384
DS571227	22831	22889	62	86.89558514	115	131.6994961
DS571227	22986	23046	68	95.30483532	133	152.3133303
DS571227	23488	23550	258	361.5977575	350	400.8245534
DS571227	26191	26232	14	19.62158374	15	17.17819514
DS571227	27431	27482	12	16.81850035	8	9.161704077
DS571227	40635	40714	12	16.81850035	15	17.17819514
DS571227	42008	42053	113	158.3742116	140	160.3298213
DS571227	44772	44822	17	23.82620883	28	32.06596427
DS571227	52588	52731	25	35.0385424	36	41.22766835
DS571227	53344	53400	145	203.2235459	181	207.2835547
DS571227	53495	53595	238	333.5669236	365	418.0027485
DS571227	55638	55689	18	25.22775053	10	11.4521301
DS571228	16800	16944	135	189.2081289	92	105.3595969
DS571228	19507	19582	12	16.81850035	18	20.61383417
DS571228	46136	46181	1085	1520.67274	1585	1815.16262
DS571228	46803	46858	34	47.65241766	30	34.35639029
DS571228	49986	50051	50	70.07708479	42	48.0989464
DS571229	11600	11659	25	35.0385424	32	36.64681631
DS571229	12458	12527	34	47.65241766	17	19.46862116
DS571229	16938	16987	340	476.5241766	368	421.4383875
DS571229	33037	33095	125	175.192712	101	115.666514
DS571229	33847	33894	81	113.5248774	102	116.811727
DS571230	13079	13137	75	105.1156272	101	115.666514
DS571230	24475	24535	38	53.25858444	42	48.0989464
DS571230	29520	29565	183	256.4821303	205	234.768667
DS571230	29780	29833	343	480.7288017	476	545.1213926
DS571230	31366	31416	61	85.49404345	113	129.4090701
DS571230	43145	43193	24	33.6370007	43	49.24415941
DS571230	50325	50383	5	7.007708479	18	20.61383417
DS571231	17398	17481	20	28.03083392	27	30.92075126
DS571231	36485	36534	18	25.22775053	15	17.17819514
DS571231	42360	42496	72	100.9110021	44	50.38937242
DS571231	51003	51058	57	79.88787666	71	81.31012368
DS571231	51479	51535	110	154.1695865	91	104.2143839
DS571232	10038	10085	9	12.61387526	15	17.17819514
DS571232	16956	17002	83	116.3279608	93	106.5048099
DS571232	33501	33555	107	149.9649615	114	130.5542831
DS571232	39164	39215	51	71.47862649	86	98.48831883
DS571232	40262	40379	88	123.3356692	60	68.71278058
DS571232	41687	41789	16	22.42466713	18	20.61383417
DS571232	49232	49294	57	79.88787666	64	73.29363262
DS571233	9715	9763	65	91.10021023	85	97.34310582
DS571233	12200	12255	12	16.81850035	7	8.016491067
DS571233	23867	23913	68	95.30483532	55	62.98671553
DS571233	29439	29493	44	61.66783462	55	62.98671553
DS571233	31196	31368	45	63.06937631	33	37.79202932
DS571233	33475	33528	146	204.6250876	201	230.1878149
DS571233	37721	37831	54	75.68325158	68	77.87448465
DS571233	38043	38088	83	116.3279608	82	93.90746679
DS571233	38717	38785	92	128.941836	79	90.47182776
DS571234	30734	30777	13	18.22004205	13	14.88776913
DS571234	33367	33411	9	12.61387526	23	26.33989922
DS571234	33412	33456	10	14.01541696	29	33.21117728
DS571234	33478	33522	8	11.21233357	23	26.33989922
DS571234	36666	36689	11	15.41695865	31	35.5016033
DS571235	25194	25248	41	57.46320953	25	28.63032524
DS571235	28935	28984	27	37.84162579	20	22.90426019
DS571235	31777	31909	9	12.61387526	26	29.77553825
DS571235	32896	32948	11	15.41695865	16	18.32340815
DS571235	35358	35405	7	9.810791871	12	13.74255612
DS571235	43902	43960	232	325.1576734	302	345.8543289
DS571235	44434	44493	36	50.45550105	30	34.35639029
DS571235	45538	45589	30	42.04625088	38	43.51809437
DS571235	45942	46005	43	60.26629292	54	61.84150252
DS571235	48691	48746	83	116.3279608	72	82.45533669
DS571235	51160	51220	20	28.03083392	30	34.35639029
DS571235	51295	51347	24	33.6370007	37	42.37288136
DS571236	9072	9140	8	11.21233357	10	11.4521301
DS571236	9267	9327	11	15.41695865	12	13.74255612
DS571236	21369	21420	83	116.3279608	107	122.537792
DS571236	22688	22739	23	32.235459	19	21.75904718
DS571237	12955	13006	5	7.007708479	6	6.871278058
DS571237	14526	14592	50	70.07708479	55	62.98671553
DS571237	21658	21725	61	85.49404345	54	61.84150252
DS571237	53195	53244	10	14.01541696	7	8.016491067
DS571238	4462	4521	33	46.25087596	28	32.06596427
DS571238	16957	17007	182	255.0805886	229	262.2537792
DS571238	21451	21515	45	63.06937631	90	103.0691709
DS571238	34333	34382	39	54.66012614	39	44.66330738
DS571238	35550	35598	7	9.810791871	19	21.75904718
DS571239	2570	2671	619	867.5543097	862	987.1736143
DS571239	2921	3044	349	489.1380519	442	506.1841503
DS571239	3551	3608	184	257.883672	228	261.1085662
DS571239	13796	13842	171	239.66363	255	292.0293175
DS571239	49018	49067	213	298.5283812	202	231.3330279
DS571240	19018	19078	10	14.01541696	7	8.016491067
DS571240	19809	19867	65	91.10021023	73	83.6005497
DS571240	21423	21470	167	234.0574632	179	204.9931287
DS571240	41599	41648	24	33.6370007	35	40.08245534
DS571240	41809	41859	11	15.41695865	26	29.77553825
DS571240	41986	42043	6	8.409250175	8	9.161704077
DS571241	6783	6834	25	35.0385424	46	52.67979844
DS571241	11044	11103	29	40.64470918	36	41.22766835
DS571241	13680	13733	19	26.62929222	8	9.161704077
DS571241	32365	32420	15	21.02312544	13	14.88776913
DS571241	34956	35010	10	14.01541696	8	9.161704077
DS571241	36207	36254	177	248.0728802	240	274.8511223
DS571241	41879	41941	7	9.810791871	10	11.4521301
DS571242	13021	13083	28	39.24316748	29	33.21117728
DS571242	13799	13849	17	23.82620883	22	25.19468621
DS571242	13939	13986	37	51.85704275	23	26.33989922
DS571242	17031	17084	69	96.70637701	110	125.9734311
DS571242	36657	36725	13	18.22004205	14	16.03298213
DS571242	38862	38912	21	29.43237561	17	19.46862116
DS571242	43607	43668	6	8.409250175	8	9.161704077
DS571242	45665	45802	60	84.09250175	51	58.40586349
DS571242	46030	46077	178	249.4744219	169	193.5409986
DS571242	47762	47820	153	214.4358795	185	211.8644068
DS571242	47943	47993	65	91.10021023	99	113.376088
DS571243	4356	4420	25	35.0385424	34	38.93724233
DS571243	6295	6345	47	65.87245971	61	69.85799359
DS571243	7384	7468	82	114.9264191	77	88.18140174
DS571243	9222	9277	36	50.45550105	45	51.53458543
DS571243	9916	9966	87	121.9341275	95	108.7952359
DS571243	10029	10075	76	106.5171689	76	87.03618873
DS571243	14168	14229	13	18.22004205	11	12.59734311
DS571243	36310	36368	50	70.07708479	54	61.84150252
DS571243	50098	50151	64	89.69866854	71	81.31012368
DS571243	50293	50340	44	61.66783462	69	79.01969766
DS571243	50611	50661	68	95.30483532	50	57.26065048
DS571244	38443	38501	124	173.7911703	111	127.1186441
DS571244	41968	42100	912	1278.206027	1228	1406.321576
DS571244	45365	45480	121	169.5865452	122	139.7159872
DS571245	5566	5627	5	7.007708479	7	8.016491067
DS571245	5852	5986	11	15.41695865	8	9.161704077
DS571245	10911	10959	10	14.01541696	29	33.21117728
DS571245	32074	32120	6	8.409250175	10	11.4521301
DS571245	32635	32692	26	36.44008409	29	33.21117728
DS571246	9910	9971	798	1118.430273	962	1101.694915
DS571246	16787	16841	87	121.9341275	106	121.392579
DS571246	17251	17310	162	227.0497547	187	214.1548328
DS571246	33935	33983	86	120.5325858	108	123.683005
DS571246	41921	41985	41	57.46320953	53	60.69628951
DS571247	19969	20027	85	119.1310441	95	108.7952359
DS571247	20728	20836	33	46.25087596	21	24.0494732
DS571247	23643	23718	121	169.5865452	99	113.376088
DS571247	32871	32965	7	9.810791871	9	10.30691709
DS571247	32871	32970	310	434.4779257	373	427.1644526
DS571248	14743	14819	12	16.81850035	17	19.46862116
DS571248	16094	16150	15	21.02312544	12	13.74255612
DS571248	16400	16441	17	23.82620883	19	21.75904718
DS571248	26726	26780	23	32.235459	26	29.77553825
DS571248	31147	31242	789	1105.816398	1112	1273.476867
DS571249	9002	9065	8	11.21233357	13	14.88776913
DS571249	9093	9140	10	14.01541696	17	19.46862116
DS571249	9652	9707	5	7.007708479	6	6.871278058
DS571249	35031	35087	20	28.03083392	15	17.17819514
DS571249	40025	40065	72	100.9110021	108	123.683005
DS571250	29586	29645	8	11.21233357	12	13.74255612
DS571250	29841	29909	8	11.21233357	19	21.75904718
DS571250	37547	37606	151	211.6327961	198	226.7521759
DS571250	41228	41286	28	39.24316748	33	37.79202932
DS571250	48077	48138	1059	1484.232656	1108	1268.896015
DS571252	32095	32141	9	12.61387526	14	16.03298213
DS571252	35700	36077	21	29.43237561	19	21.75904718
DS571253	1290	1341	5	7.007708479	7	8.016491067
DS571253	5325	5399	44	61.66783462	42	48.0989464
DS571253	5958	6016	26	36.44008409	29	33.21117728
DS571253	6135	6178	11	15.41695865	21	24.0494732
DS571253	20694	20750	78	109.3202523	95	108.7952359
DS571253	40554	40614	111	155.5711282	125	143.1516262
DS571254	2266	2323	58	81.28941836	46	52.67979844
DS571254	5773	5830	47	65.87245971	50	57.26065048
DS571254	13319	13372	1152	1614.576034	1186	1358.222629
DS571254	22218	22295	14	19.62158374	18	20.61383417
DS571254	22823	22878	315	441.4856342	384	439.7617957
DS571254	27877	27928	13	18.22004205	10	11.4521301
DS571254	37666	37712	32	44.84933427	52	59.5510765
DS571255	18762	18823	97	135.9495445	109	124.828218
DS571255	19387	19445	105	147.1618781	91	104.2143839
DS571255	27809	27865	22	30.83391731	30	34.35639029
DS571255	28638	28687	5	7.007708479	6	6.871278058
DS571256	16973	17031	775	1086.194814	1156	1323.866239
DS571256	22242	22311	192	269.0960056	247	282.8676134
DS571256	31075	31126	20	28.03083392	15	17.17819514
DS571256	34937	35002	10	14.01541696	18	20.61383417
DS571256	35311	35358	24	33.6370007	24	27.48511223
DS571256	35732	35797	277	388.2270498	354	405.4054054
DS571256	35951	36009	66	92.50175193	56	64.13192854
DS571256	38003	38055	14	19.62158374	14	16.03298213
DS571257	5168	5221	74	103.7140855	61	69.85799359
DS571257	5395	5485	61	85.49404345	74	84.74576271
DS571257	5607	5673	71	99.50946041	109	124.828218
DS571257	14864	14927	47	65.87245971	80	91.61704077
DS571257	27007	27058	6	8.409250175	10	11.4521301
DS571257	27141	27192	6	8.409250175	7	8.016491067
DS571257	42461	42532	87	121.9341275	73	83.6005497
DS571259	2155	2211	67	93.90329362	100	114.521301
DS571259	33098	33147	160	224.2466713	163	186.6697206
DS571259	33289	33345	67	93.90329362	67	76.72927164
DS571259	39707	39757	7	9.810791871	7	8.016491067
DS571260	16034	16089	5	7.007708479	7	8.016491067
DS571260	17866	18089	21	29.43237561	19	21.75904718
DS571260	18217	18282	31	43.44779257	41	46.95373339
DS571260	28448	28576	19	26.62929222	24	27.48511223
DS571260	29162	29237	25	35.0385424	28	32.06596427
DS571260	33765	33877	47	65.87245971	54	61.84150252
DS571260	37901	38086	293	410.6517169	382	437.4713697
DS571260	38727	38787	225	315.3468816	264	302.3362345
DS571260	41166	41223	28	39.24316748	25	28.63032524
DS571261	19772	19823	24	33.6370007	19	21.75904718
DS571261	28005	28051	33	46.25087596	52	59.5510765
DS571261	31611	31666	15	21.02312544	18	20.61383417
DS571261	33249	33310	64	89.69866854	90	103.0691709
DS571261	44319	44393	638	894.183602	728	833.715071
DS571261	46021	46064	22	30.83391731	11	12.59734311
DS571262	13672	13741	53	74.28170988	56	64.13192854
DS571263	1088	1136	15	21.02312544	20	22.90426019
DS571263	9739	9792	33	46.25087596	69	79.01969766
DS571263	9929	9974	65	91.10021023	87	99.63353184
DS571263	17099	17167	33	46.25087596	41	46.95373339
DS571263	21420	21464	36	50.45550105	28	32.06596427
DS571263	21836	21899	119	166.7834618	114	130.5542831
DS571263	22505	22550	314	440.0840925	389	445.4878607
DS571263	33365	33433	176	246.6713385	223	255.3825011
DS571263	33499	33549	157	220.0420463	195	223.3165369
DS571264	4824	4883	176	246.6713385	196	224.4617499
DS571264	4977	5052	15	21.02312544	27	30.92075126
DS571264	17252	17305	129	180.7988788	183	209.5739808
DS571264	17566	17619	61	85.49404345	45	51.53458543
DS571264	37248	37318	17	23.82620883	17	19.46862116
DS571264	39953	40055	55	77.08479327	68	77.87448465
DS571264	40107	40194	15	21.02312544	18	20.61383417
DS571265	19459	19556	32	44.84933427	24	27.48511223
DS571265	20140	20203	23	32.235459	15	17.17819514
DS571265	20483	20531	17	23.82620883	20	22.90426019
DS571265	20702	20766	10	14.01541696	13	14.88776913
DS571265	36796	36844	84	117.7295025	81	92.76225378
DS571266	8292	8399	14	19.62158374	12	13.74255612
DS571266	15685	15744	46	64.47091801	69	79.01969766
DS571266	21408	21464	11	15.41695865	15	17.17819514
DS571266	25845	25899	458	641.9060967	651	745.5336693
DS571266	30659	30725	67	93.90329362	97	111.0856619
DS571266	31106	31157	152	213.0343378	195	223.3165369
DS571267	29237	29294	28	39.24316748	49	56.11543747
DS571267	29681	29728	86	120.5325858	92	105.3595969
DS571267	37517	37561	63	88.29712684	58	66.42235456
DS571268	38225	38274	98	137.3510862	98	112.2308749
DS571268	44878	44934	115	161.177295	109	124.828218
DS571269	18210	18263	33	46.25087596	43	49.24415941
DS571270	1923	1968	140	196.2158374	141	161.4750344
DS571270	12708	12762	6	8.409250175	6	6.871278058
DS571270	21751	21801	223	312.5437982	308	352.725607
DS571270	31042	31094	168	235.4590049	220	251.9468621
DS571270	32551	32615	69	96.70637701	80	91.61704077
DS571270	39086	39157	7	9.810791871	22	25.19468621
DS571270	41387	41433	8	11.21233357	13	14.88776913
DS571271	15233	15288	17	23.82620883	10	11.4521301
DS571271	22998	23069	40	56.06166783	35	40.08245534
DS571271	27050	27092	7	9.810791871	7	8.016491067
DS571272	15575	15621	178	249.4744219	178	203.8479157
DS571272	16582	16628	28	39.24316748	23	26.33989922
DS571272	16944	17012	22	30.83391731	19	21.75904718
DS571272	19137	19186	5	7.007708479	6	6.871278058
DS571272	31813	31860	245	343.3777155	333	381.3559322
DS571272	32259	32314	11	15.41695865	9	10.30691709
DS571273	14299	14353	12	16.81850035	12	13.74255612
DS571273	20163	20215	17	23.82620883	17	19.46862116
DS571273	30177	30222	61	85.49404345	72	82.45533669
DS571273	33731	34002	82	114.9264191	110	125.9734311
DS571273	33950	34002	8	11.21233357	13	14.88776913
DS571273	38166	38212	70	98.10791871	71	81.31012368
DS571275	9430	9478	19	26.62929222	14	16.03298213
DS571275	12722	12771	375	525.5781359	395	452.3591388
DS571275	13051	13108	379	531.1843027	457	523.3623454
DS571275	18301	18352	61	85.49404345	59	67.56756757
DS571275	20276	20337	521	730.2032235	660	755.8405863
DS571275	26188	26247	103	144.3587947	140	160.3298213
DS571275	29103	29150	11	15.41695865	12	13.74255612
DS571275	30809	30866	45	63.06937631	46	52.67979844
DS571276	4026	4074	42	58.86475123	43	49.24415941
DS571276	4920	4977	13	18.22004205	7	8.016491067
DS571276	32395	32469	62	86.89558514	74	84.74576271
DS571276	33386	33436	220	308.3391731	235	269.1250573
DS571276	33567	33627	224	313.9453399	258	295.4649565
DS571276	34920	35159	325	455.5010512	398	455.7947778
DS571276	35244	35357	347	486.3349685	394	451.2139258
DS571277	25758	25814	45	63.06937631	52	59.5510765
DS571277	26181	26231	50	70.07708479	56	64.13192854
DS571277	26366	26418	47	65.87245971	37	42.37288136
DS571277	41346	41484	68	95.30483532	110	125.9734311
DS571278	18787	18860	23	32.235459	20	22.90426019
DS571278	29140	29192	13	18.22004205	9	10.30691709
DS571278	29470	29544	6	8.409250175	9	10.30691709
DS571278	31774	31819	19	26.62929222	8	9.161704077
DS571278	33129	33181	27	37.84162579	26	29.77553825
DS571278	33947	33991	187	262.0882971	214	245.0755841
DS571278	34147	34229	123	172.3896286	156	178.6532295
DS571279	803	851	106	148.5634198	134	153.4585433
DS571279	3649	3694	139	194.8142957	126	144.2968392
DS571279	10143	10190	16	22.42466713	18	20.61383417
DS571279	33622	33675	64	89.69866854	63	72.14841961
DS571279	42370	42427	26	36.44008409	32	36.64681631
DS571280	20399	20452	67	93.90329362	58	66.42235456
DS571280	21566	21628	33	46.25087596	28	32.06596427
DS571280	24507	24578	14	19.62158374	17	19.46862116
DS571281	6112	6161	145	203.2235459	225	257.6729272
DS571281	25453	25500	25	35.0385424	17	19.46862116
DS571281	26061	26132	55	77.08479327	51	58.40586349
DS571282	12682	12729	136	190.6096706	171	195.8314246
DS571282	26325	26406	14	19.62158374	18	20.61383417
DS571282	26459	26516	10	14.01541696	25	28.63032524
DS571283	1513	1575	93	130.3433777	129	147.7324782
DS571283	3146	3189	413	578.8367204	550	629.8671553
DS571283	3357	3407	201	281.7098809	170	194.6862116
DS571284	14889	14935	13	18.22004205	25	28.63032524
DS571284	15614	15658	10	14.01541696	8	9.161704077
DS571284	15787	15839	10	14.01541696	10	11.4521301
DS571284	16207	16261	10	14.01541696	6	6.871278058
DS571284	31765	31821	8	11.21233357	14	16.03298213
DS571284	31765	31823	5	7.007708479	9	10.30691709
DS571286	26182	26237	21	29.43237561	13	14.88776913
DS571286	30268	30319	3644	5107.21794	5112	5854.328905
DS571286	30838	30889	6	8.409250175	11	12.59734311
DS571286	30838	30897	359	503.1534688	361	413.4218965
DS571286	31529	31576	10	14.01541696	6	6.871278058
DS571286	31851	31901	9	12.61387526	8	9.161704077
DS571286	32626	32859	978	1370.707779	1084	1241.410902
DS571287	10231	10353	15	21.02312544	17	19.46862116
DS571287	12390	12438	69	96.70637701	76	87.03618873
DS571287	12925	13099	81	113.5248774	122	139.7159872
DS571287	13244	13396	74	103.7140855	88	100.7787448
DS571287	31152	31198	196	274.7021724	303	346.9995419
DS571289	24534	24580	41	57.46320953	64	73.29363262
DS571289	25281	25347	17	23.82620883	27	30.92075126
DS571291	10327	10385	48	67.2740014	61	69.85799359
DS571291	10844	10898	27	37.84162579	27	30.92075126
DS571291	12614	12685	5	7.007708479	6	6.871278058
DS571291	15559	15610	6	8.409250175	8	9.161704077
DS571291	15559	15613	45	63.06937631	53	60.69628951
DS571291	25194	25252	56	78.48633497	72	82.45533669
DS571292	15607	15668	42	58.86475123	68	77.87448465
DS571292	20247	20299	10	14.01541696	18	20.61383417
DS571292	21086	21130	8	11.21233357	11	12.59734311
DS571292	21320	21382	9	12.61387526	18	20.61383417
DS571292	21473	21524	16	22.42466713	32	36.64681631
DS571292	21624	21673	25	35.0385424	44	50.38937242
DS571292	24075	24124	87	121.9341275	143	163.7654604
DS571292	25001	25051	44	61.66783462	49	56.11543747
DS571293	17366	17432	48	67.2740014	58	66.42235456
DS571293	17875	17924	20	28.03083392	34	38.93724233
DS571293	18452	18535	22	30.83391731	30	34.35639029
DS571293	18845	18900	31	43.44779257	19	21.75904718
DS571293	20434	20497	15	21.02312544	18	20.61383417
DS571293	32550	32628	476	667.1338472	596	682.5469537
DS571294	4507	4646	2529	3544.498949	2507	2871.049015
DS571294	7797	7844	95	133.1464611	117	133.9899221
DS571294	7998	8040	464	650.3153469	703	805.0847458
DS571294	12714	12765	43	60.26629292	29	33.21117728
DS571294	13533	13584	182	255.0805886	137	156.8941823
DS571294	13808	13859	173	242.4667134	144	164.9106734
DS571295	15009	15078	116	162.5788367	133	152.3133303
DS571295	23462	23511	359	503.1534688	425	486.7155291
DS571295	23566	23608	468	655.9215137	584	668.8043976
DS571295	23979	24027	302	423.2655922	434	497.0224462
DS571295	28579	28632	38	53.25858444	37	42.37288136
DS571295	36259	36308	137	192.0112123	176	201.5574897
DS571296	10177	10502	69	96.70637701	63	72.14841961
DS571296	15659	15846	124	173.7911703	151	172.9271645
DS571296	15927	15983	87	121.9341275	121	138.5707742
DS571296	16839	16921	188	263.4898388	192	219.8808978
DS571296	25257	25331	59	82.69096006	55	62.98671553
DS571296	27060	27105	47	65.87245971	67	76.72927164
DS571297	14490	14539	21	29.43237561	34	38.93724233
DS571297	18051	18112	47	65.87245971	44	50.38937242
DS571297	22678	22761	24	33.6370007	53	60.69628951
DS571297	24782	24977	29	40.64470918	38	43.51809437
DS571297	35472	35530	76	106.5171689	88	100.7787448
DS571298	34905	34948	19	26.62929222	16	18.32340815
DS571299	14602	14669	370	518.5704275	560	641.3192854
DS571299	25390	25461	65	91.10021023	119	136.2803481
DS571299	26269	26330	34	47.65241766	38	43.51809437
DS571299	33822	33873	32	44.84933427	26	29.77553825
DS571299	36227	36301	40	56.06166783	77	88.18140174
DS571299	36254	36301	8	11.21233357	8	9.161704077
DS571299	36400	36457	55	77.08479327	71	81.31012368
DS571300	7503	7554	482	675.5430974	607	695.1442968
DS571301	23162	23205	13	18.22004205	15	17.17819514
DS571301	24986	25037	51	71.47862649	74	84.74576271
DS571301	25114	25177	54	75.68325158	72	82.45533669
DS571302	20993	21071	28	39.24316748	28	32.06596427
DS571302	22597	22655	16	22.42466713	12	13.74255612
DS571302	22918	22963	7	9.810791871	13	14.88776913
DS571302	33842	33892	121	169.5865452	138	158.0393953
DS571303	14262	14337	82	114.9264191	76	87.03618873
DS571303	17760	17828	13	18.22004205	13	14.88776913
DS571303	17882	17943	15	21.02312544	15	17.17819514
DS571303	19638	19692	142	199.0189208	124	142.0064132
DS571303	19856	19912	94	131.7449194	85	97.34310582
DS571303	20033	20092	39	54.66012614	35	40.08245534
DS571303	30966	31050	7	9.810791871	6	6.871278058
DS571303	32338	32396	49	68.6755431	77	88.18140174
DS571304	21859	21918	421	590.049054	471	539.3953275
DS571304	24180	24241	9	12.61387526	15	17.17819514
DS571304	31362	31413	144	201.8220042	216	247.3660101
DS571305	6681	6734	43	60.26629292	39	44.66330738
DS571305	7085	7134	49	68.6755431	54	61.84150252
DS571305	9101	9144	52	72.88016819	46	52.67979844
DS571305	9396	9480	19	26.62929222	25	28.63032524
DS571305	11243	11326	26	36.44008409	17	19.46862116
DS571305	12274	12326	8	11.21233357	14	16.03298213
DS571306	5805	5862	60	84.09250175	39	44.66330738
DS571306	6031	6099	43	60.26629292	36	41.22766835
DS571306	6295	6354	45	63.06937631	42	48.0989464
DS571306	27946	28006	18	25.22775053	18	20.61383417
DS571307	8368	8416	11	15.41695865	10	11.4521301
DS571307	9442	9488	60	84.09250175	79	90.47182776
DS571307	9605	9650	48	67.2740014	69	79.01969766
DS571307	11310	11366	181	253.679047	201	230.1878149
DS571307	28669	28722	88	123.3356692	75	85.89097572
DS571307	29004	29055	51	71.47862649	46	52.67979844
DS571307	35078	35121	152	213.0343378	154	176.3628035
DS571309	5703	5753	15	21.02312544	20	22.90426019
DS571309	11366	11468	45	63.06937631	42	48.0989464
DS571309	21153	21214	18	25.22775053	14	16.03298213
DS571309	28065	28116	14	19.62158374	19	21.75904718
DS571310	1530	1582	193	270.4975473	171	195.8314246
DS571310	8961	9020	158	221.4435879	233	266.8346312
DS571311	13810	13876	71	99.50946041	66	75.58405863
DS571311	14365	14426	139	194.8142957	149	170.6367384
DS571311	33278	33322	8	11.21233357	14	16.03298213
DS571311	33566	33629	9	12.61387526	14	16.03298213
DS571312	7669	7725	121	169.5865452	140	160.3298213
DS571312	14999	15032	16	22.42466713	14	16.03298213
DS571313	7623	7684	358	501.7519271	507	580.6229959
DS571313	8313	8369	406	569.0259285	411	470.682547
DS571313	9128	9185	131	183.6019622	115	131.6994961
DS571313	9544	9604	19	26.62929222	8	9.161704077
DS571313	13398	13551	570	798.8787666	766	877.2331654
DS571313	26929	27042	5	7.007708479	11	12.59734311
DS571313	26929	27156	12	16.81850035	23	26.33989922
DS571313	26983	27096	9	12.61387526	16	18.32340815
DS571313	27680	27725	14	19.62158374	11	12.59734311
DS571313	27872	27938	7	9.810791871	7	8.016491067
DS571314	6965	7017	9	12.61387526	19	21.75904718
DS571314	7261	7325	17	23.82620883	13	14.88776913
DS571314	11288	11620	5	7.007708479	11	12.59734311
DS571314	11344	11454	111	155.5711282	164	187.8149336
DS571314	11344	11565	15	21.02312544	19	21.75904718
DS571314	11439	11549	31	43.44779257	52	59.5510765
DS571314	30271	30335	128	179.3973371	123	140.8612002
DS571314	34931	34989	11	15.41695865	8	9.161704077
