scaffold_number	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)
DS571224	16026	16073	18	26.1627907	15	26.42706131
DS571224	17087	17155	310	450.5813953	361	636.0112755
DS571224	17493	17544	238	345.9302326	89	156.8005638
DS571224	19864	19913	60	87.20930233	30	52.85412262
DS571224	19864	19936	3227	4690.406977	2072	3650.458069
DS571224	51315	51404	103	149.7093023	5	8.809020437
DS571224	53921	53970	127	184.5930233	144	253.6997886
DS571225	7734	7801	21	30.52325581	18	31.71247357
DS571225	16598	16642	75	109.0116279	68	119.8026779
DS571225	36129	36175	150	218.0232558	23	40.52149401
DS571225	36482	36550	95	138.0813953	41	72.23396758
DS571225	50468	50516	169	245.6395349	62	109.2318534
DS571226	14226	14290	16	23.25581395	8	14.0944327
DS571226	15124	15176	205	297.9651163	107	188.5130374
DS571226	27278	27365	420	610.4651163	245	431.6420014
DS571226	27467	27559	260	377.9069767	182	320.6483439
DS571226	28961	29010	131	190.4069767	55	96.89922481
DS571226	29838	29891	45	65.40697674	47	82.80479211
DS571227	7273	7341	162	235.4651163	111	195.5602537
DS571227	7814	7895	351	510.1744186	159	280.1268499
DS571227	12380	12448	21	30.52325581	36	63.42494715
DS571227	13005	13078	576	837.2093023	296	521.4940099
DS571227	16516	16571	155	225.2906977	156	274.8414376
DS571227	22831	22889	99	143.8953488	105	184.9894292
DS571227	22986	23046	107	155.5232558	119	209.6546864
DS571227	23488	23550	206	299.4186047	224	394.6441156
DS571227	26191	26232	22	31.97674419	7	12.33262861
DS571227	27431	27482	23	33.43023256	8	14.0944327
DS571227	40635	40714	21	30.52325581	5	8.809020437
DS571227	42008	42053	63	91.56976744	92	162.085976
DS571227	44772	44822	6	8.720930233	7	12.33262861
DS571227	52588	52731	18	26.1627907	8	14.0944327
DS571227	53187	54006	10	14.53488372	4	7.04721635
DS571227	53344	53400	127	184.5930233	156	274.8414376
DS571227	53495	53595	209	303.7790698	236	415.7857646
DS571227	54108	54249	9	13.08139535	4	7.04721635
DS571227	55638	55689	11	15.98837209	13	22.90345314
DS571228	15494	15564	7	10.1744186	10	17.61804087
DS571228	16800	16944	88	127.9069767	14	24.66525722
DS571228	19507	19582	18	26.1627907	6	10.57082452
DS571228	46136	46181	622	904.0697674	644	1134.601832
DS571229	11600	11659	21	30.52325581	17	29.95066949
DS571229	12458	12527	23	33.43023256	6	10.57082452
DS571229	16938	16987	263	382.2674419	325	572.5863284
DS571229	21627	21653	5	7.26744186	5	8.809020437
DS571229	33037	33095	91	132.2674419	104	183.2276251
DS571229	33847	33894	68	98.8372093	18	31.71247357
DS571230	13079	13137	74	107.5581395	5	8.809020437
DS571230	24475	24535	54	78.48837209	77	135.6589147
DS571230	29520	29565	191	277.6162791	230	405.2149401
DS571230	29780	29833	409	594.4767442	256	451.0218464
DS571230	31366	31416	52	75.58139535	61	107.4700493
DS571230	43145	43193	38	55.23255814	45	79.28118393
DS571230	50325	50383	41	59.59302326	67	118.0408739
DS571231	36485	36534	12	17.44186047	11	19.37984496
DS571231	42360	42496	74	107.5581395	77	135.6589147
DS571231	51003	51058	70	101.744186	63	110.9936575
DS571231	51479	51535	123	178.7790698	69	121.564482
DS571232	16956	17002	76	110.4651163	24	42.2832981
DS571232	33501	33555	87	126.4534884	29	51.09231853
DS571232	39164	39215	54	78.48837209	22	38.75968992
DS571232	40262	40379	51	74.12790698	26	45.80690627
DS571232	41687	41789	23	33.43023256	19	33.47427766
DS571232	49232	49294	63	91.56976744	27	47.56871036
DS571233	9715	9763	46	66.86046512	38	66.94855532
DS571233	12200	12255	6	8.720930233	7	12.33262861
DS571233	23867	23913	42	61.04651163	44	77.51937984
DS571233	29439	29493	54	78.48837209	15	26.42706131
DS571233	31196	31368	26	37.79069767	22	38.75968992
DS571233	33475	33528	120	174.4186047	99	174.4186047
DS571233	37721	37831	90	130.8139535	85	149.7533474
DS571233	38043	38088	135	196.2209302	81	142.7061311
DS571233	38717	38785	115	167.1511628	105	184.9894292
DS571233	41043	41117	8	11.62790698	9	15.85623679
DS571234	30734	30777	8	11.62790698	11	19.37984496
DS571234	33367	33411	12	17.44186047	19	33.47427766
DS571234	33412	33456	20	29.06976744	13	22.90345314
DS571234	33478	33522	8	11.62790698	9	15.85623679
DS571235	25194	25248	22	31.97674419	14	24.66525722
DS571235	28935	28984	35	50.87209302	6	10.57082452
DS571235	31777	31909	17	24.70930233	26	45.80690627
DS571235	32896	32948	22	31.97674419	29	51.09231853
DS571235	43902	43960	152	220.9302326	166	292.4594785
DS571235	44434	44493	12	17.44186047	34	59.90133897
DS571235	45538	45589	17	24.70930233	7	12.33262861
DS571235	45942	46005	46	66.86046512	6	10.57082452
DS571235	48691	48746	63	91.56976744	50	88.09020437
DS571235	51295	51347	26	37.79069767	4	7.04721635
DS571236	21369	21420	54	78.48837209	89	156.8005638
DS571236	22688	22739	18	26.1627907	12	21.14164905
DS571237	14526	14592	69	100.2906977	58	102.1846371
DS571237	21658	21725	78	113.372093	9	15.85623679
DS571237	53195	53244	11	15.98837209	17	29.95066949
DS571238	16957	17007	173	251.4534884	125	220.2255109
DS571238	21451	21515	122	177.3255814	125	220.2255109
DS571238	34333	34382	44	63.95348837	34	59.90133897
DS571238	35550	35598	19	27.61627907	11	19.37984496
DS571239	2570	2671	535	777.6162791	254	447.4982382
DS571239	2921	3044	295	428.7790698	218	384.0732911
DS571239	3551	3608	173	251.4534884	241	424.5947851
DS571239	13796	13842	125	181.6860465	176	310.0775194
DS571239	49018	49067	186	270.3488372	55	96.89922481
DS571240	19018	19078	17	24.70930233	6	10.57082452
DS571240	19809	19867	32	46.51162791	26	45.80690627
DS571240	21423	21470	97	140.9883721	32	56.3777308
DS571240	41599	41648	21	30.52325581	21	36.99788584
DS571240	41809	41859	19	27.61627907	20	35.23608175
DS571240	41986	42043	5	7.26744186	11	19.37984496
DS571241	6783	6834	26	37.79069767	23	40.52149401
DS571241	7747	7828	15	21.80232558	12	21.14164905
DS571241	11044	11103	45	65.40697674	57	100.422833
DS571241	32365	32420	22	31.97674419	9	15.85623679
DS571241	34956	35010	6	8.720930233	23	40.52149401
DS571241	36207	36254	114	165.6976744	25	44.04510218
DS571241	41879	41941	7	10.1744186	5	8.809020437
DS571242	13021	13083	29	42.15116279	40	70.4721635
DS571242	13799	13849	26	37.79069767	8	14.0944327
DS571242	13939	13986	43	62.5	19	33.47427766
DS571242	17031	17084	39	56.68604651	34	59.90133897
DS571242	36657	36725	28	40.69767442	51	89.85200846
DS571242	43607	43668	8	11.62790698	9	15.85623679
DS571242	45665	45802	49	71.22093023	12	21.14164905
DS571242	46030	46077	192	279.0697674	56	98.66102889
DS571242	47762	47820	94	136.627907	99	174.4186047
DS571242	47943	47993	59	85.75581395	79	139.1825229
DS571243	4356	4420	22	31.97674419	26	45.80690627
DS571243	6295	6345	27	39.24418605	12	21.14164905
DS571243	7384	7468	79	114.8255814	19	33.47427766
DS571243	9222	9277	38	55.23255814	76	133.8971106
DS571243	9916	9966	103	149.7093023	94	165.6095842
DS571243	10029	10075	90	130.8139535	72	126.8498943
DS571243	14168	14229	14	20.34883721	19	33.47427766
DS571243	36310	36368	43	62.5	53	93.37561663
DS571243	50098	50151	40	58.13953488	23	40.52149401
DS571243	50293	50340	28	40.69767442	35	61.66314306
DS571243	50611	50661	31	45.05813953	40	70.4721635
DS571244	38443	38501	107	155.5232558	100	176.1804087
DS571244	41968	42100	1584	2302.325581	1778	3132.487667
DS571244	45365	45480	60	87.20930233	69	121.564482
DS571245	10911	10959	35	50.87209302	29	51.09231853
DS571245	11164	11211	10	14.53488372	16	28.1888654
DS571245	32635	32692	28	40.69767442	5	8.809020437
DS571246	9910	9971	541	786.3372093	654	1152.219873
DS571246	16787	16841	82	119.1860465	106	186.7512333
DS571246	17251	17310	100	145.3488372	81	142.7061311
DS571246	33935	33983	78	113.372093	109	192.0366455
DS571246	41921	41985	22	31.97674419	20	35.23608175
DS571247	19969	20027	113	164.244186	91	160.324172
DS571247	20728	20836	41	59.59302326	6	10.57082452
DS571247	23643	23718	203	295.0581395	67	118.0408739
DS571247	24239	24285	6	8.720930233	7	12.33262861
DS571247	32871	32965	14	20.34883721	10	17.61804087
DS571247	32871	32970	256	372.0930233	240	422.832981
DS571248	14743	14819	13	18.89534884	7	12.33262861
DS571248	16400	16441	10	14.53488372	8	14.0944327
DS571248	26726	26780	22	31.97674419	23	40.52149401
DS571248	31147	31242	999	1452.034884	1285	2263.918252
DS571248	31191	31242	11	15.98837209	7	12.33262861
DS571249	9652	9707	9	13.08139535	4	7.04721635
DS571249	35031	35087	14	20.34883721	5	8.809020437
DS571249	40025	40065	73	106.1046512	73	128.6116984
DS571249	48318	48387	8	11.62790698	8	14.0944327
DS571250	37547	37606	152	220.9302326	225	396.4059197
DS571250	41228	41286	30	43.60465116	15	26.42706131
DS571250	48077	48138	1010	1468.023256	1128	1987.315011
DS571251	34034	34091	11	15.98837209	7	12.33262861
DS571252	32095	32141	19	27.61627907	18	31.71247357
DS571252	35700	36077	7	10.1744186	6	10.57082452
DS571253	5325	5399	33	47.96511628	30	52.85412262
DS571253	5958	6016	18	26.1627907	21	36.99788584
DS571253	6135	6178	14	20.34883721	24	42.2832981
DS571253	20694	20750	57	82.84883721	49	86.32840028
DS571253	40554	40614	99	143.8953488	125	220.2255109
DS571254	2266	2323	242	351.744186	311	547.9210712
DS571254	5773	5830	147	213.6627907	4	7.04721635
DS571254	13319	13372	869	1263.081395	1260	2219.87315
DS571254	22823	22878	372	540.6976744	404	711.7688513
DS571254	27877	27928	10	14.53488372	9	15.85623679
DS571254	37666	37712	56	81.39534884	11	19.37984496
DS571255	18762	18823	50	72.6744186	43	75.75757576
DS571255	19387	19445	76	110.4651163	80	140.944327
DS571255	27809	27865	15	21.80232558	9	15.85623679
DS571255	28638	28687	6	8.720930233	9	15.85623679
DS571256	16973	17031	639	928.7790698	906	1596.194503
DS571256	22242	22311	132	191.8604651	68	119.8026779
DS571256	31075	31126	14	20.34883721	12	21.14164905
DS571256	33681	33742	7	10.1744186	5	8.809020437
DS571256	34937	35002	30	43.60465116	14	24.66525722
DS571256	35311	35358	18	26.1627907	21	36.99788584
DS571256	35732	35797	188	273.255814	200	352.3608175
DS571256	35951	36009	39	56.68604651	40	70.4721635
DS571257	5168	5221	41	59.59302326	8	14.0944327
DS571257	5395	5485	53	77.03488372	14	24.66525722
DS571257	5607	5673	73	106.1046512	14	24.66525722
DS571257	14864	14927	79	114.8255814	74	130.3735025
DS571257	27007	27058	14	20.34883721	5	8.809020437
DS571257	27141	27192	9	13.08139535	6	10.57082452
DS571257	42461	42532	45	65.40697674	42	73.99577167
DS571258	33865	33920	7	10.1744186	9	15.85623679
DS571259	2155	2211	57	82.84883721	34	59.90133897
DS571259	18488	18540	42	61.04651163	45	79.28118393
DS571259	33098	33147	104	151.1627907	106	186.7512333
DS571259	33289	33345	53	77.03488372	72	126.8498943
DS571259	39707	39757	61	88.6627907	55	96.89922481
DS571260	16034	16089	5	7.26744186	5	8.809020437
DS571260	16218	16278	6	8.720930233	8	14.0944327
DS571260	17866	18089	8	11.62790698	6	10.57082452
DS571260	18217	18282	15	21.80232558	4	7.04721635
DS571260	27476	27518	6	8.720930233	4	7.04721635
DS571260	28448	28576	19	27.61627907	23	40.52149401
DS571260	29162	29237	53	77.03488372	47	82.80479211
DS571260	33765	33877	57	82.84883721	4	7.04721635
DS571260	37291	37349	10	14.53488372	14	24.66525722
DS571260	37901	38086	283	411.3372093	117	206.1310782
DS571260	38727	38787	163	236.9186047	37	65.18675123
DS571260	41166	41223	40	58.13953488	26	45.80690627
DS571260	42286	42338	10	14.53488372	10	17.61804087
DS571261	28005	28051	34	49.41860465	15	26.42706131
DS571261	31611	31666	10	14.53488372	9	15.85623679
DS571261	33249	33310	59	85.75581395	79	139.1825229
DS571261	44319	44393	363	527.6162791	343	604.298802
DS571261	46021	46064	13	18.89534884	32	56.3777308
DS571262	13672	13741	89	129.3604651	121	213.1782946
DS571263	1088	1136	13	18.89534884	14	24.66525722
DS571263	9171	9230	12	17.44186047	5	8.809020437
DS571263	9739	9792	20	29.06976744	67	118.0408739
DS571263	9929	9974	67	97.38372093	74	130.3735025
DS571263	21420	21464	15	21.80232558	10	17.61804087
DS571263	21836	21899	58	84.30232558	53	93.37561663
DS571263	22505	22550	142	206.3953488	111	195.5602537
DS571263	33365	33433	68	98.8372093	71	125.0880902
DS571263	33499	33549	56	81.39534884	69	121.564482
DS571264	4824	4883	121	175.872093	77	135.6589147
DS571264	4977	5052	16	23.25581395	8	14.0944327
DS571264	17252	17305	136	197.6744186	141	248.4143763
DS571264	17566	17619	51	74.12790698	85	149.7533474
DS571264	37248	37318	11	15.98837209	18	31.71247357
DS571264	39953	40055	64	93.02325581	33	58.13953488
DS571264	40107	40194	17	24.70930233	15	26.42706131
DS571265	19459	19556	25	36.3372093	9	15.85623679
DS571265	20140	20203	12	17.44186047	11	19.37984496
DS571265	20483	20531	6	8.720930233	10	17.61804087
DS571265	20702	20766	10	14.53488372	16	28.1888654
DS571265	25571	25617	9	13.08139535	8	14.0944327
DS571265	36796	36844	52	75.58139535	32	56.3777308
DS571266	15685	15744	52	75.58139535	114	200.845666
DS571266	21408	21464	13	18.89534884	7	12.33262861
DS571266	25845	25899	445	646.8023256	474	835.0951374
DS571266	30659	30725	77	111.9186047	115	202.60747
DS571266	31106	31157	96	139.5348837	110	193.7984496
DS571267	29237	29294	46	66.86046512	42	73.99577167
DS571267	29681	29728	60	87.20930233	25	44.04510218
DS571267	37517	37561	43	62.5	11	19.37984496
DS571268	38225	38274	148	215.1162791	114	200.845666
DS571268	44878	44934	76	110.4651163	61	107.4700493
DS571269	18210	18263	16	23.25581395	16	28.1888654
DS571270	1923	1968	64	93.02325581	81	142.7061311
DS571270	12708	12762	13	18.89534884	16	28.1888654
DS571270	21751	21801	118	171.5116279	61	107.4700493
DS571270	31042	31094	200	290.6976744	201	354.1226216
DS571270	32551	32615	180	261.627907	146	257.2233968
DS571270	41387	41433	32	46.51162791	20	35.23608175
DS571271	15233	15288	13	18.89534884	12	21.14164905
DS571271	22998	23069	24	34.88372093	16	28.1888654
DS571272	15575	15621	136	197.6744186	90	158.5623679
DS571272	16582	16628	42	61.04651163	4	7.04721635
DS571272	19137	19186	17	24.70930233	26	45.80690627
DS571272	21321	21376	6	8.720930233	9	15.85623679
DS571272	31813	31860	265	385.1744186	221	389.3587033
DS571272	32259	32314	19	27.61627907	14	24.66525722
DS571273	20163	20215	29	42.15116279	22	38.75968992
DS571273	20337	20386	10	14.53488372	9	15.85623679
DS571273	30177	30222	94	136.627907	19	33.47427766
DS571273	33731	34002	41	59.59302326	30	52.85412262
DS571273	33950	34002	7	10.1744186	10	17.61804087
DS571273	38166	38212	30	43.60465116	18	31.71247357
DS571275	9430	9478	33	47.96511628	56	98.66102889
DS571275	12722	12771	240	348.8372093	179	315.3629316
DS571275	13051	13108	265	385.1744186	319	562.0155039
DS571275	18301	18352	59	85.75581395	65	114.5172657
DS571275	20276	20337	356	517.4418605	168	295.9830867
DS571275	22384	22427	6	8.720930233	5	8.809020437
DS571275	26188	26247	99	143.8953488	116	204.3692741
DS571275	29103	29150	33	47.96511628	51	89.85200846
DS571275	30809	30866	30	43.60465116	14	24.66525722
DS571276	4026	4074	35	50.87209302	26	45.80690627
DS571276	14392	14694	11	15.98837209	8	14.0944327
DS571276	32395	32469	63	91.56976744	22	38.75968992
DS571276	33386	33436	208	302.3255814	195	343.551797
DS571276	33567	33627	203	295.0581395	152	267.7942213
DS571276	34920	35159	165	239.8255814	59	103.9464412
DS571276	35244	35357	173	251.4534884	62	109.2318534
DS571277	25758	25814	38	55.23255814	29	51.09231853
DS571277	26181	26231	36	52.3255814	33	58.13953488
DS571277	26366	26418	30	43.60465116	33	58.13953488
DS571277	41346	41484	52	75.58139535	63	110.9936575
DS571278	18787	18860	8	11.62790698	7	12.33262861
DS571278	28816	28868	5	7.26744186	9	15.85623679
DS571278	29140	29192	13	18.89534884	19	33.47427766
DS571278	29470	29544	16	23.25581395	5	8.809020437
DS571278	33129	33181	31	45.05813953	38	66.94855532
DS571278	33947	33991	97	140.9883721	75	132.1353066
DS571278	34147	34229	84	122.0930233	65	114.5172657
DS571279	803	851	78	113.372093	46	81.04298802
DS571279	3649	3694	182	264.5348837	238	419.3093728
DS571279	10143	10190	23	33.43023256	12	21.14164905
DS571279	33622	33675	179	260.1744186	52	91.61381254
DS571279	42370	42427	12	17.44186047	6	10.57082452
DS571280	20399	20452	27	39.24418605	11	19.37984496
DS571280	21566	21628	26	37.79069767	43	75.75757576
DS571280	24507	24578	10	14.53488372	8	14.0944327
DS571280	28506	28552	13	18.89534884	7	12.33262861
DS571281	6112	6161	122	177.3255814	112	197.3220578
DS571281	25453	25500	14	20.34883721	4	7.04721635
DS571281	26061	26132	46	66.86046512	73	128.6116984
DS571282	12682	12729	115	167.1511628	55	96.89922481
DS571282	26325	26406	22	31.97674419	4	7.04721635
DS571282	26459	26516	9	13.08139535	6	10.57082452
DS571283	1513	1575	123	178.7790698	138	243.1289641
DS571283	3138	3189	9	13.08139535	6	10.57082452
DS571283	3146	3189	521	757.2674419	283	498.5905567
DS571283	3357	3407	212	308.1395349	118	207.8928823
DS571284	14889	14935	29	42.15116279	42	73.99577167
DS571284	15614	15658	19	27.61627907	8	14.0944327
DS571284	15787	15839	18	26.1627907	7	12.33262861
DS571284	31765	31821	14	20.34883721	21	36.99788584
DS571284	31765	31823	12	17.44186047	4	7.04721635
DS571286	26182	26237	32	46.51162791	46	81.04298802
DS571286	30268	30319	3217	4675.872093	4474	7882.311487
DS571286	30838	30889	6	8.720930233	14	24.66525722
DS571286	30838	30897	218	316.8604651	212	373.5024665
DS571286	32626	32859	756	1098.837209	648	1141.649049
DS571287	10231	10353	6	8.720930233	7	12.33262861
DS571287	12390	12438	57	82.84883721	54	95.13742072
DS571287	12925	13099	99	143.8953488	35	61.66314306
DS571287	13244	13396	127	184.5930233	36	63.42494715
DS571287	31127	31198	7	10.1744186	6	10.57082452
DS571287	31152	31198	341	495.6395349	517	910.8527132
DS571288	16820	16884	5	7.26744186	5	8.809020437
DS571289	24534	24580	21	30.52325581	23	40.52149401
DS571289	25281	25347	20	29.06976744	4	7.04721635
DS571290	26463	26510	13	18.89534884	11	19.37984496
DS571291	10327	10385	48	69.76744186	67	118.0408739
DS571291	10844	10898	26	37.79069767	17	29.95066949
DS571291	15559	15613	43	62.5	8	14.0944327
DS571291	25194	25252	79	114.8255814	59	103.9464412
DS571292	15607	15668	54	78.48837209	72	126.8498943
DS571292	20247	20299	21	30.52325581	25	44.04510218
DS571292	21086	21130	11	15.98837209	4	7.04721635
DS571292	21624	21673	28	40.69767442	7	12.33262861
DS571292	24075	24124	52	75.58139535	72	126.8498943
DS571292	25001	25051	28	40.69767442	29	51.09231853
DS571293	9183	9227	8	11.62790698	8	14.0944327
DS571293	17366	17432	22	31.97674419	7	12.33262861
DS571293	17875	17924	12	17.44186047	8	14.0944327
DS571293	18452	18535	17	24.70930233	27	47.56871036
DS571293	18845	18900	32	46.51162791	29	51.09231853
DS571293	32550	32628	223	324.127907	261	459.8308668
DS571294	4507	4646	2420	3517.44186	1611	2838.266385
DS571294	7797	7844	91	132.2674419	85	149.7533474
DS571294	7998	8040	400	581.3953488	367	646.5821001
DS571294	12714	12765	24	34.88372093	37	65.18675123
DS571294	13533	13584	148	215.1162791	193	340.0281889
DS571294	13808	13859	134	194.7674419	111	195.5602537
DS571295	23462	23511	201	292.1511628	95	167.3713883
DS571295	23566	23608	261	379.3604651	134	236.0817477
DS571295	23979	24027	240	348.8372093	275	484.496124
DS571295	28579	28632	21	30.52325581	25	44.04510218
DS571295	36259	36308	91	132.2674419	31	54.61592671
DS571296	10177	10502	227	329.9418605	66	116.2790698
DS571296	15659	15846	166	241.2790698	40	70.4721635
DS571296	15927	15983	138	200.5813953	36	63.42494715
DS571296	16839	16921	198	287.7906977	251	442.2128259
DS571296	25257	25331	29	42.15116279	10	17.61804087
DS571296	27060	27105	52	75.58139535	69	121.564482
DS571297	14490	14539	34	49.41860465	48	84.56659619
DS571297	18051	18112	45	65.40697674	83	146.2297393
DS571297	22678	22761	57	82.84883721	40	70.4721635
DS571297	24782	24977	59	85.75581395	19	33.47427766
DS571297	35472	35530	81	117.7325581	74	130.3735025
DS571298	34905	34948	53	77.03488372	84	147.9915433
DS571299	14602	14669	224	325.5813953	235	414.0239605
DS571299	25390	25461	54	78.48837209	47	82.80479211
DS571299	26269	26330	38	55.23255814	12	21.14164905
DS571299	33822	33873	31	45.05813953	64	112.7554616
DS571299	36227	36301	110	159.8837209	96	169.1331924
DS571299	36254	36301	13	18.89534884	15	26.42706131
DS571299	36400	36457	120	174.4186047	120	211.4164905
DS571300	7503	7554	182	264.5348837	163	287.1740662
DS571301	3166	3224	14	20.34883721	9	15.85623679
DS571301	23162	23205	23	33.43023256	10	17.61804087
DS571301	24986	25037	72	104.6511628	58	102.1846371
DS571301	25114	25177	33	47.96511628	44	77.51937984
DS571302	424	475	9	13.08139535	15	26.42706131
DS571302	20993	21071	19	27.61627907	14	24.66525722
DS571302	22597	22655	12	17.44186047	7	12.33262861
DS571302	22918	22963	17	24.70930233	9	15.85623679
DS571302	33842	33892	63	91.56976744	28	49.33051445
DS571303	14262	14337	72	104.6511628	50	88.09020437
DS571303	17760	17828	28	40.69767442	28	49.33051445
DS571303	17882	17943	31	45.05813953	28	49.33051445
DS571303	19638	19692	75	109.0116279	83	146.2297393
DS571303	19856	19912	52	75.58139535	71	125.0880902
DS571303	20033	20092	11	15.98837209	21	36.99788584
DS571303	32338	32396	37	53.77906977	53	93.37561663
DS571304	21859	21918	546	793.6046512	247	435.1656096
DS571304	23601	23651	9	13.08139535	11	19.37984496
DS571304	31362	31413	81	117.7325581	70	123.3262861
DS571305	6681	6734	17	24.70930233	26	45.80690627
DS571305	7085	7134	19	27.61627907	19	33.47427766
DS571305	9101	9144	50	72.6744186	14	24.66525722
DS571305	9396	9480	32	46.51162791	6	10.57082452
DS571305	11243	11326	22	31.97674419	34	59.90133897
DS571306	27946	28006	29	42.15116279	31	54.61592671
DS571307	8368	8416	7	10.1744186	5	8.809020437
DS571307	9442	9488	63	91.56976744	47	82.80479211
DS571307	9605	9650	50	72.6744186	59	103.9464412
DS571307	11310	11366	231	335.755814	161	283.6504581
DS571307	28669	28722	64	93.02325581	65	114.5172657
DS571307	29004	29055	56	81.39534884	29	51.09231853
DS571307	35078	35121	108	156.9767442	17	29.95066949
DS571309	5703	5753	10	14.53488372	11	19.37984496
DS571309	11366	11468	136	197.6744186	92	162.085976
DS571309	11377	11468	8	11.62790698	4	7.04721635
DS571309	21153	21214	19	27.61627907	4	7.04721635
DS571310	1530	1582	108	156.9767442	172	303.030303
DS571310	8961	9020	126	183.1395349	136	239.6053559
DS571311	13810	13876	87	126.4534884	128	225.5109232
DS571311	14365	14426	76	110.4651163	39	68.71035941
DS571312	7669	7725	89	129.3604651	104	183.2276251
DS571312	14999	15032	11	15.98837209	6	10.57082452
DS571313	7623	7684	346	502.9069767	197	347.0754052
DS571313	8313	8369	221	321.2209302	71	125.0880902
DS571313	9128	9185	92	133.7209302	54	95.13742072
DS571313	13398	13548	13	18.89534884	9	15.85623679
DS571313	13398	13551	760	1104.651163	305	537.3502467
DS571313	26929	27156	12	17.44186047	5	8.809020437
DS571313	26983	27096	8	11.62790698	7	12.33262861
DS571313	27680	27725	12	17.44186047	4	7.04721635
DS571314	6965	7017	9	13.08139535	20	35.23608175
DS571314	7261	7325	10	14.53488372	10	17.61804087
DS571314	11344	11454	33	47.96511628	49	86.32840028
DS571314	11344	11565	8	11.62790698	8	14.0944327
DS571314	11439	11549	6	8.720930233	19	33.47427766
DS571314	30271	30335	90	130.8139535	64	112.7554616
DS571315	10350	10427	26	37.79069767	20	35.23608175
DS571315	12833	12916	13	18.89534884	4	7.04721635
DS571315	13111	13158	19	27.61627907	4	7.04721635
DS571315	21104	21164	7	10.1744186	5	8.809020437
DS571315	24657	24797	103	149.7093023	25	44.04510218
DS571315	28658	28707	180	261.627907	139	244.8907681
DS571316	4734	4781	14	20.34883721	13	22.90345314
DS571316	5289	5337	27	39.24418605	58	102.1846371
DS571316	5593	5639	50	72.6744186	64	112.7554616
DS571316	12022	12075	648	941.8604651	509	896.7582805
DS571316	26041	26111	20	29.06976744	8	14.0944327
DS571316	29610	29661	103	149.7093023	115	202.60747
DS571317	3965	4018	131	190.4069767	55	96.89922481
DS571317	4323	4382	212	308.1395349	54	95.13742072
DS571317	5633	5680	14	20.34883721	19	33.47427766
DS571317	5746	5793	19	27.61627907	23	40.52149401
DS571317	20853	20907	14	20.34883721	5	8.809020437
DS571317	23801	23866	17	24.70930233	14	24.66525722
DS571318	2016	2086	22	31.97674419	43	75.75757576
DS571319	14853	14931	88	127.9069767	97	170.8949965
DS571319	15854	15981	50	72.6744186	22	38.75968992
DS571319	16235	16302	68	98.8372093	27	47.56871036
DS571320	1988	2041	26	37.79069767	12	21.14164905
DS571320	26568	26611	16	23.25581395	9	15.85623679
DS571320	27955	28011	18	26.1627907	13	22.90345314
DS571321	6613	6690	9	13.08139535	4	7.04721635
DS571322	11444	11652	267	388.0813953	171	301.2684989
DS571322	16798	16853	29	42.15116279	7	12.33262861
DS571322	19258	19304	25	36.3372093	5	8.809020437
DS571323	8461	8512	6	8.720930233	7	12.33262861
DS571323	8583	8627	20	29.06976744	21	36.99788584
DS571323	14316	14451	22	31.97674419	23	40.52149401
DS571323	17264	17320	649	943.3139535	180	317.1247357
DS571323	27749	27851	1052	1529.069767	413	727.6250881
DS571324	15939	15987	26	37.79069767	17	29.95066949
DS571326	18249	18312	12	17.44186047	6	10.57082452
DS571326	18917	18966	11	15.98837209	5	8.809020437
DS571326	19975	20039	7	10.1744186	5	8.809020437
DS571326	24343	24415	66	95.93023256	117	206.1310782
DS571327	11102	11150	22	31.97674419	9	15.85623679
DS571327	12107	12155	26	37.79069767	26	45.80690627
DS571327	13057	13099	36	52.3255814	18	31.71247357
DS571327	13307	13383	64	93.02325581	25	44.04510218
DS571327	19547	19591	81	117.7325581	67	118.0408739
DS571327	25214	25276	6	8.720930233	4	7.04721635
DS571328	19037	19093	169	245.6395349	12	21.14164905
DS571329	8701	8756	25	36.3372093	16	28.1888654
DS571329	8918	8976	23	33.43023256	10	17.61804087
DS571329	13186	13242	26	37.79069767	23	40.52149401
DS571329	13288	13341	27	39.24418605	22	38.75968992
DS571330	10924	10976	15	21.80232558	36	63.42494715
DS571330	14209	14264	40	58.13953488	6	10.57082452
DS571330	29860	29913	65	94.47674419	81	142.7061311
DS571330	30003	30071	89	129.3604651	87	153.2769556
DS571330	30250	30307	66	95.93023256	35	61.66314306
DS571331	2358	2414	98	142.4418605	36	63.42494715
DS571331	2761	2804	73	106.1046512	11	19.37984496
DS571331	6943	7003	35	50.87209302	18	31.71247357
DS571331	7061	7180	50	72.6744186	32	56.3777308
DS571331	7405	7478	15	21.80232558	13	22.90345314
DS571331	7737	7781	13	18.89534884	6	10.57082452
DS571331	10903	10966	22	31.97674419	10	17.61804087
DS571331	14056	14115	9	13.08139535	5	8.809020437
DS571331	20042	20112	16	23.25581395	8	14.0944327
DS571331	21973	22036	200	290.6976744	85	149.7533474
DS571332	5927	5972	158	229.6511628	58	102.1846371
DS571332	8201	8256	227	329.9418605	99	174.4186047
DS571332	14696	14763	52	75.58139535	51	89.85200846
DS571332	15387	15439	9	13.08139535	11	19.37984496
DS571332	16062	16105	27	39.24418605	6	10.57082452
DS571332	28905	28961	219	318.3139535	307	540.8738548
DS571332	30856	30908	175	254.3604651	14	24.66525722
